Ward,x,y,fill_ratio_0,distance_from_0_0_0,fill_per_m_0_0_0_0,distance_from_0_1_0,fill_per_m_0_0_1_0,fill_per_m_0_0_1_1,fill_ratio_1,distance_from_78_0_0,fill_per_m_1_78_0_0,distance_from_91_1_0,fill_per_m_1_91_1_0,fill_per_m_1_91_1_1,fill_ratio_2,distance_from_37_0_0,fill_per_m_2_37_0_0,distance_from_222_1_0,fill_per_m_2_222_1_0,fill_per_m_2_222_1_1,fill_ratio_3,distance_from_289_0_0,fill_per_m_3_289_0_0,distance_from_25_1_0,fill_per_m_3_25_1_0,fill_per_m_3_25_1_1,fill_ratio_4,distance_from_277_1_0,fill_per_m_4_277_1_0,fill_per_m_4_277_1_1
1,76.696064,30.715001,0.8967654246264252,1.0,89.67654246264252,1.0,89.67654246264252,,0.9003342025361974,0.2855843648526575,315.2603270142992,0.3787262872628726,237.72688424748253,,0.9090344868237302,0.31009057838326126,293.1512758508241,0.4494250347908884,202.26609922758132,,0.9146463941959606,0.3602810127200371,253.87027400933374,0.4893430015381235,186.91314503753108,,0.9146463941959606,0.4577321223662687,199.82132550970013,
1,76.6847,30.693087,0.4103968269896615,1.0,41.03968269896615,1.0,41.03968269896615,,0.4103968269896615,0.28104278370621355,146.02645959366367,0.36988199405021804,110.95344828652105,,0.4273325290788152,0.275209435818619,155.27539156050423,0.26390368572110545,161.9274577053168,,0.43121733678606416,0.35228880311577626,122.40449681403835,0.28045479155387115,153.7564519389692,,0.4805325851315531,0.2415774490455316,198.91450424289567,
1,76.718126,30.698031,0.6057748193568872,1.0,60.577481935688716,1.0,60.577481935688716,,0.6194525882261118,0.08847713741278702,700.1272942817727,0.2620652327038429,236.37343337570783,,0.6501460639517169,0.104662974249468,621.1805737548316,0.34794729778825695,186.85187903007161,,0.6690376650019288,0.23965863677143345,279.1627600051825,0.3967494865464036,168.6297494234258,,0.6756417685510037,0.3580384218994446,188.7064983044636,
1,76.673781,30.709807,0.5245113895702547,1.0,52.451138957025464,1.0,52.451138957025464,,0.5528212690258745,0.33186112965125986,166.5821090908758,0.4114331303187052,134.3647918186965,,0.5948143791978534,0.3508155347905891,169.55189272131682,0.33528178708493245,177.40730397836285,,0.5948143791978534,0.3956751626898048,150.32896559751129,0.36932671450025034,161.05371094065558,,0.6348325193595898,0.3423786083764392,185.41827784450913,
1,76.714146,30.697422,0.5868411180208791,1.0,58.68411180208791,1.0,58.68411180208791,,0.6055340584857349,0.08425388643490826,718.7016339638532,0.2586462468994183,234.1167002207511,,0.6328420111668145,0.10376241163807552,609.8952416161786,0.34492621918971467,183.4717037902943,,0.636769890786394,0.23613583713845168,269.6625376744665,0.4362118153580288,145.97722215840338,,0.646825109888699,0.3550640973117118,182.17136420888238,
1,76.695929,30.704942,0.5325894325515859,1.0,53.258943255158584,1.0,53.258943255158584,,0.5791843885245886,0.22442297369833603,258.07713844087743,0.3288006202659987,176.15063744588747,,0.5791843885245886,0.25747599451303155,224.94694684838845,0.33100137174211247,174.97945264584547,,0.6058061054037781,0.3124470686467466,193.89079501613247,0.3660344724756963,165.50520537215303,,0.615963807543082,0.339112542494185,181.63993670438904,
1,76.68811,30.698177,0.28377590579872447,1.0,28.377590579872447,1.0,28.377590579872447,,0.2899002328044968,0.24706926236492163,117.33561270617052,0.33673955070837175,86.09034257920018,,0.3452585081233948,0.2929856210225703,117.84145137170322,0.2509240270538668,137.594837838816,,0.41054438640539226,0.3189817780102127,128.70465170968106,0.28928951280710313,141.914714578382,,0.46432415597656385,0.2589214885502912,179.3300967703871,
1,76.680322,30.696429,0.3630822963986351,1.0,36.30822963986351,1.0,36.30822963986351,,0.4050503287915724,0.28258568251958976,143.33717305847333,0.3680525605336709,110.05230562837419,,0.4061137379508569,0.3263525207660037,124.44020257531346,0.2660961033287218,152.61919767730095,,0.4578731115552653,0.3511260971115231,130.4013331170419,0.3016909660182483,151.76891691465832,,0.4578731115552653,0.2737191730565653,167.27842132587614,
1,76.744026,30.670257,0.9383404568210378,0.8315880439202927,112.83717505094111,0.8315880439202927,112.83717505094111,,0.9385472162817865,0.4767266503998915,196.8732428729351,0.2858546834756676,328.3301868173439,,0.9398680847415714,0.35444625186390133,265.16519212691736,0.5169615019655687,181.80620436300296,,0.9431228243456885,0.30309577063847093,311.163307346388,0.49314592652839906,191.246195823819,,0.9462815753695567,0.5838586146129863,162.07375410514484,
1,76.705889,30.715948,0.7308674752036443,1.0,73.08674752036443,1.0,73.08674752036443,,0.7308674752036443,0.25253432311621965,289.4131245942712,0.41123882503192843,177.72336431194208,,0.754067846717934,0.2670551298424862,282.3641122949769,0.483423797360579,155.98484204439887,,0.7714840753834132,0.3312978927203065,232.86718458989037,0.5270460834397616,146.3788650791842,,0.7714840753834132,0.4924768518518518,156.6538757065262,
1,76.683038,30.698,0.3924451074226354,1.0,39.244510742263536,1.0,39.244510742263536,,0.40889433250339796,0.29942516660471175,136.55977456404082,0.3937096956669306,103.85681048843492,,0.4141794675237308,0.32928202393073985,125.78259286053466,0.3077055689342147,134.6025257060848,,0.46074104283032147,0.37562964998195225,122.65832658642856,0.3484072212435149,132.24210485243998,,0.49934254522737,0.3205652438597342,155.76939633725897,
1,76.721516,30.695976,0.5027203900924792,1.0,50.27203900924791,1.0,50.27203900924791,,0.5473787987653645,0.16535639205108882,331.02971828040694,0.2628535163222403,208.24480738325593,,0.5473787987653645,0.05358771964618619,1021.4631306938272,0.41175677283725354,132.9374122964859,,0.55737129949902,0.14425449208678753,386.38054970495466,0.47165919638253145,118.1724651557463,,0.5836170059821791,0.37575661417635164,155.31782647697418,
1,76.70499,30.708699,0.5812382214226123,1.0,58.123822142261226,1.0,58.123822142261226,,0.5886246342413375,0.18833245971264598,312.54550338239596,0.33791648186229045,174.19234214246376,,0.6227241748775125,0.2575568189454726,241.78128050624417,0.4085722349905246,152.4147070081633,,0.6227241748775125,0.31042431084768085,200.604190173453,0.45491445237423217,136.888193291611,,0.6462271980612775,0.4177116514119054,154.706529223441,
1,76.748676,30.682277,0.9064721109645469,0.7154366821183903,126.70193374492702,0.7154366821183903,126.70193374492702,,0.9087961774340552,0.4580875415350535,198.38919311987289,0.30843828198711903,294.64441689245575,,0.9133152476426788,0.33968084669975795,268.87452045535946,0.529769865036715,172.39848997061824,,0.9133152476426788,0.29484350002051113,309.7627207583491,0.5091684784838167,179.37387843849163,,0.9133152476426788,0.5979734996102883,152.73507074107886,
1,76.711345,30.704868,0.5230654247691193,1.0,52.30654247691193,1.0,52.30654247691193,,0.5588336326080977,0.15107204177486414,369.9120141904896,0.3259262412555163,171.4601532099372,,0.589551551599089,0.16656733784569974,353.941870731717,0.3958679210477772,148.92632624504478,,0.5948909211410817,0.2945950931562442,201.93510854763957,0.4494416301278504,132.36222042267337,,0.6245899952620949,0.4125977324649156,151.37989041546797,
1,76.699239,30.704057,0.6106200424416326,1.0,61.06200424416326,1.0,61.06200424416326,,0.6106200424416326,0.16048521940102906,380.48366367982,0.27346206237612897,223.29241472689736,,0.6296772695987698,0.19626337161634355,320.8327995249493,0.42754310873536955,147.27807716543325,,0.6305877790022868,0.33326231931774897,189.21664480197438,0.3858578815873569,163.4248797531751,,0.6433670403940469,0.436329479209033,147.44982199239126,
1,76.722244,30.707777,0.74543947418433,1.0,74.54394741843299,1.0,74.54394741843299,,0.7483220678334861,0.22479839490584017,332.88585897018123,0.360510965303008,207.57262326390665,,0.7660798378741641,0.21044395726979062,364.03033273701675,0.5097335946517519,150.29023904095374,,0.7660798378741641,0.31035951940134326,246.83626245841148,0.60467584379769,126.6926479256671,,0.7660798378741641,0.5202767083175174,147.24469222378426,
1,76.736482,30.670963,0.9694704332753689,0.9370045313177736,103.46486072078395,0.9370045313177736,103.46486072078395,,0.9717981866074784,0.5167178862463893,188.07132721240674,0.30894173888165966,314.5571039139281,,0.97348139167246,0.4236551399540408,229.78156048763285,0.5934088245337172,164.0490251282313,,0.9759667911891036,0.33071236745203353,295.1104607028818,0.4478898456029605,217.90330831797107,,0.9763502282502864,0.6662790590363336,146.53773295267922,
1,76.716695,30.700924,0.5567628930139298,1.0,55.67628930139298,1.0,55.67628930139298,,0.5573432879195066,0.12078055460458746,461.4511746068251,0.3046369203849519,182.95329640781046,,0.5573432879195066,0.13738826124995246,405.67023910836446,0.387005972079577,144.0141310803608,,0.571668111479945,0.2443531515082354,233.95160158623048,0.437087755334931,130.79023708680376,,0.5818428495769428,0.39736011259462134,146.427089970786,
1,76.71159,30.660789,0.23722679173599448,1.0,23.72267917359945,1.0,23.72267917359945,,0.25701491619771955,0.3405542596617718,75.46959373022642,0.22738959868525688,113.02844003584737,,0.26522297801801076,0.33593542914700736,78.95058246504497,0.17159253565180513,154.56556837425617,,0.3108464235227699,0.24099427450564598,128.9849828011111,0.1634085246249271,190.2265651294865,,0.32659046372793443,0.223963579494248,145.82302375477175,
1,76.728938,30.692466,0.46267978566960644,1.0,46.26797856696064,1.0,46.26797856696064,,0.4662104436917065,0.30996739226227193,150.40628638035352,0.27948356393760465,166.81139925487318,,0.5048977370318397,0.18545871155371466,272.24266404202075,0.4449105490438001,113.48297722249198,,0.5184741937541496,0.13064246056226317,396.8649943691537,0.49814047765929315,104.08192407699978,,0.5347017663779984,0.37364060985282455,143.1059023773179,
1,76.724498,30.659777,0.7476093801762511,1.0,74.76093801762511,1.0,74.76093801762511,,0.7476093801762511,0.5357309590502868,139.54940769179558,0.26958283313325326,277.3208410517416,,0.7682827543419372,0.4516639989329065,170.10050749164614,0.4944811257836467,155.3715024257748,,0.7817726478954905,0.3416366546618647,228.83160727271814,0.4735560891023075,165.0855444341242,,0.7979805356467129,0.5583816860077364,142.9095107599315,
1,76.69354,30.691212,0.1636559428657045,1.0,16.36559428657045,1.0,16.36559428657045,,0.19921842161331357,0.19061818227281538,104.51176232925641,0.2964886946845951,67.19258615416763,,0.26454883536632656,0.22173671148785076,119.30763904236107,0.21471035013033773,123.2119621647186,,0.31459623579065155,0.23829616988291483,132.0190064092202,0.25561202482981077,123.07567924479027,,0.31459623579065155,0.2232182485356538,140.93661152457358,
1,76.714549,30.716228,0.6815027222239293,1.0,68.15027222239293,1.0,68.15027222239293,,0.7108312855115118,0.28621349699938015,248.3570107502831,0.4686620845623046,151.6724541895415,,0.7289301059848838,0.30109057716804155,242.09661851292708,0.5404726061456511,134.86901976091008,,0.7411658492693682,0.36566691416387953,202.68879150964224,0.5872563912181632,126.20822188617583,,0.7632802532732909,0.549743533851488,138.84297063501057,
1,76.703663,30.693716,0.12429722348554473,1.0,12.429722348554472,1.0,12.429722348554472,,0.1747829313169607,0.15359431364312243,113.79518367006098,0.249598261020317,70.02570074105347,,0.2322197407342915,0.16986390883692398,136.70928823216445,0.23499563254719186,98.8187474878526,,0.2802997008242538,0.22227334253498965,126.10585580235733,0.2788501930347463,100.5198159534094,,0.3311664782685595,0.2440705993745541,135.6847072597822,
1,76.688734,30.687228,0.13441467693897424,1.0,13.441467693897424,1.0,13.441467693897424,,0.1360065469090392,0.2275807760225266,59.76187852333226,0.32861642724192236,41.38762874715125,,0.1712966371077443,0.2572781940533575,66.58031697479139,0.21042332840166084,81.40572550053452,,0.19701643701512367,0.29656851047582683,66.43201488216746,0.2626533193337469,75.01006936248915,,0.27344535889013855,0.20258435546222497,134.97851710524938,
1,76.702839,30.705454,0.3588304841235025,1.0,35.88304841235025,1.0,35.88304841235025,,0.37306266248396336,0.17549977491900254,212.5715902804667,0.2864615365106739,130.23132774757792,,0.4211605608075598,0.21063777176152826,199.94541210983428,0.3489643103962059,120.68872038214566,,0.4461858041854473,0.26063111443625137,171.19437376099674,0.39683998960189193,112.43468800436641,,0.48255681295893404,0.3618605005040546,133.35437614405419,
1,76.70779,30.689305,0.16068137325955567,1.0,16.06813732595557,1.0,16.06813732595557,,0.213850380213002,0.10519852925786129,203.2826710807094,0.21166686434706167,101.03158133545179,,0.213850380213002,0.131383041812892,162.76863228479297,0.21315993274215267,100.32391053138703,,0.2744563717182433,0.19058250598273901,144.00921548544474,0.25890782744594604,106.00543615296583,,0.2915828626816416,0.22265556865672684,130.95691450285779,
1,76.679274,30.692858,0.25790282704493983,1.0,25.790282704493983,1.0,25.790282704493983,,0.25987177439364273,0.2639785828696917,98.44426451896052,0.3630328105455596,71.58355025902806,,0.2891987646297533,0.29535150921717673,97.91680611223855,0.25838092381184175,111.92728950855279,,0.2891987646297533,0.34430980128027355,83.9937647881075,0.29435536362144205,98.24817223364056,,0.3415423108335329,0.26608407242431276,128.35879566999793,
1,76.707991,30.713578,0.47157618855015837,1.0,47.15761885501584,1.0,47.15761885501584,,0.4965213299896093,0.2275675533730732,218.1863462651086,0.38428612693994385,129.20615530500416,,0.5206820438977117,0.24190541214779027,215.24199862862307,0.45336913421391245,114.84726343369442,,0.5512877391129742,0.304705758777343,180.92462096058233,0.4985754050576403,110.57259012791452,,0.5859944266091932,0.4623040361335049,126.75520454248615,
1,76.746763,30.674927,0.668643219924431,0.704310696681423,94.93583202341661,0.704310696681423,94.93583202341661,,0.6818076036609341,0.47433361589902984,143.74009785679382,0.33838811968227056,201.48686198000013,,0.6818076036609341,0.36104831873410564,188.84109640822118,0.4948981193683087,137.76726501430193,,0.6959958887285433,0.25766851904178834,270.11289206644125,0.5304307557062572,131.21333581078642,,0.6959958887285433,0.5568741954726697,124.98260727232808,
1,76.703089,30.729861,0.6651972206962001,1.0,66.51972206962002,1.0,66.51972206962002,,0.6651972206962001,0.3423106105000833,194.3256213193071,0.5077014181466014,131.02134382932155,,0.6986083320730628,0.3557765262502082,196.3615585986553,0.5685170220771931,122.88257078399421,,0.7068441465349544,0.41168197491872954,171.6966468290221,0.6150956431624854,114.91613611514923,,0.7183089307001113,0.5783681752851406,124.19579108860522,
1,76.664354,30.708365,0.39785559904574164,1.0,39.785559904574164,1.0,39.785559904574164,,0.39785559904574164,0.3620424062245509,109.89198839844694,0.44626124667628214,89.15306942042092,,0.41174525260524375,0.3892306635661653,105.78438215345057,0.37461611672014056,109.91124893669237,,0.46434106272585596,0.4314357479959576,107.62693283594263,0.4066464545374268,114.18790390145134,,0.46434106272585596,0.38129298756855934,121.78064581960452,
1,76.68913,30.720583,0.5371065418185478,1.0,53.71065418185478,1.0,53.71065418185478,,0.5371065418185478,0.2841486233627373,189.02310187612295,0.3728252152993271,144.06389905450078,,0.5371065418185478,0.32955615215647993,162.9787634987068,0.44013458387085536,122.03234226559802,,0.5371065418185478,0.35526422835094085,151.18508956324686,0.5113489766744536,105.03717936654688,,0.5449645241925088,0.44803760910242557,121.6336559969288,
1,76.733428,30.670581,0.6242379959139921,0.960961072479645,64.95975891127625,0.960961072479645,64.95975891127625,,0.6464558801842263,0.5138376983279641,125.80935230867719,0.21743893494749938,297.3045652289978,,0.6491123322750959,0.4202092597922257,154.4735907523914,0.4678915265566831,138.7313715749581,,0.6761449784783501,0.32957024685971054,205.1595934162611,0.44458886114025237,152.08320261200828,,0.6919059965282517,0.5709431544938866,121.18649485194246,
1,76.689434,30.707174,0.24595772838450813,1.0,24.595772838450813,1.0,24.595772838450813,,0.31326894886724516,0.24188982851773547,129.5089383406116,0.3315010570824524,94.50013572334628,,0.3780092670860513,0.26055907916373033,145.07622159983055,0.3657270378200611,103.35830496405167,,0.43823000106916593,0.31375381724218937,139.67320140391863,0.43302795395818655,101.20131900571982,,0.45220202273372956,0.37371975569649984,121.00029924587814,
1,76.717988,30.674171,0.11483682473920354,1.0,11.483682473920354,1.0,11.483682473920354,,0.18828251370081225,0.3082210697517415,61.08684064086388,0.11321232393285667,166.30920306209578,,0.21387518174864073,0.23085125970479026,92.64631348433691,0.20630926443060116,103.6672697849614,,0.2818245289545655,0.13063491576395495,215.7344591271418,0.18488200816276432,152.43480517934228,,0.313324812482993,0.2669392702611471,117.37681465018872,
1,76.702343,30.687719,0.15285913918433203,1.0,15.285913918433202,1.0,15.285913918433202,,0.15285913918433203,0.1484742251613417,102.95331665696547,0.2497875335298648,61.19566378041683,,0.15285913918433203,0.17338591878469178,88.1612187747209,0.1805101851114121,84.68172534972824,,0.1756466696030206,0.20666347966961462,84.99163465350557,0.22417868430138368,78.35119121623666,,0.0,0.18954664966934906,114.72676534558687,0.0
1,76.71782,30.664171,0.18704374855752337,1.0,18.704374855752338,1.0,18.704374855752338,,0.18704374855752337,0.41014705112774086,45.60407006297562,0.24387723062431313,76.69586376665876,,0.18704374855752337,0.34448427442566326,54.296745147327705,0.1894002825893558,98.75579170230613,,0.1896879846528187,0.25790857711026216,73.54853676375504,0.17417839761368986,108.90442629603673,,0.2682737492091892,0.241097127008216,111.2720638931741,
1,76.695912,30.71134,0.3488682665429953,1.0,34.88682665429953,1.0,34.88682665429953,,0.36049387607328864,0.27022954288244844,133.4028367986789,0.3778723613639719,95.40096417002988,,0.4238797166991508,0.304322688579442,139.28626836132167,0.4446193967426069,95.33540817260781,,0.46976984567283936,0.3547889091177484,132.40826688777094,0.48495546917285837,96.86865610033851,,0.49493620592256526,0.4529904541652315,109.25974297507686,
1,76.698487,30.722642,0.41184091414726853,1.0,41.18409141472685,1.0,41.18409141472685,,0.42254118243956806,0.30717979886013097,137.55500329367845,0.40752038347304564,103.68590126425318,,0.47330664427762564,0.33895622857011803,139.63650890094655,0.4698404871392039,100.7377306199231,,0.5190564493964996,0.38609910209511145,134.43606747073852,0.5073449307936654,102.30839373609457,,0.5190564493964996,0.4776441177482426,108.67012281936752,
1,76.715344,30.712724,0.5435528611139886,1.0,54.35528611139886,1.0,54.35528611139886,,0.5516792618836389,0.2684944117604752,205.47141307946248,0.46112685375641893,119.63720121471228,,0.5704086130978145,0.28420189583003697,200.70542155670194,0.5320334862847197,107.21291569090414,,0.5795634076335661,0.3523827332748378,164.46986554858825,0.5863408178823665,98.84411761178801,,0.5866107328447053,0.5467340803498223,107.293610171396,
1,76.743765,30.680904,0.507610378684455,0.7941458568834994,63.91903631865463,0.7941458568834994,63.91903631865463,,0.5471420492371605,0.43156749905799335,126.78017933033377,0.2753656698523618,198.6965366926503,,0.5787252805417481,0.30796766348097143,187.917547576389,0.49278936731408207,117.43867033821253,,0.5787252805417481,0.24399684855958617,237.18555545213047,0.4848850751892577,119.35308182374209,,0.600413234176645,0.5604083170623094,107.13853022811003,
1,76.708514,30.719551,0.4391349085702184,1.0,43.91349085702184,1.0,43.91349085702184,,0.4645582969447236,0.2934620548213213,158.30267978855963,0.4741578794686528,97.97544595595743,,0.49740290083597205,0.3081894661566381,161.39516610965725,0.5406639815957957,91.99852732335961,,0.5032987763840405,0.353646771505866,142.31680222639673,0.591606117643884,85.07328801609859,,0.5464259171301937,0.5359482415484358,101.95497900160775,
1,76.733171,30.68394,0.3236792364042437,1.0,32.367923640424365,1.0,32.367923640424365,,0.3815517652758272,0.42476882981979386,89.8257448498984,0.10873577503454801,350.89809692771206,,0.4035482816395571,0.2814757793008783,143.36874122593392,0.38479516977212225,104.873530995345,,0.4424170614189512,0.12747052985967483,347.07399577453975,0.3591786386696469,123.17465845341168,,0.45620224431637857,0.4580276569499448,99.60146235584946,
1,76.717915,30.684941,0.16426579793099294,1.0,16.426579793099293,1.0,16.426579793099293,,0.23902658708623162,0.2761662167813557,86.55171145552245,0.11572064023115235,206.5548432922383,,0.23902658708623162,0.13006881344333346,183.7693300634032,0.30514389993536856,78.33241534137139,,0.2846865555183053,0.0843706041135992,337.42386760084645,0.34212827434132986,83.21047305031654,,0.2926923163639522,0.3005512679162073,97.38515441749988,
1,76.702706,30.711971,0.3769444294249076,1.0,37.69444294249076,1.0,37.69444294249076,,0.386673603989785,0.20603248555207615,187.67603708399207,0.3562208813870007,108.5488314116264,,0.4102453717290987,0.280111509967158,146.45787735648506,0.4189706968100002,97.91743786681616,,0.4102453717290987,0.32166679396114967,127.53737079203997,0.46703072888821,87.84119466950457,,0.4102453717290987,0.4232796150614832,96.92065413296805,
1,76.696593,30.678177,0.13927207266338726,1.0,13.927207266338726,1.0,13.927207266338726,,0.15404898825087127,0.27024003579761563,57.00450260680082,0.2732316936746892,56.38035111486102,,0.15404898825087127,0.2686419279572986,57.343613270731815,0.1535589861603861,100.3190969820375,,0.15404898825087127,0.34984498353948923,44.033499263676816,0.20184741266340653,76.3195258329904,,0.15404898825087127,0.16863233931025665,91.35198437083035,
1,76.711957,30.701618,0.28863055324025577,1.0,28.863055324025577,1.0,28.863055324025577,,0.33615608863932267,0.11840505009555799,283.9035061156853,0.3059303874442578,109.87992773374698,,0.33615608863932267,0.13420831644176753,250.47336674190342,0.3845123646261655,87.42399973695092,,0.3494678005290509,0.2787832281230092,125.35467175767586,0.4319655991197081,80.90176653910001,,0.35741144362286603,0.39436497364915735,90.62961152854142,
