Ward,x,y,fill_ratio_0,distance_from_0_0_0,fill_per_m_0_0_0_0,distance_from_0_1_0,fill_per_m_0_0_1_0,distance_from_0_2_0,fill_per_m_0_0_2_0,distance_from_0_3_0,fill_per_m_0_0_3_0,fill_per_m_0_0_1_1,fill_per_m_0_0_2_2,fill_per_m_0_0_3_3,fill_ratio_1,distance_from_92_0_0,fill_per_m_1_92_0_0,distance_from_214_1_0,fill_per_m_1_214_1_0,distance_from_25_2_0,fill_per_m_1_25_2_0,distance_from_120_3_0,fill_per_m_1_120_3_0,fill_per_m_1_214_1_1,fill_per_m_1_25_2_2,fill_per_m_1_120_3_3,fill_ratio_2,distance_from_291_0_0,fill_per_m_2_291_0_0,distance_from_196_1_0,fill_per_m_2_196_1_0,distance_from_179_2_0,fill_per_m_2_179_2_0,distance_from_50_3_0,fill_per_m_2_50_3_0,fill_per_m_2_196_1_1,fill_per_m_2_179_2_2,fill_per_m_2_50_3_3,fill_ratio_3,distance_from_77_0_0,fill_per_m_3_77_0_0,distance_from_94_1_0,fill_per_m_3_94_1_0,distance_from_166_2_0,fill_per_m_3_166_2_0,distance_from_45_3_0,fill_per_m_3_45_3_0,fill_per_m_3_94_1_1,fill_per_m_3_166_2_2,fill_per_m_3_45_3_3,fill_ratio_4,distance_from_238_0_0,fill_per_m_4_238_0_0,distance_from_82_1_0,fill_per_m_4_82_1_0,distance_from_38_2_0,fill_per_m_4_38_2_0,distance_from_78_3_0,fill_per_m_4_78_3_0,fill_per_m_4_82_1_1,fill_per_m_4_38_2_2,fill_per_m_4_78_3_3
1,76.702706,30.711971,0.8165994394715771,1.0,81.65994394715771,1.0,81.65994394715771,1.0,81.65994394715771,1.0,81.65994394715771,,,,0.8273509274506134,0.3642213396471397,227.15608268646673,0.5193742203212912,159.29764995628858,0.46703072888821,177.1512828331797,0.32993457063570863,250.76212106433618,,,,0.8273509274506134,0.24281422643142644,340.7341240297001,0.10669823569846483,775.4120038017811,0.4788882099849793,172.76493975004396,0.09871050688663154,838.1589291207079,,,,0.8273509274506134,0.24396624150309323,339.1251684467679,0.2460029532320069,336.31747772976274,0.4824651849588839,171.4840683315048,0.17543725654930115,471.59363052289433,,,,0.0,0.31115226966063286,269.70304586468563,0.31875175029914204,263.2729538784546,0.2638878281015301,318.00903989741886,0.20603248555207615,407.30817099214994,0.0,,
1,76.702839,30.705454,0.6651972206962001,1.0,66.51972206962002,1.0,66.51972206962002,1.0,66.51972206962002,1.0,66.51972206962002,,,,0.6651972206962001,0.29442496560381937,225.93098358082003,0.44898903760437736,148.1544458736502,0.39683998960189193,167.6235354616159,0.2602760570881493,255.5737274254595,,,,0.6849583074660107,0.18208735678825266,376.17016334777213,0.14090704471820492,486.10650293307543,0.40865198673607195,167.61408966509964,0.08972806411321257,763.3713200384869,,,,0.7023126113041633,0.1772814019693002,396.1569592199991,0.1793103011013118,391.6744364326012,0.4122152408366673,170.3752170537629,0.2209407751662746,317.8736974990787,,,,0.0,0.22042086976369665,319.15853273079836,0.3511960994414187,200.31316261461618,0.19447632211309845,361.7365888692402,0.17549977491900254,400.85066439256525,,,0.0
1,76.722183,30.687605,0.9293759891275858,1.0,92.93759891275857,1.0,92.93759891275857,1.0,92.93759891275857,1.0,92.93759891275857,,,,0.9344768264518679,0.19137122277593957,488.3058240924593,0.3640605819181022,256.6816823530993,0.32268895266123065,289.5905852199756,0.18206280943360945,513.2716722097117,,,,0.9370276148599078,0.12078174412838294,775.8023545875525,0.4043103238027104,231.75950741172394,0.25140845642930887,372.71125568657294,0.25834302112887886,362.7067651238991,,,,0.938414160999364,0.45489281097823697,206.29346921999604,0.45749428894290567,205.1204099547735,0.3615404001398294,259.5599718970336,0.2257188615282057,415.74468108067276,,,,0.0,0.4287398278146772,219.3231162954235,0.6778882502621801,138.71394743884446,0.20349248416756768,462.0935043421375,0.25216451096279074,372.9016218707861,,0.0,
1,76.70499,30.708699,0.6106200424416326,1.0,61.06200424416326,1.0,61.06200424416326,1.0,61.06200424416326,1.0,61.06200424416326,,,,0.6418815466157008,0.34636372189293446,185.32008580682557,0.4886630915420077,131.35461992642055,0.45491445237423217,141.09939643941263,0.31016894480061286,206.94578144447186,,,,0.6666732478756338,0.22716825934438128,293.4711256756051,0.14186255930540434,469.9430569558577,0.39554184643092344,168.54683111058898,0.07501713640579008,888.6946100813542,,,,0.6666732478756338,0.2222020617448221,300.03018092660386,0.22435251266749995,297.1543487296138,0.4862639947313952,137.10109222540603,0.1560286547585447,427.2761621301643,,,,0.0,0.26780506162385925,252.28780724425351,0.36575810115183527,184.72304934114956,0.24042713331451687,281.01633469801124,0.18833245971264598,358.74831066871536,,,0.0
1,76.716966,30.691124,0.3349056146570861,1.0,33.49056146570861,1.0,33.49056146570861,1.0,33.49056146570861,1.0,33.49056146570861,,,,0.35074701769303995,0.19791549759451715,177.22059260444527,0.4554256170830434,77.01521489711982,0.39388565913223045,89.04792788490211,0.23272953094954846,150.71014677938552,,,,0.35074701769303995,0.11196157213081638,313.27446642427066,0.34851443663816,100.64059930383827,0.4078247401854055,86.00435018571535,0.15430255961332706,227.31121153919344,,,,0.35074701769303995,0.3914390249377118,89.60450934825748,0.3938332846999319,89.05977003956887,0.4120296588928045,85.12664322164532,0.08064914367803193,434.90482563992816,,,,0.0,0.34655413645784233,102.4128021409128,0.5966644968687572,59.48331163397285,0.16005626510441218,221.74439835278605,0.10499577263510733,338.02865884435255,,,0.0
1,76.720789,30.68214,0.741120649290059,1.0,74.11206492900591,1.0,74.11206492900591,1.0,74.11206492900591,1.0,74.11206492900591,,,,0.741120649290059,0.18322201657680856,404.4932280173729,0.28132292588718116,263.4412559704681,0.2694938440492476,275.0046673253976,0.09616963064295485,770.6389681807017,,,,0.741120649290059,0.1696225959604088,436.9233032272671,0.3978997344491832,186.25814121640474,0.3281966685442987,225.81601835791506,0.2495051098414742,297.03626100521075,,,,0.7581666076330733,0.4440653415949143,170.73311889417587,0.4466403798181379,169.74878266532505,0.2890158525790617,262.32699724513316,0.21721252112336045,349.04369403386806,,,,0.0,0.4744588396234007,161.79662983309515,0.6647863522974169,115.47445428188209,0.19521203830369357,393.2433773687755,0.24339744105576566,315.39296761956973,,0.0,
1,76.727591,30.703045,0.5325894325515859,1.0,53.258943255158584,1.0,53.258943255158584,1.0,53.258943255158584,1.0,53.258943255158584,,,,0.5409110217816676,0.4003912229971084,135.09562415796864,0.582616091171968,92.84175805951256,0.5377700289164824,100.58407733720561,0.3545756080966151,152.55167288164947,,,,0.5804864497639982,0.2604269433577139,222.8980005984485,0.48478482735159045,119.74105149602796,0.46476441571695865,124.89907362389685,0.23015819016839598,252.2119457662069,,,,0.6174401717130606,0.5040398026875319,122.49829644819314,0.5067613539717639,121.84042190152164,0.5795798605204967,106.53237176988226,0.18021772410273856,342.60790651260817,,,,0.6403945474987762,0.5103418948800816,125.4834364811954,0.7373192719850314,86.8544430928393,0.2719765266201735,235.45949183810032,0.20938935193060043,305.8391181758981,,,
1,76.714549,30.716228,0.8098744458546349,1.0,80.98744458546349,1.0,80.98744458546349,1.0,80.98744458546349,1.0,80.98744458546349,,,,0.8264557500017777,0.47722457987915784,173.17962754790454,0.6216562331832456,132.94417491317319,0.5872563912181632,140.73167399463057,0.4405291444997719,187.605238000821,,,,0.8349494388263633,0.36411381238803026,229.31001528076368,0.2263782075298189,368.8294239702302,0.5272644292010381,158.35497192396596,0.1945668685244852,429.13238269098696,,,,0.839236689604025,0.35136884123621454,238.8477836143222,0.3535486332023188,237.37517580043095,0.6037751272112968,138.9982216525336,0.25347574640845216,331.09151526145405,,,,0.8504094484719191,0.3977847864144466,213.78631800812235,0.4648406367717281,182.9464511489202,0.3698425781489479,229.93822202089208,0.28621349699938015,297.1241598972395,,,
1,76.732203,30.688969,0.7476093801762511,1.0,74.76093801762511,1.0,74.76093801762511,1.0,74.76093801762511,1.0,74.76093801762511,,,,0.7661965418857462,0.3053902382356621,250.8909735662511,0.45566815005451,168.14792558884986,0.38217789930834806,200.48164566092947,0.18969492252426146,403.909884191946,,,,0.7773267649128293,0.24882490661805443,312.3990984174361,0.5627848372741407,138.12148327908523,0.27446249530856254,283.2178451336038,0.32095687451968613,242.1904083145449,,,,0.7809064575253647,0.6140421425124658,127.17473337092842,0.6169016853430558,126.58523652615843,0.4038478723214126,193.36649046496905,0.24129179847371898,323.6357234124638,,,,0.7809064575253647,0.5604435865815952,139.3372100639914,0.8591585795220988,90.89200482171042,0.3377030722213286,231.2405547242292,0.2719425231891051,287.15864233646647,,,
1,76.714146,30.697422,0.08692028808742369,1.0,8.69202880874237,1.0,8.69202880874237,1.0,8.69202880874237,1.0,8.69202880874237,,,,0.16268232879650302,0.273320471660869,59.52072591121395,0.4337015545739633,37.510201907463816,0.4362118153580288,37.294342580559984,0.26693681144738507,60.94413427447744,,,,0.18114402870761567,0.15151695729577128,119.55363408863231,0.2722031449023829,66.54736805946062,0.33048290862501767,54.81192036867198,0.08805279741376099,205.72205997774043,,,,0.22536105396670705,0.28799469642231973,78.25180698335994,0.3203599281931337,70.34620566865804,0.4310423168887664,52.28281427061444,0.04844728824795715,465.1675297351854,,,,0.0,0.29879552175435203,80.62185097246179,0.5226482133945132,46.09113244578294,0.16466416882062437,146.29441364599475,0.08425388643490826,285.9149772839148,,,0.0
