Node,fill_ratio
0.0,0.0
291.0,0.9144119459249598
120.0,0.8117256516091853
204.0,0.9499414277052834
51.0,0.5011097518201304
197.0,0.584513312705092
92.0,0.7388808053599347
214.0,0.817450232408023
209.0,0.8847304625774871
166.0,0.6569770802926297
134.0,0.7505866024867228
25.0,0.7733748960382222
242.0,0.631145784577858
299.0,0.4331561635867424
115.0,0.03927147394601494
219.0,0.4114017910776815
0.0,9.898677382115967
