Ward,x,y,fill_ratio,distance_from_0,fill_p_m,fill_ratio_0,distance_from_0_0.37157310851620007,fill_per_m_0,fill_ratio_1,distance_from_34,fill_per_m_1,fill_ratio_2,distance_from_53,fill_per_m_2,fill_ratio_3,distance_from_141,fill_per_m_3,fill_ratio_4,distance_from_179,fill_per_m_4,fill_ratio_5,distance_from_51,fill_per_m_5
1,76.728938,30.692466,0.9666548190436696,0.5566675497208567,173.65029082949107,0.9666548190436696,1.0,0.9666548190436696,0.9675773799723835,0.6739490614259276,1.4356832516766225,0.9683797351886554,0.5923151493786905,1.6349062424022722,0.9709649907969473,0.3087247730677712,3.145082855348966,0.972101525641905,0.3919097558826121,2.480421860008702,0.0,0.3957786198995329,0.0
1,76.733428,30.670581,0.9132405525564713,0.5077954061558688,179.84419344592303,0.9132405525564713,0.960961072479645,0.9503408397178498,0.9198163785049541,0.7655529044776397,1.2015059614104306,0.9201960477709316,0.6795465728370764,1.3541324238148305,0.9267347538620979,0.5410674663225423,1.7127896455516154,0.9267347538620979,0.0835182382813588,11.096196147482008,0.9340177734509874,0.5047580143529564,1.8504268320499957
1,76.708514,30.719551,0.9148643902204485,0.7271804079710359,125.80982383354973,0.9148643902204485,1.0,0.9148643902204485,0.9193956040507367,0.37266489910745004,2.467083984171121,0.9240863256207456,0.2011711766412327,4.593532438639332,0.9292866396716314,0.20789734663725232,4.469930255017099,0.933138959395753,0.6041746780276198,1.5444853836676262,0.933138959395753,0.3846870003440669,2.4257096251267827
1,76.733171,30.68394,0.8960912999234932,0.5289543657217988,169.40805445488817,0.8960912999234932,1.0,0.8960912999234932,0.9046363722945531,0.676231902876063,1.3377605647516324,0.913710216122995,0.5903209949824245,1.5478192777985114,0.913710216122995,0.4144925385592788,2.204406909950492,0.9222819628191505,0.27861919292160153,3.3101881932400263,0.9278008052891199,0.41570751523358157,2.2318595918762707
1,76.705889,30.715948,0.8971102599525771,0.7375268595649487,121.63763913381585,0.8971102599525771,1.0,0.8971102599525771,0.9061774134411797,0.30840251170710936,2.9382945308233377,0.9132074494122119,0.1414830779054917,6.454534796184029,0.9132074494122119,0.1681766177096637,5.430050038161385,0.9192514730300124,0.539438324819072,1.7040900335331757,0.9243526496012267,0.32302309493401443,2.8615683030033776
1,76.707739,30.67142,0.8985541885270792,0.6795052934192839,132.2365251940183,0.8985541885270792,1.0,0.8985541885270792,0.9065378732900907,0.31690359471225693,2.860610887400036,0.9081196973298463,0.4235320448490712,2.144158177342783,0.9135097910841299,0.3701564519273116,2.4679018461726496,0.9135097910841299,0.30460836479939934,2.998964889508941,0.9202431774847087,0.17019110671508714,5.407116712774339
1,76.70779,30.689305,0.8948273504276488,0.7031515222873066,127.25953397879779,0.8948273504276488,1.0,0.8948273504276488,0.8971247233269882,0.231334900822583,3.878034486525738,0.9004862352034588,0.2827759909020505,3.1844508168141266,0.9004862352034588,0.1777728163874722,5.065376436635657,0.9048762732450566,0.27895261949779876,3.243835009952997,0.9070287579258639,0.05506910674043634,16.470736709078444
1,76.698487,30.722642,0.877339353380981,0.8556108282067131,102.53953368259833,0.877339353380981,1.0,0.877339353380981,0.8818914330456507,0.3188709104044586,2.7656691290122764,0.8880767596375316,0.17322798527573594,5.126635619665806,0.8972547767430641,0.20917284955792806,4.289537474100239,0.8972547767430641,0.5180269027441717,1.732062122623339,0.8972547767430641,0.3314794215795328,2.7068189405772305
1,76.724498,30.659777,0.8511366715168569,0.5884673122773968,144.6361851812834,0.8511366715168569,1.0,0.8511366715168569,0.8613270277964218,0.7617630385487528,1.130702048024475,0.8720703501283997,0.6845404828598106,1.273950002905809,0.8818115223861096,0.5601824062958516,1.574150691766629,0.8901166152770518,0.2038315326130452,4.366923036225478,0.8901166152770518,0.5275860344137655,1.6871496916443536
1,76.68913,30.720583,0.8661761457749352,0.8442292408677479,102.59963808936882,0.8661761457749352,1.0,0.8661761457749352,0.8725434016775652,0.2903954999244564,3.0046725996255073,0.8740432664779868,0.1414060411654638,6.181088582030526,0.8740891991550751,0.24085631602803254,3.6290897974763614,0.8772806494114119,0.4288669618679033,2.045577597282082,0.8887726590982584,0.28309101263321834,3.1395297605218584
1,76.734448,30.696438,0.8607305832563434,0.523082055357686,164.54982051865107,0.8607305832563434,1.0,0.8607305832563434,0.8607305832563434,0.6851928271308524,1.256187381383618,0.860877750958889,0.5983174519807923,1.4388310889292355,0.8738164934944483,0.3471638655462185,2.51701452891593,0.8738164934944483,0.4663209033613446,1.873852291835483,0.882514121735828,0.38916191476590634,2.2677299300130365
1,76.708249,30.663889,0.835302495589238,0.7452683012980896,112.08077602848921,0.835302495589238,1.0,0.835302495589238,0.8515128436150371,0.3891346419684822,2.188221637908056,0.8578040985967905,0.4863541214107982,1.763743866523643,0.8611028300019671,0.425740879708256,2.0225984185311217,0.8640222416088447,0.2844306647181958,3.0377253537866196,0.8771815479654073,0.2553681688323657,3.4349682342016004
1,76.748676,30.682277,0.8101133946791808,0.42779560239013337,189.36926657333612,0.8101133946791808,0.7154366821183903,1.1323341602788035,0.8163837394922695,0.7928128974032901,1.029730649143299,0.8343625851269892,0.7168150305615949,1.1639858953198856,0.8343625851269892,0.4569307133773639,1.8260155439319679,0.8467905663910175,0.3077655166755548,2.7514146988848682,0.8544165171816734,0.5623497559174632,1.5193685214421562
1,76.697373,30.717857,0.8287375091519293,0.8021173677135766,103.31873395463722,0.8287375091519293,1.0,0.8287375091519293,0.8287375091519293,0.30014311751538203,2.7611411383086515,0.8324045172697224,0.14478721972819905,5.749157410663378,0.8438383716129445,0.15132536605056818,5.576318059795476,0.8438383716129445,0.4358784602023216,1.9359487762282637,0.8489296069329545,0.3135924942814155,2.7071107326029673
1,76.691224,30.694111,0.8083973481164611,0.8018230163168791,100.81992305855483,0.8083973481164611,1.0,0.8083973481164611,0.811024281558134,0.09630327577978733,8.421564842847811,0.8157212600148774,0.1671602158563894,4.879876804632027,0.8157212600148774,0.18095104073616328,4.507966667095574,0.8322224134295286,0.3767513858127042,2.2089432043741826,0.8486745514237266,0.12420308121535467,6.8329589179210215
1,76.71782,30.664171,0.8074401551640625,0.7499681119320245,107.66326491988863,0.8074401551640625,1.0,0.8074401551640625,0.8102493962306679,0.392962740070124,2.061898784821379,0.8257730787911484,0.48956643466429434,1.686743657900889,0.8272225366093365,0.4285807734575331,1.9301438324817988,0.833820419878499,0.18325134753257627,4.550146185038406,0.8359982987199314,0.2600345386990423,3.2149509942119483
1,76.6847,30.693087,0.7712703466859457,0.8426838960350866,91.52546409333928,0.7712703466859457,1.0,0.7712703466859457,0.7893796256992601,0.06315385018425695,12.499311180492956,0.8008152576149796,0.18715033387475186,4.278994544305306,0.8067645868520347,0.2289094201000169,3.524383515975606,0.8234444232406345,0.4260265120421957,1.9328478391952204,0.829180477459503,0.1589965710160621,5.2150840245211185
1,76.698059,30.669402,0.7982951789667752,0.7646611524838353,104.39855305499529,0.7982951789667752,1.0,0.7982951789667752,0.8113802120404734,0.31353012504250416,2.5878859708631747,0.8167354560127459,0.4082775699795338,2.0004416506488156,0.826272033707715,0.3495031020036313,2.3641336199045524,0.826272033707715,0.3941886351825595,2.0961335765680964,0.826272033707715,0.18315615236066646,4.511298272310509
1,76.717864,30.65906,0.795792669436101,0.6315652626105045,126.00323617337358,0.795792669436101,1.0,0.795792669436101,0.8059733213131348,0.5132246362739539,1.5704104291729963,0.8059733213131348,0.627939131718154,1.2835214125099155,0.8180395137479737,0.5564212308815647,1.4701802669389783,0.8251462007548973,0.2581619891717222,3.1962342845368803,0.8251462007548973,0.35537568841902484,2.3218982829854253
