Ward,x,y,fill_ratio_0,distance_from_0_0_0,fill_per_m_0_0_0_0,fill_ratio_1,distance_from_179_0_0,fill_per_m_1_179_0_0,fill_ratio_2,distance_from_298_0_0,fill_per_m_2_298_0_0
1,76.724151,30.674408,0.5311987942415115,11737.5,0.004525655329001163,0.5501690890245527,2313.8,0.02377772880216755,0.0,355.4,0.0
1,76.717988,30.674171,0.22012942083576414,13034.8,0.0016887824963617713,0.2738067172867405,2423.3,0.011298919543050404,0.0,397.3,0.0
1,76.719086,30.677919,0.4594387466183786,12988.3,0.0035373277997765577,0.47540568295999774,1924.5,0.02470281543050131,0.0,760.8,0.0
1,76.720789,30.68214,0.8933416418276082,12427.0,0.007188715231573253,0.8946323755937549,4078.5,0.021935328566721955,0.0,1373.1,0.0
1,76.707739,30.67142,0.831435619292711,13850.9,0.006002755194916655,0.8359840501875233,4219.1,0.019814274375756044,0.0,1602.1,0.0
1,76.726498,30.678517,0.649044467268214,12206.4,0.005317247241350553,0.6655047882015689,1631.7,0.04078597709147324,0.0,1545.2,0.0
1,76.733171,30.68394,0.9597268380389613,10782.1,0.008901112381066409,0.9597268380389613,3004.1,0.03194723338234284,0.0,2266.9,0.0
1,76.70228,30.670065,0.9905652127567347,14986.2,0.006609849146259457,0.9910838143948473,5354.4,0.018509708172621535,0.9910838143948473,2730.4,0.03629811801914911
1,76.704665,30.674897,0.8789923077586501,14694.5,0.005981777588612407,0.8819372684967245,4148.7,0.021258159628238352,0.8841725945070877,2465.8,0.03585743347015523
1,76.705985,30.680949,0.6577784072381785,14159.6,0.004645458962387204,0.6852564001572886,4717.0,0.014527377573824225,0.7058344833661448,2134.2,0.03307255568204221
1,76.737219,30.685932,0.9599281205835015,10667.0,0.00899904491031688,0.9616816569855648,2979.6,0.0322755288288886,0.9623275860152115,2952.2,0.03259696450156533
1,76.704947,30.690631,0.9699255735659434,14243.4,0.0068096491958798,0.9723205378100169,3908.8,0.02487516725874992,0.974373415262723,3171.6,0.030721825427630314
1,76.700611,30.666119,0.7332048049529766,15260.8,0.004804497830736112,0.7548496017557775,4078.4,0.018508473954388423,0.7548496017557775,2479.4,0.030444849631192122
1,76.739442,30.680772,0.8403615053853187,9883.3,0.00850284323439862,0.8551716838403193,2847.2,0.03003553258781678,0.8551716838403193,2819.8,0.030327387894188214
1,76.728938,30.692466,0.8434404436647402,11347.0,0.007433158047631446,0.8460114170770202,4447.0,0.019024317901439627,0.8531647790481546,3009.0,0.028353764674249073
1,76.743765,30.680904,0.7546825208681412,9273.4,0.008138142653914866,0.7602263712350652,2999.3,0.025346793292937188,0.7829090091067143,2971.8,0.02634460626915386
1,76.738465,30.69128,0.9173031454640506,10552.5,0.008692756649742246,0.9231932197642722,4225.5,0.02184814151613471,0.9292250996256171,3693.8,0.025156345758449754
1,76.711141,30.68668,0.7809331797904943,13649.9,0.0057211641095575375,0.7895573187701723,4207.3,0.018766366048776465,0.7895573187701723,3185.6,0.02478519960981204
1,76.732203,30.688969,0.5959415957307044,11190.6,0.005325376617256486,0.6296503904838546,3071.4,0.020500435973297343,0.6502748135266184,2692.6,0.02415044245437935
1,76.703663,30.693716,0.8883077474377054,14997.3,0.005923117810790645,0.8979285016730495,5670.5,0.015835085119002723,0.905318567894831,3862.9,0.023436241370339148
1,76.708931,30.698582,0.8328430928668374,14022.3,0.00593941858943852,0.8471753742564577,5530.2,0.015319072985723079,0.8610751645778312,3757.3,0.02291739186590986
1,76.734448,30.696438,0.9334727919475578,10662.4,0.008754809348247653,0.9352393261955576,4972.1,0.018809744900455696,0.9413736322492328,4234.9,0.022228945955022145
1,76.736689,30.682809,0.6827795001941304,10121.1,0.006746099734160619,0.7015798474437795,2732.9,0.025671625286098267,0.7083380102276761,3247.8,0.02180977924218474
1,76.726352,30.694305,0.6946720036441995,11728.2,0.005923091383538816,0.6946720036441995,3660.8,0.018975961638008073,0.7014400213516393,3282.0,0.02137233459328578
1,76.710479,30.655046,0.7969115657426298,16093.5,0.00495176043584447,0.7969115657426298,5360.3,0.014866920988426575,0.7985539367486132,3761.2,0.021231360649489876
1,76.714146,30.697422,0.7640555898524384,13424.9,0.005691331703420051,0.7749246934046518,4436.7,0.017466240525720735,0.7820850711074357,3699.5,0.021140291150356417
1,76.698059,30.669402,0.6859292207082196,15586.7,0.0044007340919387655,0.7158681702482113,6144.1,0.011651310529584662,0.7213449340652442,3489.5,0.020671870871621846
1,76.711345,30.704868,0.9755431937239534,14094.6,0.006921396802491404,0.9755431937239534,6521.0,0.01496002443987047,0.9776737981281742,4748.2,0.02059040895767184
1,76.720277,30.692391,0.6073563834777438,13116.6,0.0046304406894907505,0.614773965457873,3815.8,0.016111273270555924,0.0,3078.6,0.0
1,76.716966,30.691124,0.6167123307671348,13365.3,0.004614279745064719,0.6191606107988193,5450.7,0.011359286161388801,0.6191606107988193,3161.8,0.019582535606262868
1,76.686186,30.684043,0.9128959803062341,17593.4,0.00518885479956253,0.9206407903342635,8266.7,0.011136738847838478,0.9283999268516456,4768.5,0.019469433298765767
1,76.744026,30.670257,0.5762294117779343,9815.4,0.005870666623651958,0.5994409136751891,2585.3,0.0231865127325722,0.6385813578464975,3319.2,0.01923901415541388
1,76.698191,30.688447,0.5961627979106775,15279.8,0.0039016400601492003,0.6178826900785204,5873.2,0.010520375435512505,0.6251703264458991,3290.4,0.018999827572510914
1,76.699339,30.676933,0.4704322476632413,15111.9,0.0031129920636269516,0.4921921815754312,4697.7,0.010477301266054265,0.5335384475799625,3014.8,0.017697308198884255
1,76.70499,30.708699,0.8697592495676884,14880.6,0.005844920564813841,0.8816795587887637,5885.9,0.014979519848940073,0.8816795587887637,5148.7,0.017124314075179437
1,76.696883,30.70069,0.7845101356775531,16160.7,0.004854431650099024,0.7919882378869039,6833.9,0.011589110725748166,0.7988131761034327,4727.7,0.016896443854378086
1,76.711957,30.701618,0.6899911963543062,13813.6,0.004995013583383811,0.7071328463376166,5117.6,0.013817665435704559,0.7164709685099525,4380.4,0.016356290943976635
1,76.708249,30.663889,0.39133283646619266,15191.4,0.0025760156171662435,0.43294927865019894,4320.9,0.010019886566460667,0.43294927865019894,2721.9,0.015906141983548217
1,76.689434,30.707174,0.8889916385563323,17028.0,0.00522076367486688,0.8889916385563323,6609.2,0.013450820652368401,0.8889916385563323,5872.0,0.015139503381408929
1,76.699239,30.704057,0.8363692930100863,15489.9,0.00539944927346262,0.842503027251538,6428.8,0.013105136685719544,0.8540014901134234,5691.5,0.01500485794805277
1,76.704678,30.658433,0.6269162793138956,16279.3,0.003851002680176025,0.6386568126369763,6034.8,0.010582899394130315,0.6600644250283663,4435.8,0.014880391925433207
1,76.724498,30.659777,0.4424709269935184,11995.2,0.0036887332182332796,0.45104265951031464,2445.0,0.018447552536209187,0.46267954069940675,3125.7,0.01480242955815999
1,76.700597,30.661634,0.42068223704092844,15227.1,0.0027627206562045857,0.4321759437045361,5595.4,0.007723772093229012,0.4678841605460016,3301.8,0.0141705784888849
1,76.69194,30.709532,0.7549317330722383,16763.7,0.004503371768000133,0.7604891352154037,7295.6,0.010423942310644823,0.7797216664768527,5607.7,0.013904482523616682
1,76.695929,30.704942,0.7743985370172556,16767.0,0.004618587326398613,0.7764492295328738,6505.5,0.011935273684311333,0.7820133721106699,5768.2,0.013557320691215109
1,76.673781,30.709807,0.9880679419611499,19177.6,0.005152198095492397,0.9888775789255102,8854.7,0.01116782701757835,0.9894133262869587,7445.2,0.013289278008474703
