Ward,x,y,fill_ratio_0,distance_from_0_0_0,fill_per_m_0_0_0_0,fill_ratio_1,distance_from_108_0_0,fill_per_m_1_108_0_0,fill_ratio_2,distance_from_14_0_0,fill_per_m_2_14_0_0,fill_ratio_3,distance_from_208_0_0,fill_per_m_3_208_0_0
2,76.752546,30.683652,0.8941908746641183,0.6980586140878259,128.09681832127868,0.9043234240394222,0.10002339019171294,904.1119505208958,0.9108316105182146,0.042353573068360004,2150.5425505614453,0.0,0.24500792667608048,0.0
2,76.756494,30.708804,0.8398613028667203,1.0,83.98613028667204,0.8530898422719819,0.3331951883023038,256.03306176738187,0.8530898422719819,0.5002444104395137,170.5346075776157,0.0,0.2658441724049987,0.0
2,76.737422,30.69957,0.9877855202148873,1.0,98.77855202148874,0.9882732638330399,0.15054277195933036,656.4734068401673,0.9883726971931633,0.29362242947786865,336.6134865618842,0.9892280749724713,0.32838659123920194,301.238875570258
2,76.760074,30.707197,0.6618391898493786,0.9372924540832962,70.61181245683662,0.6618391898493786,0.3665849564681874,180.54183025560508,0.6878513021353341,0.5511332761764458,124.80670862543198,0.7012629835978482,0.24370569838068906,287.7499329139263
2,76.7537,30.695318,0.4110284698067047,0.8394026248302912,48.966783954220496,0.4110284698067047,0.16189470508372303,253.8862957835115,0.4318339720675445,0.24536631970634085,175.99561854470156,0.0,0.1621360687886559,0.0
2,76.750081,30.70896,0.6951445540475938,1.0,69.51445540475937,0.7044328635298066,0.39757137470633164,177.18399974096224,0.7080206471319815,0.5453191921340385,129.83600382030042,0.7080206471319815,0.25542138389102126,277.1970914675129
2,76.764624,30.706718,0.623859324676573,0.7436967398952389,83.88625244806816,0.6505180956006671,0.2717144867484951,239.4123711934436,0.6735944807967953,0.42106754749433195,159.973022097093,0.6869740026313202,0.2825424126338832,243.14013468891028
2,76.742851,30.7107,0.5502265421562618,1.0,55.022654215626176,0.5699946113521782,0.3605234228848045,158.1019637479434,0.6116401506732309,0.5464986210487743,111.91979761988141,0.6399713212494391,0.2993963472257044,213.7538841671262
2,76.757658,30.722922,0.9912559937021883,0.8721176244310046,113.66081431377025,0.9917245217669458,0.6509734361977219,152.34485258868946,0.9919668460060336,0.8142777765905156,121.8216773837946,0.9919668460060336,0.5516957664607954,179.8032369125538
2,76.735379,30.734311,0.8800790875614583,1.0,88.00790875614582,0.8875571840303489,0.5129515859244322,173.02942585328188,0.8962673843943618,0.6324078850693304,141.72299326977947,0.8981810048198299,0.5145930059872752,174.54201560641496
2,76.730468,30.707526,0.6924361513243696,1.0,69.24361513243696,0.7048303647964703,0.24619015101091737,286.2951104673616,0.706958075512532,0.37561696646987125,188.21249800206724,0.706958075512532,0.4111179302773864,171.9599227977088
