Ward,x,y,fill_ratio_0,distance_from_0_0_0,fill_per_m_0_0_0_0,distance_from_0_1_0,fill_per_m_0_0_1_0,distance_from_0_2_0,fill_per_m_0_0_2_0,fill_per_m_0_0_1_1,fill_per_m_0_0_2_2,fill_ratio_1,distance_from_277_0_0,fill_per_m_1_277_0_0,distance_from_215_1_0,fill_per_m_1_215_1_0,distance_from_69_2_0,fill_per_m_1_69_2_0,fill_per_m_1_215_1_1,fill_per_m_1_69_2_2,fill_ratio_2,distance_from_154_0_0,fill_per_m_2_154_0_0,distance_from_191_1_0,fill_per_m_2_191_1_0,distance_from_196_2_0,fill_per_m_2_196_2_0,fill_per_m_2_191_1_1,fill_per_m_2_196_2_2,fill_ratio_3,distance_from_36_0_0,fill_per_m_3_36_0_0,distance_from_82_1_0,fill_per_m_3_82_1_0,distance_from_64_2_0,fill_per_m_3_64_2_0,fill_per_m_3_82_1_1,fill_per_m_3_64_2_2,fill_ratio_4,distance_from_246_1_0,fill_per_m_4_246_1_0,distance_from_63_2_0,fill_per_m_4_63_2_0,fill_per_m_4_246_1_1,fill_per_m_4_63_2_2,fill_ratio_5,distance_from_161_2_0,fill_per_m_5_161_2_0,fill_per_m_5_161_2_2,fill_ratio_6,distance_from_76_2_0,fill_per_m_6_76_2_0
1,76.683038,30.698,0.14991742734877378,1.0,14.991742734877377,1.0,14.991742734877377,1.0,14.991742734877377,,,0.19038564241007994,0.3205652438597342,59.39060645432437,0.23811140023381228,79.95654228362511,0.20835151573922928,91.37713336742159,,,0.19038564241007994,0.18513729736718762,102.83483939623636,0.13120424094516187,145.10631747769003,0.09821731611526836,193.8412185755945,,,0.2527589330751765,0.1411708930659038,179.04465119249423,0.1970865051530285,128.24771177454332,0.2767873978418157,91.31880101695543,,,0.301832993665225,0.17165268641679998,175.8393649210514,0.20605649206169627,146.48070082395262,,,0.3631680516104526,0.2512296693765186,144.55619533780927,,0.3904371711177259,0.13210393332579098,295.55302502223066
1,76.695929,30.704942,0.3769444294249076,1.0,37.69444294249076,1.0,37.69444294249076,1.0,37.69444294249076,,,0.3769444294249076,0.339112542494185,111.15614499318359,0.1578696248583527,238.7694464740244,0.22064770084093754,170.8354213473734,,,0.43912127008837715,0.20613109083318423,213.03010056049476,0.13262956998866823,331.0885122570294,0.09943341086658317,441.6234606269086,,,0.4737233887310649,0.11598377765849585,408.43935099777684,0.3102701735551977,152.68093072013852,0.2960577324506471,160.01047660865765,,,0.519418539911496,0.18015148804198722,288.3232026317968,0.21810699588477367,238.1485003745161,,,0.5433118373121287,0.2734955567483748,198.6547217701215,,0.5718027541883528,0.2383312458996839,239.9193408442259
1,76.699339,30.676933,0.9295291442478258,1.0,92.95291442478259,1.0,92.95291442478259,1.0,92.95291442478259,,,0.9360183957958748,0.0500201827698701,1871.2814387389444,0.2878393848556436,325.18774186003213,0.4648323506640462,201.3668787163169,,,0.9400229492280715,0.18497343153408904,508.19349645618337,0.4046612272447541,232.2987442183362,0.3441526214440276,273.14130146207685,,,0.9400229492280715,0.20789576426524792,452.1607030091891,0.48270568227688115,194.74039435253056,0.5462383949073247,172.09023715507158,,,0.9412197459991247,0.419781761393339,224.21644591585627,0.46201338018382865,203.72131768664937,,,0.9412197459991247,0.5233491486841496,179.8454718739148,,0.9412197459991247,0.403073074861533,233.51094496263747
1,76.711141,30.68668,0.9321182824836124,1.0,93.21182824836124,1.0,93.21182824836124,1.0,93.21182824836124,,,0.9321182824836124,0.208521674151459,447.0126600875895,0.14571535322603096,639.6843310242866,0.34167283276800564,272.81018362865177,,,0.9321182824836124,0.20249232595110586,460.3227693224697,0.28128411197151626,331.37964172608577,0.31053707353167426,300.16328545987216,,,0.9321182824836124,0.196624151092682,474.06093163206754,0.5535132125510077,168.40036720852717,0.43988600649089005,211.89996242876992,,,0.9333545301743578,0.2794892270273042,333.9500917805234,0.3385519307833757,275.6902103658566,,,0.9333545301743578,0.40921911515835285,228.08185043193393,,0.9378034478413918,0.4651462648078008,201.61474331711418
1,76.680322,30.696429,0.28863055324025577,1.0,28.863055324025577,1.0,28.863055324025577,1.0,28.863055324025577,,,0.329642173863701,0.2737191730565653,120.43079415396996,0.2059573085690921,160.05364225912697,0.26494228087175203,124.42037291256942,,,0.329642173863701,0.14882629370942715,221.49457978662295,0.18747934601791225,175.82852771003698,0.1531839338624487,215.1936992032746,,,0.329642173863701,0.08816099744030649,373.9093061950672,0.26671222211642404,123.59470115314288,0.35580859989806035,92.6459264779277,,,0.329642173863701,0.22688294303141643,145.2917391934816,0.2748673944336468,119.92771079411416,,,0.34556613058213603,0.3145454443616729,109.86206819285377,,0.40408500999259434,0.20289911895013357,199.15562575306504
1,76.717025,30.708136,0.741120649290059,1.0,74.11206492900591,1.0,74.11206492900591,1.0,74.11206492900591,,,0.756533937960683,0.4956910657794262,152.62206446491157,0.16839387658630595,449.2645179843823,0.24351841751209047,310.6680577550656,,,0.756533937960683,0.35505617977528087,213.07443189398984,0.2661575942692993,284.2428524489964,0.2951965383076979,256.28143957843787,,,0.7737755249275455,0.3084760554161667,250.8381157440699,0.5421766481218865,142.71649795466539,0.22144649285480528,349.41873088723196,,,0.7751408367795749,0.17136104141667577,452.3436776360202,0.25735791425766336,301.1917620701239,,,0.7907151659838074,0.3987200465437621,198.31337120819214,,0.8029919914686248,0.45445620159266936,176.69293292829772
1,76.706071,30.686267,0.4811401018548175,1.0,48.114010185481746,1.0,48.114010185481746,1.0,48.114010185481746,,,0.5113917903487317,0.18759357701130477,272.60623657595386,0.14781390365516955,345.97001885677935,0.3314240189008393,154.3013665831317,,,0.5474306671337127,0.17387810606997153,314.8358810127695,0.2690622381560693,203.45875024505523,0.29648631200120873,184.63944032987294,,,0.5925574641158132,0.15084270820455764,392.8313613358404,0.4407906484801033,134.4305887974301,0.4401725251026771,134.61936634450092,,,0.5925574641158132,0.28475570390516614,208.09327293164813,0.34359418139860715,172.45852700525833,,,0.5925574641158132,0.3922404912020439,151.06993729787717,,0.6208806101065366,0.35794837982994737,173.4553486180052
1,76.710479,30.655046,0.8165994394715771,1.0,81.65994394715771,1.0,81.65994394715771,1.0,81.65994394715771,,,0.8165994394715771,0.27232733712368346,299.8595176292201,0.41170037592816977,198.34799461394005,0.5854102588001366,139.49182256308396,,,0.8218674186790749,0.3532233510423463,232.67641175301148,0.521396837232423,157.62800231807142,0.4645975083108087,176.8988003545766,,,0.8299080922609365,0.3444309814521391,240.95047685954398,0.6026594587877093,137.70763574014973,0.6618510578805108,125.39197186125318,,,0.8405042497265365,0.5355951160406376,156.9290354885843,0.5827694410786963,144.2258619756687,,,0.8533890491880659,0.6328455587659615,134.84949643198266,,0.8635409214402882,0.5277099450088546,163.63931163468948
1,76.700597,30.661634,0.7624586857406905,1.0,76.24586857406905,1.0,76.24586857406905,1.0,76.24586857406905,,,0.7624586857406905,0.1102048321742157,691.8559474192282,0.4049556383027628,188.282027368796,0.5618272684884187,135.71051611504464,,,0.7680078349612462,0.31021008596515426,247.57668100047403,0.5076869528669281,151.2758660872169,0.4425465124679026,173.5428510504755,,,0.7731295170058095,0.30713661826611766,251.72170005985203,0.5800579230450973,133.2848817833838,0.6426174386455727,120.30945170665045,,,0.7893694725534819,0.5358998102068023,147.29795710300144,0.5590296248136546,141.2035136450252,,,0.8061738635197945,0.6223772090549087,129.53139218320422,,0.8061738635197945,0.5008438901695004,160.96310234451727
1,76.722183,30.687605,0.8418287767582721,1.0,84.1828776758272,1.0,84.1828776758272,1.0,84.1828776758272,,,0.8489815632465116,0.27823619793995463,305.12980321479523,0.22832846911151397,371.8246640684457,0.4428121976798068,191.72497227829348,,,0.8621216604222606,0.38323835228889414,224.95704181829194,0.3718487565748291,231.84739633485134,0.4043103238027104,213.2326605745903,,,0.8639152679013729,0.36057297552171824,239.59512402485555,0.6778882502621801,127.44213630598331,0.4469989512791954,193.27008831431723,,,0.8714729179060419,0.39042493516629134,223.2113882620895,0.43934898013934165,198.35551174595875,,,0.8801679470531872,0.5176534668758688,170.0303394788715,,0.8813149142216745,0.5798287902314502,151.99571478157893
