Ward,x,y,fill_ratio_0,distance_from_0_0_0,fill_per_m_0_0_0_0,distance_from_0_1_0,fill_per_m_0_0_1_0,distance_from_0_2_0,fill_per_m_0_0_2_0,distance_from_0_3_0,fill_per_m_0_0_3_0,distance_from_0_4_0,fill_per_m_0_0_4_0,distance_from_0_5_0,fill_per_m_0_0_5_0,distance_from_0_6_0,fill_per_m_0_0_6_0,fill_per_m_0_0_1_1,fill_per_m_0_0_2_2,fill_per_m_0_0_3_3,fill_per_m_0_0_4_4,fill_per_m_0_0_5_5,fill_per_m_0_0_6_6,fill_ratio_1,distance_from_229_0_0,fill_per_m_1_229_0_0,distance_from_288_1_0,fill_per_m_1_288_1_0,distance_from_65_2_0,fill_per_m_1_65_2_0,distance_from_70_3_0,fill_per_m_1_70_3_0,distance_from_201_4_0,fill_per_m_1_201_4_0,distance_from_20_5_0,fill_per_m_1_20_5_0,distance_from_183_6_0,fill_per_m_1_183_6_0,fill_per_m_1_288_1_1,fill_per_m_1_65_2_2,fill_per_m_1_70_3_3,fill_per_m_1_201_4_4,fill_per_m_1_20_5_5,fill_per_m_1_183_6_6,fill_ratio_2,distance_from_33_0_0,fill_per_m_2_33_0_0,distance_from_186_1_0,fill_per_m_2_186_1_0,distance_from_73_2_0,fill_per_m_2_73_2_0,distance_from_245_3_0,fill_per_m_2_245_3_0,distance_from_157_4_0,fill_per_m_2_157_4_0,distance_from_28_5_0,fill_per_m_2_28_5_0,distance_from_234_6_0,fill_per_m_2_234_6_0,fill_per_m_2_186_1_1,fill_per_m_2_73_2_2,fill_per_m_2_245_3_3,fill_per_m_2_157_4_4,fill_per_m_2_28_5_5,fill_per_m_2_234_6_6,fill_ratio_3,distance_from_114_6_0,fill_per_m_3_114_6_0,fill_per_m_3_114_6_6
2,76.727572,30.739281,1.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,,,,,,,1.0,0.6499231317259739,153.8643496722976,0.46089467171622484,216.96931237593154,0.39802767257864935,251.23881300047105,0.37981176647043385,263.2883149705801,0.1981851587986051,504.5786506224695,0.30637819190820803,326.3939883487541,0.4259027335108178,234.795393717425,,,,,,,1.0,0.5926806404439612,168.72493072338702,0.3714050020623195,269.2478546188794,0.34622970490082117,288.8255934846647,0.45968727736323073,217.53919441408226,0.30113615058682364,332.0757066367825,0.18371892459409803,544.3097395705771,0.14297498968840228,699.4230264883294,,,,,,,0.0,0.09320184483857662,1072.940135178629,0.0
2,76.739675,30.751624,1.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,,,,,,,1.0,0.8951767202393377,111.70978616743254,0.6759636123286719,147.93695722097135,0.3469004383218535,288.2671480144404,0.5843682599318166,171.12496837468188,0.37130383357684543,269.32121609593855,0.3691470117581577,270.8947839607972,0.6353753565713491,157.3872813381149,,,,,,,1.0,0.8804007514088917,113.58463726884779,0.5721839560286649,174.76896887159532,0.3793658248104084,263.59780839503907,0.6745634175189591,148.24403073590844,0.49069435747582274,203.7928467619014,0.2728379600640089,366.5179140634961,0.14582898490224727,685.7347328244275,,,,,,,1.0,0.1377495999443401,725.9549213965527,
2,76.735219,30.742392,1.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,,,,,,,1.0,0.7351089262264722,136.0342616342983,0.522930064985353,191.23016000772674,0.3670830667699249,272.41790497156484,0.500648169972053,199.7410676754939,0.22804639886864875,438.5072533313647,0.27476514360752885,363.94718299071724,0.4836526482373144,206.75995544416597,,,,,,,1.0,0.7871729687868277,127.03688257247657,0.42248055490083836,236.69728426547653,0.3985066837267248,250.9368200925202,0.5215748004983333,191.72705411468505,0.3935065153708879,254.12539842128908,0.18153809892588973,550.848557915237,0.14989561938112395,667.1309035772449,,,,,,,1.0,0.14032459005353715,712.633473305339,
2,76.724239,30.739403,1.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,,,,,,,1.0,0.6939354489152437,144.10562272949088,0.5042554952704177,198.3121670223403,0.41572915334080834,240.541225450267,0.33513436227772464,298.3877848882901,0.24063301903120693,415.57056634456023,0.30399512367650705,328.952644998391,0.4691354308547864,213.15806358474225,,,,,,,1.0,0.5912843242755123,169.12337414411894,0.4144573961335571,241.27932311714721,0.46471061879642095,215.1876801502737,0.5030364143971946,198.7927655691355,0.23935373663338022,417.79168107649264,0.18091310662442525,552.7515494363796,0.24950521871966405,400.79321993002776,,,,,,,1.0,0.1445288101921181,691.9035718004791,
2,76.714692,30.737373,1.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,,,,,,,1.0,0.6500435613607353,153.83584415584417,0.49477601356142825,202.1116571116571,0.4756292759358939,210.24778132765354,0.4032971560172084,247.95612492673536,0.12438963442225479,803.9255076555544,0.3753503481532009,266.41776274358097,0.4610750538607522,216.88442947121723,,,,,,,1.0,0.6331863278110584,157.9313949271498,0.4644586572294975,215.3044161056259,0.5195823512328878,192.46227236686468,0.4774730358553898,209.43591049251745,0.21675998027919793,461.3397725502415,0.26488684176757815,377.51969608118105,0.25130515239722556,397.9226014512228,,,,,,,1.0,0.14664307374364308,681.9278773085249,
2,76.721468,30.736991,1.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,,,,,,,1.0,0.6253194286473952,159.91826803831478,0.43915715150888496,227.70891845074922,0.426564646449726,234.43105478218712,0.34746451203119694,287.7991752752625,0.12331053634470228,810.9607091518927,0.3169027607497895,315.5542090053137,0.41064860633096506,243.51720292800485,,,,,,,1.0,0.5988567039394969,166.98485521187905,0.414348808697322,241.3425546326334,0.4746303490450376,210.69027760487987,0.437968064520894,228.32715008431703,0.199301319074137,501.7528256438762,0.19609595414998746,509.9544273285375,0.18913868742522047,528.7125619899253,,,,,,,1.0,0.16039380197639552,623.4654878666482,
2,76.746288,30.747585,1.0,0.969224927530863,103.1752250272326,0.969224927530863,103.1752250272326,0.969224927530863,103.1752250272326,0.969224927530863,103.1752250272326,0.969224927530863,103.1752250272326,0.969224927530863,103.1752250272326,0.969224927530863,103.1752250272326,,,,,,,1.0,0.955657223297554,104.64002946050452,0.801874473267455,124.70779820752104,0.27374348240829066,365.3055010487854,0.6172981283051019,161.99627929306573,0.3866749400335256,258.615156160184,0.34231364086796257,292.1297548833938,0.408272132028117,244.93467017512026,,,,,,,1.0,0.9325411893273566,107.23386928584908,0.7011678412995359,142.6192048606525,0.3083249210480009,324.33317313468706,0.7190142345129055,139.07930497056816,0.4994211730275892,200.23179913214406,0.2397455013567704,417.1089736161008,0.11193124461690913,893.4055932483867,,,,,,,1.0,0.2208803726719579,452.7337526205451,
2,76.704889,30.732946,1.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,,,,,,,1.0,0.6565205918270913,152.3181469779963,0.5018379532748707,199.26751125024455,0.5235313249832775,191.0105379142197,0.4578129890213743,218.42980080962974,0.17895957730143047,558.7854056649064,0.43241302706915496,231.2603777869236,0.5103066528385486,195.9606041656645,,,,,,,1.0,0.6666953047811333,149.9935567010309,0.5133811589844925,194.7870471090285,0.5634753579252914,177.47005009801785,0.32621676188839727,306.54464050566236,0.1787018342712316,559.5913461538461,0.33204052702312936,301.1680558892565,0.29409707093456394,340.02378766380104,,,,,,,1.0,0.2245985038630771,445.2389409546709,
2,76.750122,30.751839,1.0,0.933011161801035,107.1798538904565,0.933011161801035,107.1798538904565,0.933011161801035,107.1798538904565,0.933011161801035,107.1798538904565,0.933011161801035,107.1798538904565,0.933011161801035,107.1798538904565,0.933011161801035,107.1798538904565,,,,,,,1.0,0.9568314189371947,104.51161826508111,0.7223073732801991,138.44521556781586,0.2559460482896659,390.70734113005494,0.6274320644823919,159.3798048598238,0.4029067565861839,248.19638381668454,0.4002470382458482,249.84569639357554,0.46444993418324104,215.30845983616106,,,,,,,1.0,0.9343184809852678,107.02988545677368,0.7090718935391385,141.02942298400427,0.28961177128225474,345.2898325135421,0.720855798185982,138.72400035020573,0.5126764880898714,195.05478078891372,0.3003949005535821,332.89513176060984,0.1800313756604216,555.4587339743589,,,,,,,1.0,0.2415024253024866,414.07451653849023,
2,76.747066,30.750712,1.0,0.934209477590131,107.04237368470946,0.934209477590131,107.04237368470946,0.934209477590131,107.04237368470946,0.934209477590131,107.04237368470946,0.934209477590131,107.04237368470946,0.934209477590131,107.04237368470946,0.934209477590131,107.04237368470946,,,,,,,1.0,0.9682604344707268,103.27799881099374,0.7450384789096609,134.22125545293537,0.26916639360957856,371.51740475093766,0.6340474145183717,157.71691155930498,0.43479839530991243,229.99164918426786,0.4108963062017907,243.37040389671967,0.5626953834164312,177.71604841121203,,,,,,,1.0,0.9354935838964213,106.89544185165902,0.6393609578547454,156.40617208709622,0.30222548906738456,330.8787763354529,0.74360382220884,134.48021246442053,0.5213294485427608,191.81728613168445,0.31282600802345045,319.66651568338807,0.2052090436507585,487.30795788020026,,,,,,,1.0,0.25497923290146035,392.1888024451236,
