Node,fill_ratio
0.0,0.0
92.0,0.2322126951468173
125.0,0.645599791767223
5.0,0.3738156319483214
280.0,0.6537825624088407
242.0,0.2695767223089427
150.0,0.7802819041467254
286.0,0.23421513405151329
36.0,0.20500690604987576
284.0,0.5440647683661659
37.0,0.7728730503890773
95.0,0.43563171780270865
45.0,0.23225179988326405
128.0,0.6055084180624519
300.0,0.6307587494874918
100.0,0.6208342051389513
38.0,0.6717932617974611
115.0,0.27371505841030613
50.0,0.35931984071741624
78.0,0.5790912229394073
291.0,0.276347153991102
260.0,0.5964131162981103
0.0,9.993093711112175
