Node,fill_ratio
0.0,0.0
169.0,0.18485445552552704
58.0,0.18182496720710062
140.0,0.12203823484477883
108.0,0.17052412368729153
73.0,0.13949386065204183
183.0,0.1959828624191452
20.0,0.15599452033620265
62.0,0.18340450985343382
201.0,0.14092422497476265
57.0,0.21233911067827616
293.0,0.1195942459383017
97.0,0.19967378215835974
256.0,0.11586905952512971
14.0,0.15601864044243652
127.0,0.09767211400638387
192.0,0.2713490317738959
182.0,0.0884925020519195
155.0,0.2587799816000169
213.0,0.07455064367977082
195.0,0.28093450968738076
247.0,0.07404465173409036
229.0,0.1987156815341724
110.0,0.06505159298527952
68.0,0.2912291401980419
265.0,0.06355835028602363
79.0,0.29214464853521815
186.0,0.045227288910538066
126.0,0.3046137691733707
39.0,0.020584494295802447
0.0,4.705484998694693
