Node,fill_ratio
0.0,0.0
105.0,0.046450412719997725
65.0,0.3042422429595377
275.0,0.32518332202674705
160.0,0.31171107608941095
254.0,0.3584657285442726
264.0,0.3308980248526492
187.0,0.32533033076326434
267.0,0.3109823217156622
31.0,0.6011150117432088
163.0,0.5200680211778108
297.0,0.5612771975694962
200.0,0.5426960831582485
66.0,0.5247564316322378
292.0,0.4722149251619493
67.0,0.43194501864211576
135.0,0.4401524937396013
89.0,0.45606998421703593
4.0,0.3745401188473625
189.0,0.388677289689482
84.0,0.3663618432936917
102.0,0.5924145688620425
165.0,0.5467102793432796
147.0,0.4951769101112702
194.0,0.3567533266935893
0.0,9.984192963553962
