id,Ward,x,y,fill_ratio_0,fill_ratio_0_0,distance_from_0_0_0,fill_per_m_0_0_0_0,distance_from_0_1_0,fill_per_m_0_0_1_0,distance_from_0_2_0,fill_per_m_0_0_2_0,distance_from_0_3_0,fill_per_m_0_0_3_0,distance_from_0_4_0,fill_per_m_0_0_4_0,distance_from_0_5_0,fill_per_m_0_0_5_0,distance_from_0_6_0,fill_per_m_0_0_6_0,fill_ratio_1,fill_ratio_1_1,distance_from_74_0_0,fill_per_m_1_74_0_0,distance_from_139_1_0,fill_per_m_1_139_1_0,distance_from_55_2_0,fill_per_m_1_55_2_0,distance_from_32_3_0,fill_per_m_1_32_3_0,distance_from_159_4_0,fill_per_m_1_159_4_0,fill_per_m_1_0_5_0,fill_per_m_1_0_6_0,fill_ratio_2,fill_ratio_2_2,distance_from_2_0_0,fill_per_m_2_2_0_0,distance_from_276_1_0,fill_per_m_2_276_1_0,distance_from_190_2_0,fill_per_m_2_190_2_0,distance_from_283_3_0,fill_per_m_2_283_3_0,distance_from_93_4_0,fill_per_m_2_93_4_0,fill_per_m_2_0_5_0,fill_per_m_2_0_6_0,fill_ratio_3,fill_ratio_3_3,distance_from_90_0_0,fill_per_m_3_90_0_0,distance_from_17_1_0,fill_per_m_3_17_1_0,distance_from_87_2_0,fill_per_m_3_87_2_0,distance_from_72_3_0,fill_per_m_3_72_3_0,distance_from_27_4_0,fill_per_m_3_27_4_0,fill_per_m_3_0_5_0,fill_per_m_3_0_6_0,fill_ratio_4,fill_ratio_4_4,distance_from_230_3_0,fill_per_m_4_230_3_0,distance_from_35_4_0,fill_per_m_4_35_4_0,fill_per_m_4_0_5_0,fill_per_m_4_0_6_0,fill_ratio_5,fill_ratio_5_5,distance_from_138_3_0,fill_per_m_5_138_3_0,distance_from_104_4_0,fill_per_m_5_104_4_0,distance_from_228_5_0,fill_per_m_5_228_5_0,fill_per_m_5_0_6_0,fill_ratio_6,fill_ratio_6_6,distance_from_40_3_0,fill_per_m_6_40_3_0,distance_from_156_4_0,fill_per_m_6_156_4_0,distance_from_113_5_0,fill_per_m_6_113_5_0,fill_per_m_6_0_6_0,fill_ratio_7,fill_ratio_7_7,distance_from_271_4_0,fill_per_m_7_271_4_0,distance_from_162_5_0,fill_per_m_7_162_5_0,fill_per_m_7_0_6_0,fill_ratio_8,fill_ratio_8_8,distance_from_56_4_0,fill_per_m_8_56_4_0,distance_from_11_5_0,fill_per_m_8_11_5_0,fill_per_m_8_0_6_0,fill_ratio_9,fill_ratio_9_9,distance_from_44_4_0,fill_per_m_9_44_4_0,distance_from_107_5_0,fill_per_m_9_107_5_0,fill_per_m_9_0_6_0,fill_ratio_10,fill_ratio_10_10,distance_from_268_4_0,fill_per_m_10_268_4_0,distance_from_85_5_0,fill_per_m_10_85_5_0,fill_per_m_10_0_6_0,fill_ratio_11,fill_ratio_11_11,fill_per_m_11_0_6_0
1,0,76.77424,30.748268,0.3745401188473625,0.3745401188473625,1.0,37.454011884736246,1.0,37.454011884736246,1.0,37.454011884736246,1.0,37.454011884736246,1.0,37.454011884736246,1.0,37.454011884736246,1.0,37.454011884736246,0.3957450721290149,0.3957450721290149,0.7648545449550861,51.741219914206546,0.42716259648930033,92.64506662837638,0.6172659762473789,64.11256854539702,0.7289966944116327,54.286264281131956,0.4863427006931664,81.37164833870725,39.57450721290149,39.57450721290149,0.41725489665526083,0.41725489665526083,0.43663983737604045,95.56042782599219,0.5168163796024138,80.73561774033837,0.45857026435550186,90.9903953850327,0.4164308802388082,100.19787591544126,0.24542849032588893,170.01078240803034,41.725489665526084,41.725489665526084,0.46163155583309246,0.46163155583309246,0.695574540559844,66.36694256542816,0.3845287476306898,120.05124679948611,0.5092712139109414,90.64552309721164,0.26678204177311393,173.03696784271906,0.49945517310844345,92.42702462366155,46.16315558330925,46.16315558330925,0.4703863386961218,0.4703863386961218,0.632603540001282,74.35720936610132,0.07612925674623887,617.8785381605095,47.03863386961218,47.03863386961218,0.0,0.5000943799830444,0.09684183537986796,0.0,0.7173859297310662,69.71064795911455,0.8596727375948868,58.17264618419358,50.00943799830444,0.0,0.0,0.17458268091457663,0.0,0.8322665714364201,0.0,0.7971321044968821,0.0,0.0,0.0,0.0,0.5699163988315982,0.0,0.517081925482332,0.0,0.0,0.0,0.0,0.4896391323059455,0.0,0.4878993489547565,0.0,0.0,0.0,0.0,0.4064591746101512,0.0,0.5964709868234304,0.0,0.0,0.0,0.0,0.8408830774020457,0.0,0.7509271213910941,0.0,0.0,0.0,0.0,0.0
177,0,76.792508,30.72101,0.2713490317738959,0.2713490317738959,0.892940177365688,30.38826549102289,0.892940177365688,30.38826549102289,0.892940177365688,30.38826549102289,0.892940177365688,30.38826549102289,0.892940177365688,30.38826549102289,0.892940177365688,30.38826549102289,0.892940177365688,30.38826549102289,0.31813072983410806,0.31813072983410806,0.5528825404780799,57.5403827292175,0.6467443511673558,49.18956451028769,0.4685711899093681,67.89378789926062,0.5017332832143007,63.40634366451385,0.06782775759094517,469.0273438681064,35.627328447986635,35.627328447986635,0.32126750862821557,0.32126750862821557,0.40912444834259143,78.52561975450402,0.5524927257792813,58.14873094936651,0.08727672667028638,368.1021514955511,0.3884781912597976,82.6989817848914,0.91181834635036,35.23371841706405,35.97861500375138,35.97861500375138,0.0,0.3882339425484266,0.4508346211140348,86.11449173736507,0.7864233109189882,49.36704407893877,0.15517409402887414,0.0,0.5286722632919851,73.43565560465301,0.42258697740466944,91.87077768765545,43.47815815542951,43.47815815542951,0.0,0.0,0.5125645630594885,0.0,0.8028929819432263,0.0,0.0,0.0,0.0,0.0,0.706664439154102,0.0,0.4815325286444194,0.0,0.697113979033538,0.0,0.0,0.0,0.0,0.8083921535869915,0.0,0.7243731640423785,0.0,0.6608612120452741,0.0,0.0,0.0,0.0,0.4087346336437929,0.0,0.4826880507872865,0.0,0.0,0.0,0.0,0.3002408497960434,0.0,0.2563588522741511,0.0,0.0,0.0,0.0,0.38807445460747053,0.0,0.43677344805023044,0.0,0.0,0.0,0.0,0.6685461303930168,0.0,0.5322502053488145,0.0,0.0,0.0,0.0,0.0
23,0,76.806562,30.739112,0.9699098521619943,0.9699098521619943,0.951190204395525,101.96802360663139,0.951190204395525,101.96802360663139,0.951190204395525,101.96802360663139,0.951190204395525,101.96802360663139,0.951190204395525,101.96802360663139,0.951190204395525,101.96802360663139,0.951190204395525,101.96802360663139,0.9699098521619943,0.9699098521619943,0.8755722714218767,110.7743910833219,0.1546484661323464,627.1706900293188,0.7030917677028634,137.94925452347098,0.7344420278535466,132.06077748527238,0.3746890808810276,258.8572503584547,101.96802360663139,101.96802360663139,0.9699098521619943,0.9699098521619943,0.6777015416781821,143.11755138703407,0.13812619410965982,702.1911074969407,0.49485105922783906,196.00035891111006,0.30924886747335406,313.63408380002073,0.671224811045289,144.4985102162072,101.96802360663139,101.96802360663139,0.0,0.9709353350529872,0.784657718604679,123.73998394861357,0.28287331322622894,0.0,0.4047776402590692,239.86881647700721,0.5852368993403106,165.9046680322862,0.08952067386837456,1084.5934163549618,102.07583410407491,102.07583410407491,0.0,0.0,0.7700340058398721,0.0,0.5897189411326468,0.0,0.0,0.0,0.0,0.0,0.6168875644368609,0.0,0.6237848619939678,0.0,1.0,0.0,0.0,0.0,0.0,0.7304166015789284,0.0,0.9640355198807993,0.0,0.9256678001946623,0.0,0.0,0.0,0.0,0.26143641628915776,0.0,0.06273656889487028,0.0,0.0,0.0,0.0,0.5356220184809123,0.0,0.5458357866403912,0.0,0.0,0.0,0.0,0.1607647108301991,0.0,0.3879429470926809,0.0,0.0,0.0,0.0,0.9753427620432342,0.0,0.806443085278956,0.0,0.0,0.0,0.0,0.0
131,0,76.789598,30.725341,0.5200680211778108,0.5200680211778108,1.0,52.00680211778108,1.0,52.00680211778108,1.0,52.00680211778108,1.0,52.00680211778108,1.0,52.00680211778108,1.0,52.00680211778108,1.0,52.00680211778108,0.5364368860547322,0.5364368860547322,0.7024508490267255,76.36646561079505,0.4219187760372256,127.14221706203534,0.4961872974882452,108.11177326993956,0.6577094550149828,81.56137667847757,0.21287792043267473,251.99273131023796,53.643688605473216,53.643688605473216,0.5810617157289896,0.5810617157289896,0.4603016054766488,126.23499653608464,0.4510317440982289,128.82945010682926,0.175932467659025,330.2754309427105,0.18230321338952907,318.73366625053904,0.699113211684167,83.1141088478659,58.10617157289896,58.10617157289896,0.0,0.5933454374914862,0.6131751406923771,96.76606211098188,0.6032962214047312,98.35059734170466,0.18101201062196995,0.0,0.3638633761298024,163.06819438728556,0.302056179501547,196.43545729493917,59.334543749148615,59.334543749148615,0.0,0.0,0.45489317124272177,0.0,0.6037956488902966,0.0,0.0,0.0,0.0,0.0,0.681316539576583,0.0,0.45245693960581773,0.0,0.7095159207737471,0.0,0.0,0.0,0.0,0.608607206373182,0.0,0.6730577143274783,0.0,0.632141203985675,0.0,0.0,0.0,0.0,0.45663507686310817,0.0,0.4154749433576145,0.0,0.0,0.0,0.0,0.23049187516749095,0.0,0.32663775671790873,0.0,0.0,0.0,0.0,0.33514020513070386,0.0,0.4066679659902064,0.0,0.0,0.0,0.0,0.6845201841791118,0.0,0.6844105537554511,0.0,0.0,0.0,0.0,0.0
72,0,76.770598,30.733668,0.5142344384136116,0.5142344384136116,1.0,51.42344384136116,1.0,51.42344384136116,1.0,51.42344384136116,1.0,51.42344384136116,1.0,51.42344384136116,1.0,51.42344384136116,1.0,51.42344384136116,0.5591528698914552,0.5591528698914552,0.7062733743515502,79.16946754574026,0.5543973941368078,100.85777382883477,0.4950778139703221,112.94242119380736,0.8639763542043672,64.7185385537984,0.4994933043792979,111.94401706471203,55.91528698914552,55.91528698914552,0.0,0.5710924319624273,0.4837374834117505,118.05833774438388,0.6725057304861864,84.92008410836252,0.4629026420557365,123.37203983676206,0.4073832790445169,0.0,0.5958137290384847,95.85083460296353,57.10924319624273,57.10924319624273,0.0,0.0,0.7539992761491132,0.0,0.5721679334057184,0.0,0.5297020147183014,0.0,0.0,,0.6532030401737242,0.0,0.0,0.0,0.0,0.0,0.5157920135118832,0.0,0.4478465436120159,0.0,0.0,0.0,0.0,0.0,0.3982024369646519,0.0,0.8038967306068283,0.0,0.8340571842200507,0.0,0.0,0.0,0.0,0.452611895282905,0.0,0.7950898781517673,0.0,0.7325612257208348,0.0,0.0,0.0,0.0,0.74092170346242,0.0,0.6642900229219447,0.0,0.0,0.0,0.0,0.38875618289299074,0.0,0.33888285679816627,0.0,0.0,0.0,0.0,0.5175654481843407,0.0,0.7758957654723126,0.0,0.0,0.0,0.0,0.8093014838943178,0.0,0.7993123416576186,0.0,0.0,0.0,0.0,0.0
137,0,76.769145,30.746104,0.9695846277645586,0.9695846277645586,1.0,96.95846277645586,1.0,96.95846277645586,1.0,96.95846277645586,1.0,96.95846277645586,1.0,96.95846277645586,1.0,96.95846277645586,1.0,96.95846277645586,0.971138084697173,0.971138084697173,0.7559620745121939,128.46386312750246,0.4933010960026376,196.86517880592353,0.5796824889350691,167.5293118619547,0.7192554775154609,135.01990809326824,0.45100958128103424,215.32537777551892,97.1138084697173,97.1138084697173,0.971138084697173,0.971138084697173,0.5573528089438611,174.24117526874977,0.5911120879999201,164.2900059755341,0.42071714739586974,230.82921404755342,0.37472899661308207,259.15744270516103,0.25847478794297185,375.7186890163687,97.1138084697173,97.1138084697173,0.0,0.971138084697173,0.6827287168676505,142.24362630485803,0.4590023078998111,0.0,0.48858538729755924,198.7652741865013,0.19588174760967517,495.7777314874261,0.5878650428110419,165.19745417305361,97.1138084697173,97.1138084697173,0.0,0.0,0.6105943591331888,0.0,0.1802959307030602,0.0,0.0,0.0,0.0,0.0,0.13388816177278676,0.0,0.7047586696106543,0.0,0.8583588934069996,0.0,0.0,0.0,0.0,0.1842423394710813,0.0,0.8284561049445005,0.0,0.6934089978119911,0.0,0.0,0.0,0.0,0.6509476376497387,0.0,0.5914018243398507,0.0,0.0,0.0,0.0,0.3688643334565545,0.0,0.44771258155078875,0.0,0.0,0.0,0.0,0.47553726109240585,0.0,0.6736669630636121,0.0,0.0,0.0,0.0,0.8378475587215634,0.0,0.7411655393591831,0.0,0.0,0.0,0.0,0.0
129,0,76.790718,30.708712,0.31171107608941095,0.31171107608941095,0.5105915113208171,61.04901260169115,0.5105915113208171,61.04901260169115,0.5105915113208171,61.04901260169115,0.5105915113208171,61.04901260169115,0.5105915113208171,61.04901260169115,0.5105915113208171,61.04901260169115,0.5105915113208171,61.04901260169115,0.31285279798168764,0.31285279798168764,0.24068201155839417,129.985949492442,0.6671049869056432,46.89708578448061,0.31056278108666585,100.73737647731288,0.22518978529675016,138.9285031598645,0.30733615478966153,101.7949867290432,61.2726202933512,61.2726202933512,0.3500023890944091,0.3500023890944091,0.33963556802987943,103.05233669272755,0.64466225399737,54.29236579684049,0.19961987690199673,175.3344378958026,0.4668663049603854,74.96844072396863,0.891333414367327,39.26728017291291,68.5484151879082,68.5484151879082,0.0,0.3500023890944091,0.18479065604384673,189.40480898090502,0.7742466601102799,45.20554070514899,0.30614274506337225,114.32653385986913,0.4408543929633026,79.39183428382982,0.503022199630927,0.0,68.5484151879082,68.5484151879082,0.0,0.0,0.538824491419605,0.0,0.8048775097517044,0.0,0.0,0.0,0.0,0.0,0.770754831651878,0.0,0.30991082577323004,0.0,0.35714996077218025,0.0,0.0,0.0,0.0,0.8092312452346486,0.0,0.324077041227886,0.0,0.510248958529012,0.0,0.0,0.0,0.0,0.40814612639093006,0.0,0.5868039824524569,0.0,0.0,0.0,0.0,0.2526050587312286,0.0,0.17653623877034597,0.0,0.0,0.0,0.0,0.47562902637656496,0.0,0.32472899654132176,0.0,0.0,0.0,0.0,0.33447517597268417,0.0,0.3485640407969325,0.0,0.0,0.0,0.0,0.0
46,0,76.787096,30.696067,0.0,0.6118528947223795,0.42927435925164914,0.0,0.42927435925164914,142.53189866476492,0.42927435925164914,142.53189866476492,0.42927435925164914,142.53189866476492,0.42927435925164914,142.53189866476492,0.42927435925164914,142.53189866476492,0.42927435925164914,142.53189866476492,0.0,0.0,0.06386756065030101,0.0,0.7285065426624852,0.0,0.20725640748350818,0.0,0.32766482823258,0.0,0.43960203309181356,0.0,0.0,0.0,0.0,0.0,0.3477974838686421,0.0,0.7102033091813561,0.0,0.3567913918027468,0.0,0.5697072924552107,0.0,0.9588425074799035,0.0,0.0,0.0,0.0,0.0,0.2713222306333586,0.0,0.8130745106521035,0.0,0.44026891604484336,0.0,0.5417612919505426,0.0,0.5918045492231715,0.0,0.0,0.0,0.0,0.0,0.30536930896506975,0.0,0.8368209509390434,0.0,0.0,0.0,0.0,0.0,0.8175444288237627,0.0,0.40281532749360155,0.0,0.32913377311560504,0.0,0.0,0.0,0.0,0.8431923867200173,0.0,0.13023142640856494,0.0,0.2389243358206265,0.0,0.0,0.0,0.0,0.5173119209833821,0.0,0.6630168342885981,0.0,0.0,0.0,0.0,0.39699361955228724,0.0,0.3174633214375834,0.0,0.0,0.0,0.0,0.5694639702966728,0.0,0.3947226127392668,0.0,0.0,0.0,0.0,0.31064128906672434,0.0,0.3031794095382286,0.0,0.0,0.0,0.0,0.0
98,0,76.770566,30.75625,0.09767211400638387,0.09767211400638387,1.0,9.767211400638388,1.0,9.767211400638388,1.0,9.767211400638388,1.0,9.767211400638388,1.0,9.767211400638388,1.0,9.767211400638388,1.0,9.767211400638388,0.15591487922971992,0.15591487922971992,0.7905742553884669,19.721724830655855,0.46766062518218765,33.33932147248441,0.6362249009756684,24.506252268752785,0.7590836605565939,20.53988082359673,0.5160496579159451,30.213154264916795,15.591487922971991,15.591487922971991,0.2353825229114301,0.2353825229114301,0.6201409489188773,37.95629418147346,0.5376721137193711,43.77807903838659,0.49005469915464944,48.031887729567316,0.450590716576073,52.23865345030706,0.10709202832696034,219.79462578931538,23.53825229114301,23.53825229114301,0.27304949935076717,0.27304949935076717,0.7277388158233167,37.5202604854678,0.4221437267442858,64.6816432537365,0.5168469966906154,52.82985121304954,0.309959018501689,88.09212929846701,0.5449253245083078,50.107691287268175,27.304949935076717,27.304949935076717,0.27304949935076717,0.27304949935076717,0.6456900838491744,42.28801187762213,0.17808947341346731,153.32152659962824,27.304949935076717,27.304949935076717,0.0,0.3357390723322847,0.08324902690375349,0.0,0.732377098372743,45.842377250498146,0.8656098355595946,38.78642068747267,33.573907233228475,0.0,0.0,0.05694542087484354,0.0,0.839949244671548,0.0,0.7997393645295702,0.0,0.0,0.0,0.0,0.6013220391296147,0.0,0.5518527409592071,0.0,0.0,0.0,0.0,0.4583926336185463,0.0,0.5260549735077762,0.0,0.0,0.0,0.0,0.448738832970387,0.0,0.6261767177077797,0.0,0.0,0.0,0.0,0.8480083677703665,0.0,0.777876849740222,0.0,0.0,0.0,0.0,0.0
211,0,76.778731,30.756758,0.14092422497476265,0.14092422497476265,0.8862341250529818,15.901466778469826,0.8862341250529818,15.901466778469826,0.8862341250529818,15.901466778469826,0.8862341250529818,15.901466778469826,0.8862341250529818,15.901466778469826,0.8862341250529818,15.901466778469826,0.8862341250529818,15.901466778469826,0.14092422497476265,0.14092422497476265,0.8023264940895747,17.56444863941254,0.29926531765592373,47.0900624497986,0.6665279979906125,21.143031560505797,0.7107502237013548,19.827531568104945,0.4556050925417183,30.931222517417023,15.901466778469826,15.901466778469826,0.18029162068041815,0.18029162068041815,0.651802954427717,27.6604485229304,0.3800646771636238,47.437089399076086,0.5452818637070062,33.06393127670452,0.3072165272130736,58.685521353925985,0.1553900252743285,116.02522128568285,20.343565609103546,20.343565609103546,0.0,0.23350793313893162,0.7447999246479646,31.351766482696807,0.26273527888102227,88.87574372708202,0.43544057393133545,53.62567181802251,0.36781997142901995,63.48429973275467,0.4282664322381124,0.0,26.348334659870133,26.348334659870133,0.0,0.0,0.6212147376022353,0.0,0.12529630618043672,0.0,0.0,0.0,0.0,0.0,0.15021742201849264,0.0,0.6384672140154786,0.0,0.8134173717838025,0.0,0.0,0.0,0.0,0.14575124409349932,0.0,1.0,0.0,0.7578844916092369,0.0,0.0,0.0,0.0,0.4395299916798794,0.0,0.37489992307813064,0.0,0.0,0.0,0.0,0.5037205067424373,0.0,0.5656661590869845,0.0,0.0,0.0,0.0,0.37307891555862543,0.0,0.5296620147250435,0.0,0.0,0.0,0.0,0.79730302507025,0.0,0.7577824523947818,0.0,0.0,0.0,0.0,0.0
