Ward,x,y,fill_ratio_0,distance_from_0_0_0,fill_per_m_0_0_0_0,distance_from_0_1_0,fill_per_m_0_0_1_0,fill_per_m_0_0_1_1,fill_ratio_1,distance_from_183_0_0,fill_per_m_1_183_0_0,distance_from_57_1_0,fill_per_m_1_57_1_0,fill_per_m_1_57_1_1,fill_ratio_2,distance_from_66_0_0,fill_per_m_2_66_0_0,distance_from_275_1_0,fill_per_m_2_275_1_0,fill_per_m_2_275_1_1,fill_ratio_3,distance_from_110_0_0,fill_per_m_3_110_0_0,distance_from_126_1_0,fill_per_m_3_126_1_0,fill_per_m_3_126_1_1,fill_ratio_4,distance_from_4_0_0,fill_per_m_4_4_0_0,distance_from_170_1_0,fill_per_m_4_170_1_0
2,76.74202,30.744061,0.9771741842213173,1.0,97.71741842213173,1.0,97.71741842213173,,0.9771741842213173,0.3939484644527876,248.04619700159432,0.13216567318629255,739.3555078737828,,0.977498880009746,0.5153640243224521,189.67153970338958,0.17650882159259038,553.7960489396754,,0.977498880009746,0.5598183513072035,174.61001014476176,0.2854552762787675,342.43503667283716,,0.9785108450256838,0.3419339941331919,286.16951277576953,0.3102908602656313,315.35277712917747
2,76.735225,30.752778,0.6034485933813779,1.0,60.34485933813779,1.0,60.34485933813779,,0.6255675732560404,0.3756208938327196,166.54227268162376,0.04963334668930822,1260.3775787514992,,0.6255675732560404,0.45865053773698905,136.39307529053178,0.19401779524654494,322.4279362937356,,0.6446022405803153,0.4877156830945158,132.1676261239678,0.24485317967602221,263.2607187022123,,0.646925339174341,0.3076453416267577,210.2828327429074,0.21695827211844843,298.17961438278417
2,76.725031,30.72097,0.38019561878585706,1.0,38.019561878585705,1.0,38.019561878585705,,0.4121576556446862,0.3817556677769421,107.96372927343356,0.36761884295998404,112.11548687931382,,0.44824727141906784,0.2075012663279559,216.02146307416393,0.19067829130147815,235.0803903053399,,0.44824727141906784,0.1932953690770388,231.89757393536766,0.17577399499608592,255.0134173311867,,0.0,0.11248829605980139,0.0,0.1838017467651077,271.08567464970844
2,76.739675,30.751624,0.7622851347766157,1.0,76.22851347766158,1.0,76.22851347766158,,0.7724640761516905,0.6353753565713491,121.57602087687314,0.04553677033326376,1696.352355466501,,0.7882786244422357,0.6124939121964795,128.69983011184067,0.24680825158282893,319.3890882443568,,0.8002413477970858,0.6636923398037988,120.57414253623202,0.320835942391985,249.42384629069448,,0.8108769115867112,0.38803659639602034,208.9691846382321,0.34609163013984556,234.29544114056137
2,76.731578,30.712854,0.9270345447963066,1.0,92.70345447963066,1.0,92.70345447963066,,0.9319053530236048,0.32004328709226626,291.18103413146827,0.4938477794062511,188.7029550166301,,0.9385505309070177,0.06583387300180647,1425.6346894269216,0.32760148607655337,286.49153645404976,,0.9413867770829171,0.10417873819830259,903.6265876929726,0.42561948259995225,221.18037720743723,,0.9413867770829171,0.3012116977402093,312.53327282622655,0.4272044036947408,220.3598017579392
2,76.724986,30.715899,0.48587175918632564,1.0,48.58717591863256,1.0,48.58717591863256,,0.48587175918632564,0.3633607518689016,133.71608152154673,0.441036851469192,110.16579625212236,,0.5125245796209641,0.1527512944686894,335.52879627217834,0.2665448656066251,192.28454408773464,,0.5496210086858898,0.1379835807916005,398.3234856877602,0.2230395481127484,246.42311793424713,,0.5652646223779043,0.15725101921956902,359.4664283788377,0.27200197860237274,207.81636416117357
2,76.744077,30.754541,0.7823854840582735,0.9364091589985021,83.55166932530238,0.9364091589985021,83.55166932530238,,0.7942824133417101,0.5616520436550396,141.41894831767934,0.10759683286967686,738.2024100130891,,0.8005213164868143,0.6813267708110422,117.49447559999508,0.315506098865825,253.7260989136224,,0.8203058108258591,0.7258206719452172,113.0176974193115,0.38837577573293386,211.21446343500617,,0.832233725769807,0.45303659319494977,183.7012149284996,0.4132249090520009,201.3996996645421
2,76.750709,30.746168,0.7648832615421283,0.9870426383061763,77.4924235142175,0.9870426383061763,77.4924235142175,,0.7812272735725705,0.5023709630207825,155.50804705650393,0.21395258073958437,365.140383384042,,0.7812272735725705,0.6283637428041761,124.32723601877726,0.2782125085374183,280.80235417146923,,0.7866239343469122,0.6729437018245682,116.89297815168196,0.400282954434579,196.51697021624628,,0.7866239343469122,0.44549712167040684,176.57216984869368,0.4020977656356718,195.63001876007627
2,76.704889,30.732946,0.10142082844921652,1.0,10.142082844921651,1.0,10.142082844921651,,0.18820759619266128,0.5103066528385486,36.88127425848132,0.3333906095622664,56.45257868533645,,0.23548822516645335,0.47765920234668896,49.30046862062422,0.21430105613274994,109.88663771240535,,0.26866951676102535,0.3046215780010187,88.19779561385073,0.10364951857284002,259.209613764117,,0.0,0.11864157149607556,0.0,0.14031039624922526,193.23427846784844
2,76.746288,30.747585,0.5502265421562618,0.969224927530863,56.769747302928394,0.969224927530863,56.769747302928394,,0.5755171604774549,0.408272132028117,140.9641058816672,0.1590616520184854,361.8201830385686,,0.5755171604774549,0.6472582123970845,88.91616196665306,0.26036100280615315,221.04583799976578,,0.6016646857805563,0.689572779388203,87.25180340128277,0.3359326523241061,179.10277003977373,,0.6389816327587348,0.4082258258703242,156.52650867848615,0.337645980162442,189.2460358779689
2,76.737358,30.730679,0.27262400073353377,1.0,27.262400073353376,1.0,27.262400073353376,,0.3435875452080376,0.2622857098105553,130.99743232530864,0.21099703185082505,162.83998983026171,,0.3435875452080376,0.3333959855586621,103.05689333130324,0.11508430640070798,298.55290956154545,,0.3935485108605907,0.36917823774953207,106.60122147492142,0.2261823649648756,173.9961074868528,,0.4189462940600068,0.2132525119626593,196.45550254215277,0.22763902920376852,184.0397472812062
2,76.747066,30.750712,0.5801723692273323,0.934209477590131,62.10302754837533,0.934209477590131,62.10302754837533,,0.5801723692273323,0.5626953834164312,103.10594085645215,0.19586606328430112,296.2087252375147,,0.588343160030606,0.6626962690069874,88.78021313024816,0.3080349631151534,190.99882496477014,,0.6190418012763622,0.7031589015134743,88.03725586690875,0.3649872917755205,169.60639869540825,,0.6190418012763622,0.4341253464873051,142.59517585998967,0.36663449020979644,168.84439893315349
2,76.74777,30.729357,0.7978136488586345,1.0,79.78136488586345,1.0,79.78136488586345,,0.8078575967147038,0.29625254052322264,272.6922089133536,0.40507203572250977,199.4355387366503,,0.8224659880955077,0.4184279292357906,196.56096800174052,0.35370090407585025,232.5314916127927,,0.8323206338952515,0.440003604289104,189.16223089581237,0.4824541204032799,172.51809005165524,,0.8445749935096544,0.41150969653888125,205.2381755796258,0.5115187072616414,165.11126211414492
2,76.739919,30.725365,0.34124782762615635,1.0,34.12478276261564,1.0,34.12478276261564,,0.39509750475365013,0.2839217669576136,139.1571731140409,0.3667500850169598,107.72935600965965,,0.43624465285155173,0.25779758115849777,169.21983941476242,0.2201546872683833,198.15369741355553,,0.46748946893888865,0.29764655615915175,157.06194453293853,0.29693154172806785,157.4401514295908,,0.5023249553826536,0.2825353365363655,177.79190438290496,0.3576118518001796,140.46652896261796
2,76.743991,30.750429,0.435583314812933,1.0,43.5583314812933,1.0,43.5583314812933,,0.47821203752859803,0.5649480844969567,84.6470765458758,0.12934121016827785,369.7290576657091,,0.5047930709571105,0.6011815252416756,83.96683027712523,0.3075546007876835,164.13120456149122,,0.5199268034626575,0.7366183315431436,70.5829302908416,0.3837450769781597,135.48755010927434,,0.5665901740274121,0.37015753669889007,153.06730725526546,0.40973863229502333,138.28087697121302
2,76.754223,30.73939,0.6895267510315611,1.0,68.95267510315611,1.0,68.95267510315611,,0.6919925099836646,0.4386032233307751,157.77187060519947,0.31959367272107103,216.52259385861146,,0.6919925099836646,0.6328344845228958,109.34810395254755,0.3254455529973565,212.62927196589635,,0.7029386208828078,0.6882408118018248,102.13556197612051,0.5123326511469258,137.20355696815042,,0.7197323993907794,0.5256352860919247,136.92619548850274,0.5432868593843267,132.4774172168286
2,76.746844,30.686661,0.9994137257706666,0.8572543732037043,116.583100303786,0.8572543732037043,116.583100303786,,0.9994695040967904,0.5001774119149842,199.82299885758763,0.8408437710676648,118.86506607853083,,0.9995173422010402,0.3758826242770464,265.91209001040187,0.6452205230103253,154.9109655622416,,0.9995601151315249,0.35436255898946173,282.07272178583924,0.7593052549409217,131.64140622328452,,0.9995711547752064,0.7553046162580279,132.3401357888341,0.7850565944008799,127.32472561905354
2,76.760074,30.707197,0.9629268752375798,0.9372924540832962,102.73494372461954,0.9372924540832962,102.73494372461954,,0.9644506862117849,0.27842246990206854,346.39829412870944,0.8833757984857451,109.17784796289595,,0.9670722126560155,0.3777788511465591,255.98897601624614,0.6198785214881721,156.00995664994468,,0.9685493882016477,0.5869126827913492,165.02444343087618,0.7866880803738544,123.11733358682238,,0.9701954846388898,0.76675159697149,126.53321994645476,0.7889341045488028,122.97547780543114
2,76.750122,30.751839,0.31130769915600365,0.933011161801035,33.365913710514654,0.933011161801035,33.365913710514654,,0.37177311463892954,0.46444993418324104,80.04589672140047,0.1813296788502804,205.02607019223464,,0.3979170276496323,0.6565897902879709,60.60359657360977,0.27740411489983235,143.44308763888233,,0.43659035383498557,0.697783868582866,62.56813513354212,0.353508123410931,123.50221251563055,,0.43659035383498557,0.4238869754945273,102.99687866692244,0.35518509836449863,122.91910776812688
2,76.727572,30.739281,0.04821203886055603,1.0,4.821203886055603,1.0,4.821203886055603,,0.10920511601090553,0.4259027335108178,25.640858209737633,0.14380741685102552,75.93844490234773,,0.14322810371044933,0.4113315084930068,34.820601085288466,0.10874798455135175,131.70644430915019,,0.20386021735304294,0.45031309760395966,45.27077236654872,0.15467396602797256,131.79995482638307,,0.21590157908855018,0.16811279013086353,128.42662293599827,0.17644456110090367,122.36227500664198
2,76.760178,30.737124,0.8078459419412586,0.8916237586436103,90.60390485446469,0.8916237586436103,90.60390485446469,,0.8191178616103355,0.3899123981864539,210.07740852052567,0.3796243935831423,215.77060785766886,,0.8330332130338834,0.6221316110598529,133.8998369838083,0.5547486532337271,150.16408028716913,,0.8395703918178252,0.5850769368135955,143.49743409648548,0.6823417363612012,123.0425089186387,,0.8533695792164238,0.5324761649652271,160.26437150893926,0.7111421966923619,119.9998513919698
2,76.744586,30.725718,0.3938644056541585,1.0,39.386440565415846,1.0,39.386440565415846,,0.4123833216169389,0.18174701489969375,226.899639504139,0.30973641650321737,133.14008287193292,,0.4309171568587949,0.2788875124737621,154.5128905330015,0.29731426998382715,144.93658743061184,,0.47611356438862695,0.32360379890575,147.12854607967554,0.4079436358005575,116.71062436218457,,0.5001233133415123,0.3878565775437873,128.9454252674239,0.4329169677574756,115.5240728798799
2,76.764698,30.740955,0.7384492092513265,0.926028043130663,79.74371993690595,0.926028043130663,79.74371993690595,,0.7384492092513265,0.46711901931040134,158.08587934216095,0.4629883973596819,159.4962667450276,,0.7469411337928419,0.6154831700217294,121.35849852181522,0.5064265507769259,147.49249079593764,,0.7645443677394026,0.6687610184084294,114.3225078457662,0.6382374646385962,119.78995438199918,,0.766137657432923,0.6209155016194498,123.38839269348404,0.6679922922389406,114.69258947060959
2,76.737422,30.69957,0.7181230762264944,1.0,71.81230762264944,1.0,71.81230762264944,,0.7376412534509823,0.3642783426343552,202.49385349581175,0.7608267716535433,96.95258906936586,,0.7549928899034615,0.24056838162220015,313.8371239031477,0.5205259536732666,145.0442354652251,,0.7701732692052279,0.3226053054047856,238.73546290221765,0.6843226817521597,112.54533712564573,,0.7807980569497983,0.6685459827230334,116.79047920825946,0.6861000688020794,113.80235806025499
2,76.761443,30.701343,0.8178342161750216,0.7563601695354356,108.12761553498302,0.7563601695354356,108.12761553498302,,0.8327570342428388,0.41610793894237247,200.1300519186126,0.8237080176996653,101.09857089511455,,0.8329595399737467,0.3898175110622908,213.67935414287845,0.5855501093275578,142.2524779186383,,0.8423248319827107,0.5037357900081866,167.21560164883687,0.7188157390232024,117.18230225834296,,0.8508950799570426,0.723624079006,117.58799971469543,0.7489093151224365,113.61790576979709
2,76.764742,30.727141,0.8129857387160935,0.8670011561212692,93.76985635788236,0.8670011561212692,93.76985635788236,,0.8174155559767453,0.28314869066460135,288.68774002031324,0.5358565960646978,152.5437144899963,,0.8246180791770525,0.43526282116038656,189.45290961876012,0.5970187785522667,138.1226368082927,,0.8390879542101745,0.6296595615718759,133.2605753044524,0.7500308673154416,111.87378956995353,,0.84956290144559,0.7314992535721903,116.13995466117701,0.7521186202871221,112.9559724397288
2,76.753596,30.742354,0.47918187762973097,0.9237065851075411,51.87598371120662,0.9237065851075411,51.87598371120662,,0.4972840324940829,0.4527521255852164,109.83582503368828,0.3003236630341182,165.58270083353005,,0.52012630662969,0.6230067998931021,83.48645740607249,0.3105779414239194,167.47045982887437,,0.5358148948508579,0.6682305431006325,80.18413710403635,0.49053260880323857,109.23124889864006,,0.5732469496366452,0.4741910898635072,120.88943927682206,0.5128524908196493,111.7761851405796
2,76.761229,30.756097,0.46349404380057235,0.9469237435008665,48.94734628651206,0.9469237435008665,48.94734628651206,,0.5061704079828014,0.5765231302493,87.79706856929111,0.28385381949073457,178.32080219703494,,0.5061704079828014,0.6826339821357152,74.14960597173568,0.3711171843754166,136.39099165797913,,0.5099757738374469,0.7207122383682176,70.75997141273687,0.4429742700973203,115.12537144096574,,0.5180991279135431,0.5264714704706039,98.40972530770243,0.4662378349553393,111.12335573606366
2,76.756082,30.691572,0.8059925497751581,0.7548995626351478,106.76818343378802,0.7548995626351478,106.76818343378802,,0.8059925497751581,0.4389499329765271,183.618333031676,0.8228134203496962,97.95568835430647,,0.81284589028034,0.41313855757658774,196.74897812694581,0.6093167519544436,133.40284633124836,,0.8191012977773158,0.5825954228349461,140.59521679581985,0.7444693404303201,110.02485304550713,,0.8202278101810566,0.7283152157960139,112.61989210050852,0.7462892478694364,109.90749398074617
2,76.763248,30.749912,0.5670162609866678,0.9009066120152144,62.93840598176141,0.9009066120152144,62.93840598176141,,0.5903978987763887,0.5132865553953836,115.02305925811876,0.34836827205307674,169.47522094849003,,0.5948927165322484,0.6745228129287736,88.19460292962194,0.3684891536551054,161.44103853028193,,0.5948927165322484,0.7196623651805409,82.66275205081875,0.5207461312676938,114.23852829862676,,0.5948927165322484,0.5064782812581413,117.45670812467556,0.5459558504263855,108.9635207805986
2,76.751162,30.728939,0.6194903460096145,1.0,61.94903460096145,1.0,61.94903460096145,,0.6397699043048275,0.2733590401821677,234.04014876496564,0.3127248901730379,204.57914429223337,,0.6404612678764853,0.5684256882310609,112.67282269905833,0.4501670229106025,142.27192026095454,,0.6613139314348957,0.6175014231855727,107.09512668380627,0.48910323197387784,135.20947894088243,,0.6731512253449494,0.4713590616642141,142.81071057980162,0.6194777714525085,108.66430667344063
2,76.749401,30.722265,0.4135491015253515,1.0,41.354910152535155,1.0,41.354910152535155,,0.45511349800340267,0.09389443710795643,484.70762701322724,0.38814377682403434,117.2538438532609,,0.48983374637991567,0.3241478210630572,151.11431098734033,0.3486299108616705,140.50250168416332,,0.5243448577028036,0.3712859029382635,141.22401458101962,0.48519519643446685,108.06884766296827,,0.5268161990317887,0.46816193463189176,112.52862739599192,0.48711414658303076,108.1504618018706
2,76.747891,30.715129,0.4835456467199247,1.0,48.35456467199247,1.0,48.35456467199247,,0.5041684910252985,0.10789266348426566,467.2870932496935,0.4472632896139408,112.72297609322595,,0.5485512490337532,0.21103953283589008,259.9281952828815,0.3968763034712889,138.21718359998707,,0.5485512490337532,0.37156231172081383,147.6337162650463,0.5249200537609492,104.50186558952952,,0.5576417918272657,0.5096074523798488,109.4257529443689,0.5266348426565325,105.88775118150619
2,76.740917,30.734954,0.10659303030799072,1.0,10.659303030799073,1.0,10.659303030799073,,0.19263840563893725,0.36934202781111675,52.157185246584895,0.19058030287972724,101.07991367843972,,0.19263840563893725,0.35449618151378703,54.34146139919569,0.10344695782464777,186.21949807888726,,0.2699895788813607,0.39423290090282925,68.48479116356347,0.2374800284379754,113.68938291662539,,0.2699895788813607,0.22566909510668062,119.6395894412252,0.2596723517135409,103.97317122894982
2,76.757627,30.748752,0.38855810127034573,0.9362678091428677,41.500743427893994,0.9362678091428677,41.500743427893994,,0.4390673373024169,0.5256919534324743,83.5217915046165,0.311596928524903,140.90875008972574,,0.4390673373024169,0.6505784244470336,67.4887639680961,0.33472473234681616,131.1726606588153,,0.46808264821850276,0.6924947019806794,67.5936793277535,0.49557351632523877,94.45271645858207,,0.5083355739047587,0.4786382026182766,106.20455515753436,0.5222149849086722,97.34220361249479
2,76.761523,30.688901,0.6512329770414921,0.6455847991888198,100.874893253337,0.6455847991888198,100.874893253337,,0.6512329770414921,0.503187409072874,129.42155652133528,0.8418022307454922,77.36175472768304,,0.6780609437677199,0.4624079707269761,146.63694977007083,0.6473570515363929,104.74296096079534,,0.7017448126380263,0.577745448132963,121.4626294167749,0.7607547502534938,92.24323770626413,,0.7078555029189044,0.7286337786007141,97.14832385046535,0.7863510117709297,90.0177519101493
2,76.764624,30.706718,0.6682127985550163,0.7436967398952389,89.85017181185228,0.7436967398952389,89.85017181185228,,0.6926613263203477,0.2941325932296146,235.49288391158393,0.5607751544054413,123.5185476529783,,0.7061105626948734,0.3825150496442811,184.5968056293521,0.6491478383238215,108.77500024002799,,0.7125941149593817,0.5517551403330467,129.1504261345441,0.7134410913923853,99.88128291975016,,0.7173278724873839,0.6972969275271677,102.87265642073775,0.803191697287155,89.30967226257653
2,76.756587,30.685461,0.5673122196289035,0.6666371171490626,85.10060496707241,0.6666371171490626,85.10060496707241,,0.5950895419877335,0.49168033331855854,121.03179681221383,0.8394663357120695,70.88902993149264,,0.6264552738787155,0.468294845086654,133.77368562807803,0.6460351934754666,96.96921780817895,,0.6421907727484013,0.6218252737024068,103.2751160023999,0.7684854394752005,83.56576972843546,,0.658336532853093,0.7538495634058774,87.32996141547679,0.7701343025575107,85.48334110905687
2,76.742796,30.699565,0.5251633836670602,1.0,52.516338366706016,1.0,52.516338366706016,,0.5506064441303313,0.342746389559383,160.64543957360496,0.7440064640183284,74.00559951543207,,0.5560614715394252,0.1871599230863642,297.1049904112393,0.5909155995581556,94.10167407244083,,0.5560614715394252,0.37111852063985595,149.83393191498604,0.6621118520639856,83.98301130028528,,0.5560614715394252,0.6452256269688663,86.18093397059948,0.6640142372049257,83.7424019521159
2,76.756212,30.681968,0.6588854702326572,0.6306659112118383,104.47456545837309,0.6306659112118383,104.47456545837309,,0.6661186278181458,0.5305209305425943,125.5593492111363,0.8505115984535395,78.31975825248355,,0.6661186278181458,0.4919844020797227,135.3942574200159,0.6667610985201973,99.90364304344129,,0.6661186278181458,0.39097287028396216,170.3746419372644,0.7739134782029063,86.07145974055531,,0.6661186278181458,0.744700706572457,89.4478307780865,0.7981102519664045,83.46198112064663
2,76.739592,30.718233,0.043412532854819164,1.0,4.341253285481916,1.0,4.341253285481916,,0.1026815400997569,0.24265403743214,42.31602374572999,0.43623059109373225,23.538363011706775,,0.17235360278841783,0.1921529175050302,89.69606344067398,0.22913898485251133,75.21793068052376,,0.2502085816035601,0.2554477810257773,97.94901353177598,0.3602463839641623,69.45484888710253,,0.28753413625301205,0.3445768953342698,83.44556473354918,0.36201169279829926,79.42675387925009
2,76.745047,30.737274,0.1957779856835461,1.0,19.57779856835461,1.0,19.57779856835461,,0.1957779856835461,0.2755712806034996,71.04440827607048,0.21833780947230444,89.6674681113259,,0.21709360293103774,0.5033318973024006,43.131302445672034,0.22493744099287788,96.5128801913913,,0.2786027706972972,0.5452120589933729,51.09989151958278,0.3944838079873873,70.62464036704009,,0.31207065167919773,0.3793504862645169,82.26446596976136,0.39618871279686885,78.7681833427699
2,76.75884,30.716926,0.5444890979608495,0.9136635944700461,59.59404547323247,0.9136635944700461,59.59404547323247,,0.5656797207693527,0.1802188940092166,313.88480318851765,0.6307027649769585,89.69038225003162,,0.5943580069290968,0.33622119815668206,176.77588747754112,0.5863824884792627,101.3601222080349,,0.5943580069290968,0.495426267281106,119.96901379309723,0.7345391705069124,80.91576743537377,,0.5943580069290968,0.7073271889400922,84.02872337195518,0.767983870967742,77.39199082138822
