Ward,x,y,fill_ratio,distance_from_0,fill_p_m,fill_ratio_0,distance_from_0_0.15873676337430953,fill_per_m_0,fill_ratio_1,distance_from_257,fill_per_m_1,fill_ratio_2,distance_from_105,fill_per_m_2,fill_ratio_3,distance_from_135,fill_per_m_3,fill_ratio_4,distance_from_89,fill_per_m_4,fill_ratio_5,distance_from_70,fill_per_m_5,fill_ratio_6,distance_from_140,fill_per_m_6
2,76.752629,30.749529,0.9856504541106007,0.5293566459639517,186.1978047551937,0.9856504541106007,0.9355778484908915,1.0535205121631273,0.986191953132842,0.15443975271604832,6.385609506550082,0.9868132374670306,0.8215428368290083,1.2011707646017986,0.9870199537217502,0.21548039156182533,4.580555783139812,0.9870199537217502,0.08739909652918072,11.293251222479228,0.9871145762496409,0.6417070569568121,1.5382635511768656,0.0,0.6307301466189209,0.0
2,76.755728,30.720117,0.9246936182785628,0.5430783269066612,170.26892300150465,0.9246936182785628,1.0,0.9246936182785628,0.9250181896042325,0.3566847335140018,2.5933775760209836,0.928059791197414,0.38924119241192406,2.3842794886294354,0.9302860714340264,0.5335140018066847,1.7436957011132193,0.9356007909534115,0.5701535682023487,1.640962791662061,0.9356007909534115,0.2018789521228546,4.6344642723529015,0.94195422044098,0.27188798554652216,3.4644937272515275
2,76.730468,30.707526,0.9004180571633305,0.5675438338288249,158.65172053563404,0.9004180571633305,1.0,0.9004180571633305,0.9080212962732364,0.5308634505173442,1.7104611277878319,0.9080212962732364,0.32980369445140767,2.7532174792148107,0.9107329870151804,0.6340729727627131,1.4363220419994163,0.9146847814593628,0.6673870011323657,1.3705462945898006,0.919345104797609,0.20012620259839045,4.5938267596199465,0.0,0.4759566762038949,0.0
2,76.761229,30.756097,0.9082658859666537,0.5575309804845024,162.90859481518993,0.9082658859666537,0.9469237435008665,0.9591753213502799,0.9118638611455276,0.2518247566991068,3.6210254825544,0.9204787858832263,0.8285145313958139,1.110998963811146,0.9237031458824021,0.28652846287161715,3.2237744781965323,0.9237689061607405,0.16344487401679775,5.651868323908413,0.9237689061607405,0.6556875749900013,1.4088552862616426,0.9248527703452984,0.6491634448740168,1.4246839954532324
2,76.756587,30.685461,0.8900053418175663,0.3689204171940463,241.24588944868228,0.8900053418175663,0.6666371171490626,1.3350671886134382,0.8969093641770498,0.8048934001152431,1.11432068401683,0.9022202538281892,0.15213864633659857,5.93025030492302,0.9111699356325789,0.9080271264571605,1.0034611401838627,0.9157714693112644,0.94219227871105,0.971958155467024,0.9196035042618843,0.35579983156774964,2.5846091613080993,0.9246350481583981,0.3827401267674305,2.415829915634235
2,76.752546,30.683652,0.8920465551771133,0.39530901990796613,225.6580321351623,0.8920465551771133,0.6980586140878259,1.2778963502123346,0.9004154790790968,0.8109812618575277,1.1102790180585957,0.9058307565678911,0.17144144222189497,5.283616054719625,0.9111474963160268,0.9101210225845295,1.0011278431175914,0.9149031727590545,0.943508355496262,0.969682109786763,0.9160304560147768,0.3104224961666075,2.950915179559449,0.9204557150060615,0.3968016078591044,2.3196874628917716
2,76.744236,30.729776,0.8773730719279554,0.4987735358470943,175.90609943606268,0.8773730719279554,1.0,0.8773730719279554,0.8773730719279554,0.36098515771769174,2.430496249416727,0.8819222086050214,0.5341254463012324,1.6511518309270758,0.8896747559861883,0.47554318425478764,1.8708600721096997,0.8922455433968809,0.5134603468117126,1.7377107091856305,0.8967495081971358,0.33011045648132664,2.7165134899259464,0.8985131681154145,0.38799437389961544,2.3157891674684024
2,76.760024,30.686268,0.8324426408004217,0.3472757778235658,239.7065081870887,0.8324426408004217,0.6206805846609791,1.3411771873855356,0.8324426408004217,0.8104849669878736,1.027092018614673,0.8382561933480143,0.13312698927653904,6.296666047233595,0.8382561933480143,0.9139668037422513,0.9171626255086741,0.8382561933480143,0.870546870204912,0.9629075952575684,0.8524049926367595,0.36932371173793727,2.308015882937959,0.8667234335361728,0.3254741383089725,2.662956381232946
2,76.712239,30.733528,0.8180147659224931,0.7368792864922145,111.01068803501181,0.8180147659224931,1.0,0.8180147659224931,0.8327240538840534,0.3562821229794147,2.3372602782322778,0.8355754816742653,0.5498721738435727,1.5195813162059904,0.8405343092554978,0.29047828286863203,2.893621860315206,0.850549240439615,0.35395195866954277,2.403007582262615,0.8519050709230802,0.4117866368405635,2.068802128838685,0.8637926124544267,0.5545591329125723,1.5576203892229576
2,76.747891,30.715129,0.8226005606596583,0.5292683405449425,155.4222116918417,0.8226005606596583,1.0,0.8226005606596583,0.8226005606596583,0.4109839180608981,2.0015395360014265,0.8366863324901894,0.37331417713305837,2.241239105666147,0.8521311527680836,0.5189507345784863,1.6420270672903479,0.8552476824232562,0.55467395838161,1.5418926190777726,0.8552476824232562,0.1810538999860963,4.72371864118328,0.8598626370602043,0.29433192751540993,2.9214045663299153
2,76.745047,30.737274,0.8172222002012158,0.5352142387582296,152.6906687118944,0.8172222002012158,1.0,0.8172222002012158,0.823341400648568,0.11269787436868108,7.3057402835751795,0.8371522135535455,0.6638037709561215,1.2611441064092457,0.8529212037544043,0.28922885138913074,2.9489492478289363,0.8529212037544043,0.25820141708754596,3.3033172837514373,0.8529212037544043,0.47367938623426853,1.8006297688719208,0.8560115907099132,0.4296543442991099,1.9923261618739474
2,76.729602,30.744926,0.808120379564417,0.7099117926981231,113.83391399839097,0.808120379564417,1.0,0.808120379564417,0.8203171178752091,0.21201462265128845,3.8691534933627083,0.8264635200658158,0.5327800313737414,1.5512284083448644,0.8317344311412709,0.13525952441830733,6.149174593938584,0.8360807380056317,0.21607800590158044,3.869346787596934,0.8478828724581312,0.38944211406497264,2.177173042761047,0.852404008184433,0.5249020434395019,1.6239296814295554
2,76.742851,30.7107,0.8021969807540397,0.5087471423385238,157.6808819144683,0.8021969807540397,1.0,0.8021969807540397,0.8183057405874103,0.509141578754508,1.6072263094072925,0.8183057405874103,0.30720718983240436,2.6636933238243343,0.820919738947205,0.6229484484387958,1.3177972286544024,0.820919738947205,0.5751962353667238,1.4271994294674357,0.8350476307908173,0.11495438853638308,7.264164869412746,0.8456508778051116,0.3049796532371603,2.7728108050129854
2,76.7473,30.693785,0.8036720768991145,0.45480724889372937,176.70608347909186,0.8036720768991145,0.900461366616483,0.8925114465698202,0.8065876796997645,0.7900636200281677,1.0209148469220843,0.8109275229756605,0.09598368219124861,8.448597766439903,0.8189242213213274,0.9046962265067262,0.905192480445522,0.827037964173767,0.9194211063085814,0.8995203160978901,0.8378158833522283,0.22475838958768393,3.7276289658828294,0.8401777486946813,0.2527900539070468,3.3236186934934646
2,76.743005,30.717842,0.7798755458576239,0.5360286109557589,145.4914028687903,0.7798755458576239,1.0,0.7798755458576239,0.7827871037287405,0.3825997821769492,2.0459685033660264,0.7968689620837474,0.3812086433650916,2.09037485364824,0.7997409008949727,0.5079121019924403,1.5745655552560076,0.8069250460921722,0.5431847926562514,1.485544251241264,0.8207040387189448,0.19138226114970303,4.288297325931235,0.8375126975177636,0.44513696310736484,1.881471921970586
2,76.745708,30.691201,0.7555511385430487,0.44851303486101707,168.4568964148779,0.7555511385430487,0.8729244841644945,0.8655400922408679,0.7725667315073662,0.7936371535237223,0.9734508119701754,0.7725667315073662,0.1537051359170462,5.026290936200831,0.7935754565647181,0.9063141512226329,0.8756074871987506,0.7935754565647181,0.9391404810327213,0.8450018635040273,0.8114641185008491,0.24585374237346397,3.3005969755310662,0.8273424922451712,0.2654750651657071,3.116460266160031
2,76.739592,30.718233,0.7699935530986108,0.516900676027041,148.9635415099224,0.7699935530986108,1.0,0.7699935530986108,0.7847782541238992,0.39922554193083026,1.9657516158118704,0.7903922971365418,0.358310238791238,2.2058881147324607,0.8038790635429593,0.5096332713260696,1.5773677049209522,0.8078849605198687,0.546211229642003,1.479070580532318,0.8201649889887711,0.16145932196955318,5.079700440854272,0.8229677452679557,0.4246042291484758,1.9381995956996934
2,76.753596,30.742354,0.7282163486118596,0.45782925656648904,159.0585001214537,0.7282163486118596,0.9237065851075411,0.7883632750405023,0.750611257668179,0.1308905187516703,5.734649574521612,0.7721442691956265,0.7962902475477823,0.96967691312745,0.7721442691956265,0.37686452672941967,2.0488642852555046,0.7930330801016183,0.2905147924894339,2.729751119748786,0.7956638467797703,0.5909968227573714,1.3463081629906208,0.8038889154848318,0.5434470608031198,1.479240524912996
2,76.761424,30.727588,0.7751328233611146,0.38376553930081736,201.98083047616248,0.7751328233611146,0.924111045481394,0.8387875322465465,0.7804730433943455,0.4642882457176609,1.6810096973011897,0.7902533603872741,0.7364441819255759,1.0730662007825273,0.7923006981358572,0.6060720614294152,1.307271442717923,0.8023925082549991,0.5537743650324867,1.4489520622861036,0.8023925082549991,0.5009214412285883,1.6018330265260872,0.8038256035698902,0.3925457767277023,2.047724497944302
2,76.748739,30.719108,0.696029796674973,0.5257312179279624,132.3927080872617,0.696029796674973,1.0,0.696029796674973,0.6993693079771436,0.35954238363629576,1.9451651315874026,0.7209550179023979,0.36909783136127805,1.953289769391024,0.7398498307005323,0.4682356015079691,1.5800802594203007,0.758546804272355,0.5041991713635176,1.5044586491901588,0.776869917891464,0.1755440259788735,4.425499036833981,0.776869917891464,0.2895841887200926,2.6827083388947517
