Ward,x,y,fill_ratio_0,distance_from_0_0_0,fill_per_m_0_0_0_0,fill_ratio_1,distance_from_147_0_0,fill_per_m_1_147_0_0,fill_ratio_2,distance_from_236_0_0,fill_per_m_2_236_0_0
2,76.755728,30.720117,0.7611105884852579,11070.0,0.006875434403660866,0.7671711371273434,2545.0,0.030144249003039036,0.7748276045788164,507.9,0.1525551495528286
2,76.75884,30.716926,0.9050881233882643,7930.6,0.01141260589852299,0.9116367487628959,3042.8,0.029960455789499667,0.9141073355235984,1552.5,0.05887969955063435
2,76.750081,30.70896,0.48253840746667265,10343.3,0.004665226837340816,0.509186634760733,3444.5,0.014782599354354274,0.5325114339940586,1403.7,0.037936270855172656
2,76.746865,30.707631,0.6218819638903935,9511.8,0.006538005045211144,0.6514315194923685,4968.7,0.013110703393088102,0.6516265141339151,1775.9,0.036692748135250586
2,76.751598,30.701793,0.8844965347938635,8623.6,0.010256697142653455,0.889035345178844,5139.1,0.017299436577977542,0.889035345178844,2570.5,0.03458608617696339
2,76.744586,30.725718,0.4958400311040241,11624.4,0.004265510745535461,0.5042645486090678,2095.1,0.024068757988118365,0.510804777781267,1590.8,0.032109930712928524
2,76.756675,30.701723,0.8545651689412405,8122.3,0.010521221439016541,0.8545651689412405,4637.8,0.018426089286757524,0.8556698960914322,2865.7,0.029859018602485684
2,76.739592,30.718233,0.5703860995762268,10536.4,0.00541348183038065,0.6040867986305714,2022.3,0.029871275212904683,0.634657335642946,2133.8,0.029743056314694254
2,76.730468,30.707526,0.7869568104790414,11568.7,0.006802465363256385,0.7870405219958857,3988.0,0.01973521870601519,0.7997970638476652,2999.1,0.026667902499005212
2,76.760074,30.707197,0.6858544924014919,7762.0,0.008836053754206286,0.6858544924014919,3317.3,0.02067508191606101,0.6905159523975245,2665.4,0.025906653875498026
2,76.757658,30.722922,0.5460245933207503,8161.8,0.00669000212356037,0.5585577255378642,1689.2,0.03306640572684491,0.5585577255378642,2231.1,0.025035082494637814
2,76.742796,30.699565,0.6277004136007399,9777.2,0.006420042687075439,0.6277004136007399,4700.3,0.013354475535619852,0.664369609725422,2928.2,0.0226886691389052
2,76.731578,30.712854,0.5470281464244477,11735.6,0.00466127122962991,0.5567702787325224,3221.6,0.017282414909750507,0.5821295288490548,2713.7,0.02145150638792257
2,76.728869,30.724373,0.8693401079073552,12626.8,0.006884880634106466,0.8804277450772356,3180.3,0.027683795399089255,0.8804277450772356,4112.4,0.02140909797386528
