Ward,x,y,fill_ratio_0,distance_from_0_0_0,fill_per_m_0_0_0_0,fill_ratio_1,distance_from_111_0_0,fill_per_m_1_111_0_0,fill_ratio_2,distance_from_237_0_0,fill_per_m_2_237_0_0
2,76.752629,30.749529,0.17182946035765845,10790.3,0.001592443772255252,0.17742828654295134,2165.4,0.008193788054999138,0.0,441.9,0.0
2,76.744077,30.754541,0.1744092671114995,10939.6,0.001594292909352257,0.18826388461237872,2201.4,0.008552007114217258,0.0,777.4,0.0
2,76.735225,30.752778,0.5879916294638328,15723.3,0.0037396197329048787,0.6104154873214335,3542.1,0.01723315229161891,0.0,2043.3,0.0
2,76.760178,30.737124,0.8965746584690102,8987.3,0.009976017919386359,0.9046768675469185,3069.3,0.029475022563676356,0.9120934486596713,3212.2,0.02839466560798429
2,76.727572,30.739281,0.7346083007105351,13334.5,0.005509080210810567,0.7396293999946244,4186.9,0.017665322792391136,0.7580212500582658,2801.5,0.027057692309772115
2,76.735219,30.742392,0.6688765310406853,11879.6,0.005630463408201331,0.6744486300385104,3257.3,0.020705757223421557,0.7065771627415703,2675.7,0.026407189249227133
2,76.763248,30.749912,0.47164949075059537,10374.3,0.004546325928020159,0.5181062708774099,863.8,0.05997988780706297,0.5181062708774099,2318.2,0.022349506982892328
2,76.757658,30.722922,0.9969494174116696,8161.8,0.012214822924007813,0.997044653469133,4421.7,0.02254889869211238,0.9973368901154652,4627.6,0.02155192519049756
2,76.724063,30.726649,0.8797524022943436,12919.7,0.0068093872326319,0.8837400152407372,4330.5,0.020407343614842102,0.8866302952503593,4468.8,0.019840455944556912
2,76.721468,30.736991,0.6790666044956374,13539.8,0.005015337039658174,0.6824492866895058,4950.6,0.013785183345241097,0.6824492866895058,3455.9,0.019747367883605017
2,76.724239,30.739403,0.7986557803566365,13288.7,0.006010036951369484,0.8123013460700216,4699.5,0.017284846176614993,0.8167076549662103,4210.6,0.019396467367268567
2,76.76223,30.718974,0.8906584554618424,8014.0,0.011113781575515876,0.897713375026599,4552.3,0.019719995936704503,0.907861595634408,4695.2,0.01933595151717516
2,76.751162,30.728939,0.6154207798208354,9310.1,0.006610248867582898,0.640254023183046,3514.1,0.018219573238753763,0.640254023183046,3418.6,0.018728544526503424
2,76.755728,30.720117,0.886171294055993,11070.0,0.00800516074124655,0.886171294055993,5730.2,0.01546492782199562,0.8896751596072188,5151.4,0.01727055091057225
2,76.714692,30.737373,0.7818909129968897,14806.7,0.005280656142130857,0.7919435245716385,6217.5,0.012737330511807617,0.7986096808033433,4743.6,0.016835519032029327
2,76.728869,30.724373,0.8101610899597025,12626.8,0.006416202758891425,0.8101610899597025,4666.1,0.017362703113085926,0.8102936404582006,4857.1,0.016682663327051133
2,76.753596,30.742354,0.21399467869831357,9332.3,0.002293054002746521,0.24692592586384055,2353.7,0.010490968511868147,0.0,1733.9,0.0
2,76.723448,30.733899,0.5505316805962256,13343.3,0.0041259034916117125,0.5617140833128312,5139.8,0.010928714800436423,0.5991411972026337,3678.3,0.01628853538870222
2,76.761424,30.727588,0.5848278113057909,7822.6,0.007476130842760602,0.5848278113057909,3677.7,0.015901998839105716,0.6191842936273032,3820.5,0.01620689160129049
2,76.732014,30.741725,0.28328440349257733,13978.4,0.0020265867588034206,0.28328440349257733,4144.1,0.0068358486400564005,0.3388466719905967,2182.4,0.01552633211100608
2,76.725031,30.72097,0.8118661240103798,13029.8,0.006230841026035548,0.82714158323214,5411.8,0.015284038272518202,0.8311789916564367,5573.7,0.014912517567440602
2,76.760074,30.707197,0.9656389752668004,7762.0,0.012440594888776094,0.966349622740923,6502.5,0.014861201426234876,0.9669793029702872,6724.7,0.014379515859001699
2,76.739675,30.751624,0.19629430231106704,11498.4,0.0017071444923734348,0.19631254950202756,2760.0,0.007112773532682158,0.19631254950202756,1374.6,0.014281430925507608
