Ward,x,y,fill_ratio_0,distance_from_0_0_0,fill_per_m_0_0_0_0,fill_ratio_1,distance_from_111_0_0,fill_per_m_1_111_0_0,fill_ratio_2,distance_from_187_0_0,fill_per_m_2_187_0_0
2,76.753596,30.742354,0.7354140255070031,9332.3,0.007880308450296317,0.7483322010088737,2353.7,0.03179386502140773,0.0,1308.3,0.0
2,76.735379,30.734311,0.7359844887570796,12793.8,0.005752665265652735,0.7405428891148018,3152.3,0.023492145072321856,0.7523484739011272,1957.7,0.038430222909594275
2,76.739919,30.725365,0.9406365508062431,11468.3,0.008202057417457193,0.9454686404381546,4489.2,0.021060960537248388,0.9482860221573333,2551.7,0.037162911868845606
2,76.732014,30.741725,0.8596439105653961,13978.4,0.0061498019127038586,0.8726435360744856,4144.1,0.021057492243779966,0.8778750478328284,2553.3,0.03438197813938152
2,76.754223,30.73939,0.3448891741731833,9381.6,0.003676229792073669,0.37236385648266795,1640.3,0.022700960585421447,0.4005903678257448,1194.7,0.033530624242549996
2,76.736806,30.748459,0.765063431365564,14910.4,0.005131072482063285,0.765063431365564,3396.5,0.022525053183146296,0.7872217822576028,2382.0,0.03304877339452572
2,76.730074,30.734448,0.7937668070297539,12705.1,0.0062476234506596085,0.7937668070297539,3648.6,0.02175538033847925,0.7937668070297539,2454.0,0.03234583565728419
2,76.751162,30.728939,0.6492427328379706,9310.1,0.00697353124926661,0.6607571220953175,3514.1,0.01880302558536517,0.6879075729516893,2379.9,0.02890489402713094
2,76.729602,30.744926,0.8662336228589225,14470.7,0.005986121078171217,0.8706104590137853,4225.8,0.020602263690041773,0.8706104590137853,3049.5,0.028549285424292026
2,76.757658,30.722922,0.8106657734835124,8161.8,0.00993243859790135,0.8116439152935865,4421.7,0.018355924537928548,0.8179396491299417,2967.0,0.027567901891807946
2,76.74777,30.729357,0.4384288920111806,9988.1,0.0043895124399153055,0.4728691128708903,3985.1,0.011865928405081183,0.5126750354626006,1982.8,0.025856114356596762
2,76.749047,30.743196,0.2906503293653684,10458.2,0.002779162086834908,0.3161323784935406,1833.3,0.017243897806880522,0.0,1229.5,0.0
2,76.735551,30.722152,0.75659393401413,11221.3,0.006742480229689341,0.774697682417424,4738.9,0.016347626715428137,0.7837255300892018,3138.6,0.02497054515036009
2,76.764742,30.727141,0.7381918973244991,7724.2,0.009556871874427114,0.7581759212688406,4058.7,0.01868026514078007,0.7694948711441856,3507.7,0.021937305674492848
2,76.724986,30.715899,0.9919266183081108,12534.1,0.007913824034498773,0.9919266183081108,6149.8,0.016129412636315177,0.992555525462283,4622.2,0.021473660280002662
2,76.74202,30.744061,0.263572950918601,11692.9,0.002254128153996023,0.33371178709073535,2364.9,0.014111031633081117,0.39247758065670657,1855.8,0.021148700326366343
2,76.739484,30.740651,0.2040730584018069,11260.5,0.0018122912694978634,0.2298342511437059,2638.3,0.00871145249379168,0.29838712599521455,1443.6,0.02066965405896471
2,76.739592,30.718233,0.7584459569998643,10536.4,0.007198340581221901,0.7584459569998643,5218.1,0.014534906517695411,0.7627626756018786,3690.5,0.020668274640343546
2,76.724239,30.739403,0.9146651074237494,13288.7,0.00688302924607937,0.9193621992263665,4699.5,0.0195629790238614,0.9220572378505998,4593.5,0.02007308670622836
2,76.764624,30.706718,0.909360326724968,7610.1,0.011949387350034401,0.9102940893374979,6335.8,0.014367468817473687,0.9162613633254182,4687.4,0.019547326093898927
2,76.743005,30.717842,0.7464192328441049,10926.3,0.006831399767937042,0.7492770338347828,5398.1,0.013880384465548672,0.7511663541445408,3870.4,0.019407977318740718
2,76.749401,30.722265,0.4550517048081386,9692.8,0.004694739443794761,0.4644904071385041,4364.8,0.010641734034514847,0.4689860991454836,2452.5,0.01912277672356712
2,76.756494,30.708804,0.8206753834010705,9410.4,0.0087209404850067,0.8244487406582214,6361.2,0.012960585120075165,0.8244487406582214,4358.9,0.018914146703485315
2,76.752876,30.717853,0.6933950025983777,10611.1,0.0065346194324657925,0.6951865259782919,5718.4,0.012157011156587365,0.711845000193262,3811.2,0.018677713061326148
2,76.737358,30.730679,0.28509949938299406,12768.9,0.002232764759556376,0.28509949938299406,3314.6,0.008601324424756956,0.28509949938299406,1629.8,0.017492913203030685
2,76.75884,30.716926,0.4758925108294907,7930.6,0.006000712566886373,0.4919333026209526,5244.2,0.009380521387837088,0.5369630378146473,3241.9,0.01656322026634527
2,76.713972,30.720256,0.6304217481689232,14292.5,0.004410857080069429,0.6533562664289885,5703.3,0.011455758357950457,0.6702919329072801,4416.6,0.015176650203941492
2,76.728869,30.724373,0.47076022166770226,12626.8,0.003728262280765533,0.4906674335647265,4666.1,0.010515579039556085,0.5064998405803477,3379.4,0.014987862951421781
2,76.716595,30.726273,0.594473854912619,13930.6,0.004267395911968034,0.6166035389580589,5217.3,0.011818441319419217,0.6166035389580589,4138.6,0.014898843545113293
2,76.735219,30.742392,0.35876156746613774,11879.6,0.0030199801968596395,0.4099971832765663,3257.3,0.01258702555111799,0.4467695519016843,3046.5,0.014665010730401587
2,76.760074,30.707197,0.65502469640509,7762.0,0.008438864936937514,0.6697621458084115,6502.5,0.010300071446496141,0.6697621458084115,4595.2,0.014575255610385002
2,76.747891,30.715129,0.4458496341987177,10788.5,0.004132637847696322,0.49767656458245607,5427.9,0.009168860232916156,0.4996342377579522,3515.6,0.014211919380986239
2,76.724063,30.726649,0.4040299503284599,12919.7,0.0031272394121261322,0.41895143427508513,4330.5,0.009674435614249743,0.42516433106920953,3135.9,0.013557968400433992
2,76.755438,30.729956,0.13537859601110114,8705.4,0.0015551105751728943,0.21850600512627819,3001.2,0.0072806212557069904,0.2465122203887665,1820.9,0.013537932911679196
2,76.730468,30.707526,0.721909573992304,11568.7,0.0062401961671778505,0.721909573992304,7183.8,0.010049132408924301,0.721909573992304,5656.2,0.012763155015598883
2,76.752629,30.749529,0.1556761255419754,10790.3,0.001442741402388955,0.20728241076618206,2165.4,0.009572476714056621,0.27656577044228947,2183.4,0.012666747753150565
2,76.704889,30.732946,0.763997049319543,16295.3,0.004688450346538837,0.7794943472543271,7706.1,0.010115289799695398,0.7940460510032098,6511.5,0.012194518175584885
2,76.7473,30.693785,0.8904222037791651,9270.7,0.009604692243079435,0.8986756001241603,8929.0,0.010064683616577,0.9003714415851182,7593.9,0.01185650906102422
2,76.736267,30.703417,0.7187890348200257,11046.7,0.006506821356785516,0.7211702211543782,7611.9,0.00947424718078769,0.7211702211543782,6084.3,0.01185296946492412
2,76.736815,30.711349,0.6386990948831726,10607.5,0.006021202874222697,0.6386990948831726,7091.5,0.009006544382474406,0.6386990948831726,5491.2,0.011631320929544955
2,76.748739,30.719108,0.23357908312186626,10716.4,0.0021796413265823063,0.28523785934243784,4847.0,0.005884833079068245,0.3392511318044204,2934.7,0.011559993587229374
2,76.756675,30.701723,0.6689001056186178,8122.3,0.00823535335580584,0.69320495806515,7833.6,0.008849123749810431,0.710828300931003,6306.0,0.011272253424215081
2,76.727024,30.707493,0.6036445245059878,11915.6,0.00506600191770442,0.6391068633050058,7548.4,0.008466785852697337,0.6697663145195203,5948.1,0.011260172399917962
2,76.723448,30.733899,0.38765990055879906,13343.3,0.0029052775592154794,0.4479152777531177,5139.8,0.00871464410586244,0.4479152777531177,4061.1,0.011029407740590424
2,76.761443,30.701343,0.5576612476224163,7298.8,0.007640451137480357,0.5638931424685839,8548.6,0.006596321531813208,0.5951935021782385,5605.3,0.010618405833376242
2,76.742851,30.7107,0.4257616149303052,10370.2,0.004105625879253102,0.4463861869399484,6340.0,0.007040791592112751,0.49164306069786334,4739.7,0.010372872981367246
2,76.735225,30.752778,0.27870734562070865,15723.3,0.0017725753857059819,0.32144295476876905,3542.1,0.009074926026051469,0.32144295476876905,3155.4,0.010187074690016132
2,76.731578,30.712854,0.4118974783621112,11735.6,0.003509811840571519,0.46626344516773816,6417.4,0.007265612945550194,0.4939885381676549,4889.8,0.010102428282703892
2,76.746844,30.686661,0.8224223100162773,9664.0,0.008510164631790948,0.8254930277837638,10171.9,0.00811542610312492,0.8322563306067274,8571.6,0.009709463001151797
