Ward,x,y,fill_ratio,distance_from_0,fill_p_m,fill_ratio_0,distance_from_0_0.5576612476224163,fill_per_m_0,fill_ratio_1,distance_from_257,fill_per_m_1,fill_ratio_2,distance_from_227,fill_per_m_2,fill_ratio_3,distance_from_140,fill_per_m_3,fill_ratio_4,distance_from_79,fill_per_m_4,fill_ratio_5,distance_from_155,fill_per_m_5,fill_ratio_6,distance_from_105,fill_per_m_6
2,76.746865,30.707631,0.9868869366005173,0.4666352691843523,211.49000124348308,0.9868869366005173,1.0,0.9868869366005173,0.9875468783298202,0.6000967219663996,1.6456461803254352,0.987556966531018,0.15736243402931097,6.275684362807146,0.9880530196167492,0.33979898652200424,2.9077574060179434,0.9882792329707311,0.7064172922054712,1.399002040118911,0.9884779236013297,0.7780861666561535,1.2703964753021384,0.0,0.22404802455896886,0.0
2,76.761229,30.756097,0.9082658859666537,0.5575309804845024,162.90859481518993,0.9082658859666537,0.9469237435008665,0.9591753213502799,0.909951398724213,0.2518247566991068,3.613431064728357,0.9160997326214393,0.793560858552193,1.1544164795285032,0.9160997326214393,0.6491634448740168,1.4112004301154493,0.9194459824839808,0.23081922410345285,3.9834029685148167,0.9194459824839808,0.14870517264364752,6.183012777150077,0.0,0.8285145313958139,0.0
2,76.743991,30.750429,0.8872127425763265,0.5480823006505166,161.87582440142612,0.8872127425763265,1.0,0.8872127425763265,0.8974616390715301,0.21613856068743284,4.152251390113528,0.9047649224658105,0.7941192266380236,1.1393313398243934,0.9047649224658105,0.619155030433226,1.4612897868773542,0.9122924482306461,0.07236842105263158,12.606222921005292,0.9198416876988353,0.09022556390977443,10.194912038662093,0.9210109500021822,0.8309165771571787,1.1084276993886006
2,76.730468,30.707526,0.9004180571633305,0.5675438338288249,158.65172053563404,0.9004180571633305,1.0,0.9004180571633305,0.9004180571633305,0.5308634505173442,1.6961387269849582,0.9030623123132635,0.2681113694710728,3.368235797291309,0.9102113648449462,0.4759566762038949,1.9123828078314866,0.9108683940695178,0.615687155860209,1.479433808874729,0.9172199540596386,0.6164737610967524,1.4878491380198184,0.9190953678585358,0.32980369445140767,2.786795246145894
2,76.756587,30.685461,0.8900053418175663,0.3689204171940463,241.24588944868228,0.8900053418175663,0.6666371171490626,1.3350671886134382,0.8951105809442027,0.8048934001152431,1.1120858747457023,0.9048415109307777,0.230938344931519,3.918108580881593,0.9048415109307777,0.3827401267674305,2.3641145718713696,0.9110455942837535,0.8891715792739683,1.0246004432886238,0.9119995039855449,0.8899782811045609,1.024743550880425,0.9177528853418198,0.15213864633659857,6.032345544282949
2,76.752546,30.683652,0.8920465551771133,0.39530901990796613,225.6580321351623,0.8920465551771133,0.6980586140878259,1.2778963502123346,0.8920465551771133,0.8109812618575277,1.0999595146426786,0.8960495142250885,0.24498193757417724,3.6576146106844174,0.9013728586793552,0.3968016078591044,2.271595781939001,0.9013728586793552,0.8916947493351123,1.0108536125747734,0.906268358590332,0.892483085426178,1.0154459769482032,0.9135416894061522,0.17144144222189497,5.328593119414874
2,76.744236,30.729776,0.8773730719279554,0.4987735358470943,175.90609943606268,0.8773730719279554,1.0,0.8773730719279554,0.8782920873334163,0.36098515771769174,2.4330421031334595,0.8810425250873096,0.4082562039559748,2.158062796229592,0.882959687623284,0.38799437389961544,2.2757022962702274,0.8899400892048913,0.45463218876943806,1.9574946763310133,0.8933596894135459,0.4536289331064533,1.9693622346701172,0.8947089763547198,0.5341254463012324,1.675091465030348
2,76.7473,30.693785,0.8036720768991145,0.45480724889372937,176.70608347909186,0.8036720768991145,0.900461366616483,0.8925114465698202,0.8222771249863676,0.7900636200281677,1.0407733050118817,0.836430011058688,0.1583701617211403,5.281487383535555,0.8438927289547268,0.2527900539070468,3.338314604992465,0.8592163850228569,0.8613277645573308,0.997548692122378,0.8592163850228569,0.9545043951240834,0.9001701714649106,0.871576363734712,0.09598368219124861,9.08046392717135
2,76.729602,30.744926,0.808120379564417,0.7099117926981231,113.83391399839097,0.808120379564417,1.0,0.808120379564417,0.808120379564417,0.21201462265128845,3.8116256768457655,0.8262671636325805,0.4980892424001603,1.6588737384710772,0.8262671636325805,0.5249020434395019,1.5741359249019817,0.8430391354010318,0.10945565867580698,7.7021064566246045,0.8558533846996662,0.2156426434104777,3.968850368201718,0.8649106407324577,0.5327800313737414,1.6233916246867162
2,76.760024,30.686268,0.8324426408004217,0.3472757778235658,239.7065081870887,0.8324426408004217,0.6206805846609791,1.3411771873855356,0.8388686167377427,0.8104849669878736,1.0350205752185084,0.841514667301172,0.2914536734210734,2.8873016333041925,0.843591055825952,0.3254741383089725,2.591883521710506,0.843591055825952,0.8991661478838043,0.938192633042682,0.8440668880333104,0.9589299336250209,0.8802174782911445,0.859455984025169,0.13312698927653904,6.455910921562701
2,76.712239,30.733528,0.8180147659224931,0.7368792864922145,111.01068803501181,0.8180147659224931,1.0,0.8180147659224931,0.8338041481678422,0.3562821229794147,2.340291848479913,0.8358153791808542,0.5287275971345636,1.5808052836858737,0.838218646979582,0.5545591329125723,1.5115045397904021,0.8507166839779089,0.3141327794199888,2.7081436249622293,0.8559783653008587,0.35897845596655215,2.3844839462472214,0.8581147704305772,0.5498721738435727,1.560571367764271
2,76.745047,30.737274,0.8172222002012158,0.5352142387582296,152.6906687118944,0.8172222002012158,1.0,0.8172222002012158,0.8180120506937073,0.11269787436868108,7.258451459498283,0.8287977238904386,0.6239676618055492,1.3282703169138304,0.838785928933837,0.4296543442991099,1.9522342554272052,0.838785928933837,0.26973243993877005,3.1096961460187864,0.838785928933837,0.2001338258613894,4.191125239942054,0.8447764155502423,0.6638037709561215,1.2726297326293485
2,76.742851,30.7107,0.8021969807540397,0.5087471423385238,157.6808819144683,0.8021969807540397,1.0,0.8021969807540397,0.8023965720119139,0.509141578754508,1.5759792668569388,0.81683234483943,0.2675647528495111,3.052839868257418,0.81683234483943,0.3049796532371603,2.678317507969095,0.8318418000385649,0.6066710381670556,1.3711579220129266,0.8417019938912449,0.6723978322501012,1.2517916529780992,0.8417019938912449,0.30720718983240436,2.739851220117706
