Ward,x,y,fill_ratio_0,distance_from_0_0_0,fill_per_m_0_0_0_0,fill_ratio_1,distance_from_294_0_0,fill_per_m_1_294_0_0,fill_ratio_2,distance_from_70_0_0,fill_per_m_2_70_0_0
2,76.736815,30.711349,0.7496257521490237,10607.5,0.007066940864002109,0.7546997595905385,4222.4,0.017873715412811162,0.0,1388.7,0.0
2,76.732449,30.702766,0.8927959395898858,11252.2,0.007934412289062456,0.8927959395898858,4997.3,0.01786556619754439,0.9000745102178613,1998.7,0.04503299695891636
2,76.736267,30.703417,0.7290337428294941,11046.7,0.006599561342568314,0.733407598529238,4181.8,0.01753808404345588,0.733899632636761,1793.2,0.04092681422243815
2,76.737422,30.69957,0.6438679275551263,10464.8,0.006152701700511489,0.6689051411857494,3802.6,0.017590731109918198,0.7008568420796141,1879.1,0.03729747443348486
2,76.755728,30.720117,0.7629488785115611,11070.0,0.006892040456292332,0.7774637862835259,4486.2,0.017330118725949042,0.7931924345574483,2234.8,0.03549277047420119
2,76.727024,30.707493,0.9098236408320604,11915.6,0.0076355671626444355,0.9098236408320604,5954.3,0.015280110858237918,0.9144459991703734,2662.1,0.034350550286254215
2,76.742796,30.699565,0.34478692865453653,9777.2,0.003526438332595595,0.3857326657328252,3863.8,0.009983246175599803,0.40478399640580714,1191.5,0.03397263922835141
2,76.744586,30.725718,0.741806475246172,11624.4,0.0063814603355542825,0.7480342779797432,5100.4,0.01466618849462284,0.7697162177822162,2821.6,0.02727942365261611
2,76.76223,30.718974,0.8301772429995874,8014.0,0.010359087135008578,0.8301772429995874,4562.1,0.018197260976295728,0.845569200094307,3145.3,0.02688357867593892
2,76.730074,30.734448,0.8936486490904808,12705.1,0.007033778947749178,0.8942531562386539,6227.4,0.014359976173662426,0.9027084480339302,3869.9,0.02332640244021629
2,76.727989,30.713761,0.6539011463692573,12267.8,0.005330223400848215,0.6782811671556348,5812.5,0.011669353413430276,0.7007701955328186,3014.3,0.02324819014473737
2,76.735379,30.734311,0.895106225730092,12793.8,0.006996406272804734,0.9009483064283095,6689.9,0.013467291086986494,0.9091836288748946,3958.6,0.022967302300684448
2,76.721468,30.736991,0.9278100616476963,13539.8,0.006852465041194821,0.9308185705471794,7143.7,0.01302992245681061,0.9326636630043248,4704.6,0.019824505016458886
2,76.744236,30.729776,0.6592445370508719,10166.9,0.006484223677334014,0.6592445370508719,5667.4,0.0116322217780794,0.6606241817831514,3356.2,0.019683695303711085
2,76.742851,30.7107,0.0666279984103747,10370.2,0.0006424948256578918,0.1533644526006242,3471.0,0.00441845152983648,0.23427075559839772,1192.1,0.01965193822652443
2,76.7537,30.695318,0.35390566721181704,8346.6,0.004240117739101155,0.35645463553189477,1978.3,0.018018229567401043,0.3965163556743788,2131.1,0.018606182519561674
2,76.720504,30.729951,0.8158208510252952,13454.3,0.006063643972746968,0.821707550460592,7064.9,0.0116308447460062,0.8383817778834166,4619.1,0.018150327507164093
