Ward,x,y,fill_ratio_0,distance_from_0_0_0,fill_per_m_0_0_0_0,fill_ratio_1,distance_from_96_0_0,fill_per_m_1_96_0_0,fill_ratio_2,distance_from_267_0_0,fill_per_m_2_267_0_0
2,76.746865,30.707631,0.8089777496137086,9511.8,0.008504991164802756,0.8149615357520433,3079.7,0.026462367625159702,0.0,1191.5,0.0
2,76.748739,30.719108,0.9628704940018097,10716.4,0.008985018233752097,0.9628704940018097,3661.8,0.026295005024900585,0.0,3033.5,0.0
2,76.732449,30.702766,0.6582837834261573,11252.2,0.005850267355949569,0.6582837834261573,4197.6,0.015682384777638586,0.0,2288.2,0.0
2,76.730468,30.707526,0.7099330734342463,11568.7,0.006136671133612647,0.7129451105928134,4514.1,0.015793737635249844,0.0,2796.4,0.0
2,76.744586,30.725718,0.9960127833822483,11624.4,0.008568294134598331,0.9960127833822483,4639.7,0.02146718070957709,0.0,3965.3,0.0
2,76.745708,30.691201,0.4401207709849362,9142.4,0.004814061635729526,0.44724138160133314,2533.0,0.017656588298512955,0.48730924275556087,2136.7,0.02280662904270889
2,76.764742,30.727141,0.947170616843394,7724.2,0.01226237819895127,0.9514285073174277,4358.8,0.0218277623960133,0.9542705305646413,4673.9,0.02041700786419567
2,76.736267,30.703417,0.3255033381261354,11046.7,0.002946611550292263,0.33379365635930675,3992.1,0.00836135508527609,0.0,1832.9,0.0
2,76.737422,30.69957,0.13593274736732064,10464.8,0.001298952176509065,0.21543676884602683,3410.3,0.006317238039058933,0.2622339710319353,1453.7,0.018039070718300562
2,76.735551,30.722152,0.848417726430511,11221.3,0.007560779289659051,0.8545387854572908,5534.0,0.01544161159120511,0.8545387854572908,4859.7,0.01758418802513099
2,76.761424,30.727588,0.8623349164397316,7822.6,0.011023635574358034,0.8714776089790284,4430.3,0.0196708486779457,0.88189348656048,5384.0,0.01637989388113819
2,76.730074,30.734448,0.927900629862027,12705.1,0.007303371322240887,0.9304671395388302,5650.5,0.016466987692041947,0.9326294239091317,5777.5,0.016142439184926555
2,76.755728,30.720117,0.4976495545052182,11070.0,0.004495479263823109,0.5048372547782085,4015.4,0.012572527139966342,0.5358732543294069,3351.1,0.015990965782262747
2,76.749401,30.722265,0.5189373642647569,9692.8,0.005353843721780671,0.5621675254070392,4599.0,0.012223690485041077,0.5961847613926353,3888.4,0.01533239279376184
2,76.724063,30.726649,0.8081570490242127,12919.7,0.0062552307640596355,0.8178401200673064,5865.1,0.01394418032202872,0.8192080250176669,5369.0,0.015258111846110391
2,76.76223,30.718974,0.4250024141231975,8014.0,0.005303249489932587,0.47123850164983416,3790.4,0.012432421423855903,0.5233962770904962,3452.4,0.015160360244771642
2,76.716595,30.726273,0.9503797514820932,13930.6,0.006822245642557342,0.9516305285250318,6982.9,0.01362801312527792,0.9516305285250318,6308.5,0.015084893849964838
2,76.754223,30.73939,0.9583276864813868,9381.6,0.010214970649797334,0.9620328525361209,7334.7,0.013116185427299289,0.965497674493637,6660.4,0.014496091443361316
2,76.750081,30.70896,0.21417625273958685,10343.3,0.00207067621300346,0.270788258239663,3288.7,0.008233899663686655,0.270788258239663,1872.9,0.01445823366114918
2,76.739919,30.725365,0.4979763025873932,11468.3,0.004342198081558673,0.5310524051964169,4413.7,0.01203190985332979,0.5310524051964169,3785.3,0.014029334668227537
2,76.747891,30.715129,0.504421039715213,10788.5,0.004675543770822755,0.5248096998963777,3733.9,0.01405526928670767,0.5401146564205861,3860.9,0.013989345914698284
2,76.760178,30.737124,0.8003641884553453,8987.3,0.008905502080217032,0.8141691155379579,5643.3,0.014427181180124357,0.8143493780914524,6101.0,0.013347801640574536
2,76.74777,30.729357,0.6065122253232189,9988.1,0.00607234834776603,0.6104875633123532,5272.8,0.011578052710369314,0.6137518395337208,4598.4,0.013347073754647722
2,76.75884,30.716926,0.2754466797905091,7930.6,0.0034732136255832984,0.3307746798130522,2626.2,0.012595182385692339,0.38133045487109163,2861.2,0.013327640670735764
2,76.742851,30.7107,0.2891931519658697,10370.2,0.002788694065359103,0.2891931519658697,3010.2,0.009607107566469661,0.3053584441827142,2335.9,0.013072410813079078
2,76.757658,30.722922,0.5337254136714444,8161.8,0.0065393101236423876,0.5374547935794032,4292.7,0.01252020391780006,0.5665359999536823,4394.1,0.012893106664702267
