id,Ward,x,y,fill_ratio_0,fill_ratio_00,distance_from_0_0_0,fill_per_m_0_0_0_0,distance_from_0_1_0,fill_per_m_0_0_1_0,distance_from_0_2_0,fill_per_m_0_0_2_0,fill_ratio_1,fill_ratio_11,distance_from_41_0_0,fill_per_m_1_41_0_0,distance_from_6_1_0,fill_per_m_1_6_1_0,distance_from_155_2_0,fill_per_m_1_155_2_0,fill_ratio_2,fill_ratio_22,distance_from_135_0_0,fill_per_m_2_135_0_0,distance_from_58_1_0,fill_per_m_2_58_1_0,distance_from_4_2_0,fill_per_m_2_4_2_0,fill_ratio_3,fill_ratio_33,distance_from_114_0_0,fill_per_m_3_114_0_0,distance_from_65_1_0,fill_per_m_3_65_1_0,distance_from_189_2_0,fill_per_m_3_189_2_0,fill_ratio_4,fill_ratio_44,distance_from_163_0_0,fill_per_m_4_163_0_0,distance_from_201_1_0,fill_per_m_4_201_1_0,distance_from_297_2_0,fill_per_m_4_297_2_0,fill_ratio_5,fill_ratio_55,distance_from_265_2_0,fill_per_m_5_265_2_0
70,2,76.746865,30.707631,0.5929508514349274,0.5929508514349274,1.0,59.29508514349274,1.0,59.29508514349274,1.0,59.29508514349274,0.5929508514349274,0.5929508514349274,0.5893416598330495,100.61241073690604,0.579984860909607,102.23557396049709,0.7780861666561535,76.20632223589706,0.6190356320122016,0.6190356320122016,0.7241636703883598,85.48283452002234,0.7926260013877501,78.09933448163169,0.5429887087617487,114.00524946897572,0.6559316035181536,0.6559316035181536,0.5924746104838201,110.7104999794867,0.5871128493029711,111.72155477381989,0.18852372842153958,347.93052790229603,0.6821148905721904,0.6821148905721904,0.5407178452028008,126.14987587775238,0.4294139910427049,158.8478495812109,0.1788515317815766,381.3861048756501,0.6841927833872135,0.6841927833872135,0.35284593872873693,193.90694586206115
288,2,76.756675,30.701723,0.8381152896481102,0.8381152896481102,0.900207255034524,93.10248111874719,0.900207255034524,93.10248111874719,0.900207255034524,93.10248111874719,0.8469297356394256,0.8469297356394256,0.7411307036696332,114.27535405643556,0.7312556108481939,115.81856235702035,0.8624469393862148,98.20079322702074,0.8616721641134876,0.8616721641134876,0.8850122468884036,97.36273900649658,0.955423542841943,90.18745357168106,0.6922539816241258,124.4734139472745,0.8723126614489135,0.8723126614489135,0.7432808361133584,117.35976754227474,0.7387810744012324,118.0745814524155,0.3307435689981934,263.74289425826396,0.8764871642467549,0.8764871642467549,0.6895386081771532,127.11212307078992,0.58812772230042,149.0300713624648,0.40943398317576774,214.07289093306252,0.8855137412280242,0.8855137412280242,0.4953949482970729,178.74904543778456
292,2,76.760074,30.707197,0.9446142194740232,0.9446142194740232,0.9372924540832962,100.78116124362572,0.9372924540832962,100.78116124362572,0.9372924540832962,100.78116124362572,0.9483611416647777,0.9483611416647777,0.6494994747201527,146.01415067708783,0.5901368142682913,160.70191161360566,0.7789115235530654,121.75466827589798,0.9499344699549358,0.9499344699549358,0.9767548573291635,97.25413319698606,0.8855855964643233,107.26625113907946,0.76675159697149,123.89077162760147,0.9518466710053801,0.9518466710053801,0.8223346576020674,115.749307439014,0.6435825293130306,147.89815255261746,0.37623320010143335,252.99380032085418,0.9518466710053801,0.9518466710053801,0.763793124267929,124.62100544799932,0.6533032253390169,145.69753126680814,0.36359025756825625,261.791027452569,0.9550430393195449,0.9550430393195449,0.5522562882639199,172.93475142163265
68,2,76.742851,30.7107,0.3592333693997657,0.3592333693997657,1.0,35.92333693997657,1.0,35.92333693997657,1.0,35.92333693997657,0.374411244396013,0.374411244396013,0.5582148849588243,67.07295962264259,0.5496229580914543,68.12147107103064,0.6723978322501012,55.68299397145426,0.40628011991864915,0.40628011991864915,0.6229484484387958,65.21889908175378,0.7446625908854216,54.55895393315949,0.37635725444060864,107.95065463066888,0.44085971099739596,0.44085971099739596,0.5021600354862973,87.7926716271761,0.556170565659293,79.2669979711699,0.197845750323041,222.8300129153968,0.46275149020050577,0.46275149020050577,0.4546778268500125,101.77568882266092,0.3525872210757748,131.24454391415833,0.12276523114308305,376.94018566312826,0.46455737586125223,0.46455737586125223,0.28235713872442186,164.52829135467908
127,2,76.712239,30.733528,0.43088752366180594,0.43088752366180594,1.0,43.08875236618059,1.0,43.08875236618059,1.0,43.08875236618059,0.4429552600552966,0.4429552600552966,0.2907445873611888,152.35202280997862,0.38852493941572797,114.00947921680964,0.35897845596655215,123.39327129329705,0.4429552600552966,0.4429552600552966,0.29047828286863203,152.4916959990506,0.37058933184202814,119.52725618235444,0.0877073846235786,505.03758829016067,0.4605248352771684,0.4605248352771684,0.1859337967031504,247.6821553923367,0.48308300711033,95.33037355875994,0.30175627812841205,152.61483145719097,0.46468193806009356,0.46468193806009356,0.20866288514287235,222.69506038025108,0.15025565231285454,309.2608703282302,0.32122313653431334,144.66017083126758,0.48921559918098717,0.48921559918098717,0.3376607813373812,144.88374908194524
233,2,76.764892,30.731457,0.5155960285792502,0.5155960285792502,0.9213808730132792,55.95905490126441,0.9213808730132792,55.95905490126441,0.9213808730132792,55.95905490126441,0.5356285112948865,0.5356285112948865,0.4257001862805974,125.82294501084165,0.2433521792651176,220.1042591491862,0.31166595858252444,171.85980584179205,0.5595751936482889,0.5595751936482889,0.5415863263505343,103.32151430391018,0.4079000403063281,137.18439283017833,0.7371482728193731,75.91080577426845,0.5986375663906067,0.5986375663906067,0.6108042746494983,98.00808396996351,0.18835038182075667,317.83188364348484,0.6860028105493643,87.26459384491534,0.6120635928825343,0.6120635928825343,0.5567393269932568,109.93719380092357,0.6348028802684184,96.41789788725139,0.5001579572317177,122.37405884136957,0.6433469250781179,0.6433469250781179,0.4465832216739109,144.05980651639464
106,2,76.756494,30.708804,0.45378954138363925,0.45378954138363925,1.0,45.37895413836392,1.0,45.37895413836392,1.0,45.37895413836392,0.4561607793316721,0.4561607793316721,0.6664541358496983,68.44593720617972,0.5031242030094364,90.66564013481111,0.8705049732211171,52.40185792893829,0.4728160523772165,0.4728160523772165,0.8160014452095554,57.94304105132972,0.8719183031539574,54.22710484077656,0.6195910907081528,76.31098307705138,0.47922140989720846,0.47922140989720846,0.682904021083057,70.17405010109377,0.5501572728045566,87.10625735333174,0.3190406358922044,150.20701314647738,0.5160759178409084,0.5160759178409084,0.6305789339454221,81.84160460482111,0.5180757459831676,99.61398923656152,0.2648133979427017,194.8828578350756,0.5477330021999216,0.5477330021999216,0.38426634361982487,142.53993650347454
153,2,76.755438,30.729956,0.03667142693354297,0.03667142693354297,1.0,3.667142693354297,1.0,3.667142693354297,1.0,3.667142693354297,0.1324397121609816,0.1324397121609816,0.3366186504927976,39.3441397162916,0.16090013095320146,82.31174914301486,0.4160635927125692,31.831603264666185,0.1983994379398732,0.1983994379398732,0.4859053001585223,40.830885745668375,0.44025547361407863,45.06461584933915,0.5667286971305168,35.00783336796197,0.2436916326450852,0.2436916326450852,0.47375192409309164,51.43865813560265,0.25230316814850556,96.58683021437463,0.5576079215199761,43.703043525782306,0.2812394050043828,0.2812394050043828,0.49487674317090546,56.830192342915765,0.48429710294759576,58.071667844524534,0.28262917269740623,99.50827167635971,0.3356317212536421,0.3356317212536421,0.23838077515105566,140.7964719642182
96,2,76.761443,30.701343,0.6567366645412922,0.6567366645412922,0.7563601695354356,86.82856276589324,0.7563601695354356,86.82856276589324,0.7563601695354356,86.82856276589324,0.6700744395274483,0.6700744395274483,0.7693136716442658,87.10029006702662,0.7600804153410916,88.15836140531886,0.9514709996994788,70.42510383806659,0.6750901280148709,0.6750901280148709,0.8983201898465271,75.15027889222954,0.9696888050653375,69.61925563009706,0.723624079006,93.29293311275693,0.7052444816918538,0.7052444816918538,0.7685157359143618,91.76708409916559,0.6497994797873553,108.53263254729639,0.4136934061492865,170.47515653110443,0.7223398238792239,0.7223398238792239,0.7174996632089452,100.6745871696485,0.6077886817479975,118.84719896424822,0.3608120291401984,200.19837631260046,0.7223398238792239,0.7223398238792239,0.5323163970611094,135.6974588547758
174,2,76.724239,30.739403,0.2697496115169896,0.2697496115169896,1.0,26.974961151698963,1.0,26.974961151698963,1.0,26.974961151698963,0.3125867173291208,0.3125867173291208,0.19831887242544416,157.6182405164866,0.30884134640709776,101.21271680932452,0.27478233386260503,113.75793812327778,0.3542613495359472,0.3542613495359472,0.24076094727098962,147.1423640550835,0.28857600818740736,122.76188577183532,0.16525318503691105,214.37489961650007,0.40188029819803045,0.40188029819803045,0.1445288101921181,278.0624137594589,0.41572915334080834,96.66877941287296,0.4875721477646421,82.42478575540449,0.40332725525850655,0.40332725525850655,0.10804668628233009,373.2897964168907,0.24063301903120693,167.61093588997457,0.30743413576948836,131.19143528060204,0.43091117138491064,0.43091117138491064,0.3260063061097022,132.1787840631241
52,2,76.761424,30.727588,0.18097695270948977,0.18097695270948977,0.924111045481394,19.58389671830121,0.924111045481394,19.58389671830121,0.924111045481394,19.58389671830121,0.23791089380583608,0.23791089380583608,0.4493325457767277,52.94762109754975,0.25343177790903726,93.8757151012167,0.5035321913762552,47.248397993299605,0.23791089380583608,0.23791089380583608,0.6060720614294152,39.25455551353506,0.5211577082102776,45.65046051469767,0.717412876550502,33.16233950940082,0.30446588184256046,0.30446588184256046,0.5909037212049616,51.52546361050129,0.2961370348493798,102.81249759842326,0.6024689899586533,50.536357375581375,0.33805801469689856,0.33805801469689856,0.5812522150029533,58.16029702272719,0.6012285883047843,56.22786761522471,0.31968103957471944,105.74853458516854,0.3513871288684214,0.3513871288684214,0.2741642055522741,128.16666864319143
195,2,76.731578,30.712854,0.14834320096208886,0.14834320096208886,1.0,14.834320096208886,1.0,14.834320096208886,1.0,14.834320096208886,0.22449757476662416,0.22449757476662416,0.4491291455059818,49.98508269012663,0.44153686219707555,50.84458263564457,0.5423923787450151,41.39025243792429,0.22449757476662416,0.22449757476662416,0.559741299976141,40.10738081613656,0.6138842496335936,36.570017051360914,0.3012116977402093,74.53149278427097,0.24666971561118978,0.24666971561118978,0.4507822352500085,54.720371905158196,0.4473141552200143,55.14462547912523,0.14623027369712668,168.68580586951103,0.2889059384483889,0.2889059384483889,0.40946351273049525,70.55718750660547,0.2535703330038515,113.93522855215112,0.1606990694979379,179.7807164353843,0.35802466021813917,0.35802466021813917,0.2838286921844644,126.14110908331062
130,2,76.720504,30.729951,0.2487142725876299,0.2487142725876299,1.0,24.871427258762992,1.0,24.871427258762992,1.0,24.871427258762992,0.2487142725876299,0.2487142725876299,0.2698245170688925,92.1763060263821,0.3173409244628112,78.37447155882866,0.34484885872917953,72.12268977898893,0.2952630313267658,0.2952630313267658,0.3067346498888831,96.26008389783384,0.35896330541165283,82.2543772233664,0.047115048720483416,626.6851873134098,0.2952630313267658,0.2952630313267658,0.21669652081490676,136.25647066985783,0.42291312071233733,69.81647455851854,0.2892309521862899,102.08555795805377,0.32494993894056234,0.32494993894056234,0.17703633782508196,183.54985362475367,0.04167440892502769,779.7349676276098,0.2416922470882915,134.44781239584253,0.32494993894056234,0.32494993894056234,0.2600432575459147,124.95995551170459
281,2,76.756587,30.685461,0.6926259522261645,0.6926259522261645,0.6666371171490626,103.89849805967086,0.6666371171490626,103.89849805967086,0.6666371171490626,103.89849805967086,0.6926259522261645,0.6926259522261645,0.7929435751961349,87.34870599775567,0.7850449891405523,88.22754896944622,0.8899782811045609,77.8250398837306,0.7061354009040657,0.7061354009040657,0.9080271264571605,77.76589270622195,0.9643455520588625,73.22431252951577,0.7538495634058774,93.67059890752738,0.7098996814192454,0.7098996814192454,0.794663357120695,89.33338564790832,0.7910553610212313,89.7408343839278,0.4126678781968885,172.0268814042619,0.7285335653890112,0.7285335653890112,0.7516776738619741,96.92100626668169,0.6705642480386508,108.64485655474716,0.4798812109392314,151.81539697357877,0.730370534283107,0.730370534283107,0.5963920039005364,122.46484351002717
102,2,76.728869,30.724373,0.13087366071834983,0.13087366071834983,1.0,13.087366071834982,1.0,13.087366071834982,1.0,13.087366071834982,0.15897873491927494,0.15897873491927494,0.27937402984128995,56.905337625544306,0.2988168023568917,53.202742839540456,0.41966293914531,37.88248141307229,0.19397817112102944,0.19397817112102944,0.37904298793043373,51.175770901381384,0.43250071276966456,44.85037027542097,0.12352298286184941,157.03812086369265,0.2221650148014927,0.2221650148014927,0.2798492096176387,79.38740120261171,0.3851015300788799,57.68998496474083,0.23884119491874428,93.017879464669,0.23651422316406073,0.23651422316406073,0.24085278930528717,98.19866477206241,0.051050147305730674,463.29782703195184,0.191845915037856,123.28342936954928,0.24126868622608255,0.24126868622608255,0.2113995628346058,114.1292266601543
13,2,76.760024,30.686268,0.6229665835634828,0.6229665835634828,0.6206805846609791,100.36830520544675,0.6206805846609791,100.36830520544675,0.6206805846609791,100.36830520544675,0.6478087675517028,0.6478087675517028,0.7965523590737316,81.32657698798423,0.7715367955878614,83.96343133033781,0.9589299336250209,67.55538072555585,0.6478087675517028,0.6478087675517028,0.9139668037422513,70.87880707474712,0.9720207980780191,66.6455665179817,0.7406816368403055,87.46116216883793,0.6632842260381449,0.6632842260381449,0.8041368183850801,82.48400158696818,0.8031372480249718,82.58665971093419,0.5039062157493709,131.62850651718182,0.6682491852033986,0.6682491852033986,0.7609623933572413,87.81632194137647,0.6681426404440197,100.01594640918414,0.4591622898929408,145.5366000024107,0.6862811098510501,0.6862811098510501,0.6042753553297266,113.57092487688439
14,2,76.756212,30.681968,0.6315602200925206,0.6315602200925206,0.6306659112118383,100.14180390358563,0.6306659112118383,100.14180390358563,0.6306659112118383,100.14180390358563,0.6555542335654866,0.6555542335654866,0.8066674443407544,81.26697540164591,0.7740134648713505,84.69545599887553,0.960980202639648,68.21724649111307,0.657557660877649,0.657557660877649,0.9182442341021196,71.61032288110407,0.9734118784162111,67.5518426945362,0.744700706572457,88.2982458690162,0.6703022354963611,0.6703022354963611,0.8138748166911077,82.35937784898472,0.8129249433408878,82.4556117987488,0.3040927876283162,220.42687717922865,0.6932366102811773,0.6932366102811773,0.7728552859618717,89.69811333028491,0.6846420477269697,101.25533665113642,0.4860601919744034,142.6236136444772,0.6983219662681339,0.6983219662681339,0.6239584722037061,111.9180197684935
267,2,76.742796,30.699565,0.44375021930457115,0.44375021930457115,1.0,44.375021930457116,1.0,44.375021930457116,1.0,44.375021930457116,0.44375021930457115,0.44375021930457115,0.6903305649879311,64.28083034572417,0.6812175264902016,65.14075196962125,0.8022849077445485,55.310802312370484,0.44375021930457115,0.44375021930457115,0.8231088655238717,53.91148581811765,0.8880865687517898,49.967000393696345,0.6452256269688663,68.77442568256564,0.44375021930457115,0.44375021930457115,0.6923147731456858,64.09659832741883,0.6881520271652415,64.48432930330034,0.18746675939941906,236.7087481141717,0.46870417581318136,0.46870417581318136,0.6427197970789182,72.92511883769315,0.5491347215971852,85.3532216010549,0.36910362885079573,126.98443991799593,0.503290124288553,0.503290124288553,0.46355807388618414,108.5711052488591
