Node,fill_ratio
0.0,0.0
159.0,0.1959828624191452
49.0,0.3035856235574425
10.0,0.23130570688513863
93.0,0.3046137691733707
27.0,0.29605388243432845
262.0,0.33762907075751075
129.0,0.3500023890944091
211.0,0.23350793313893162
35.0,0.3617981838763204
104.0,0.4558821478440191
167.0,0.38143215862095425
156.0,0.31101398923042356
271.0,0.7059958289468231
149.0,0.6794100990092172
261.0,0.384257201832267
56.0,0.6192221455625764
162.0,0.25544826036256946
239.0,0.8399353435622608
107.0,0.43255800328762845
255.0,0.5367236248492524
60.0,0.45286683337740175
44.0,0.5908748109631276
119.0,0.5165232945911781
0.0,9.776623163376295
