Ward,x,y,fill_ratio_0,distance_from_0_0_0,fill_per_m_0_0_0_0,distance_from_0_1_0,fill_per_m_0_0_1_0,distance_from_0_2_0,fill_per_m_0_0_2_0,distance_from_0_3_0,fill_per_m_0_0_3_0,distance_from_0_4_0,fill_per_m_0_0_4_0,distance_from_0_5_0,fill_per_m_0_0_5_0,distance_from_0_6_0,fill_per_m_0_0_6_0,fill_per_m_0_0_1_1,fill_per_m_0_0_2_2,fill_per_m_0_0_3_3,fill_per_m_0_0_4_4,fill_per_m_0_0_5_5,fill_per_m_0_0_6_6,fill_ratio_1,distance_from_100_0_0,fill_per_m_1_100_0_0,distance_from_36_1_0,fill_per_m_1_36_1_0,distance_from_214_2_0,fill_per_m_1_214_2_0,distance_from_53_3_0,fill_per_m_1_53_3_0,distance_from_207_4_0,fill_per_m_1_207_4_0,distance_from_101_5_0,fill_per_m_1_101_5_0,distance_from_291_6_0,fill_per_m_1_291_6_0,fill_per_m_1_36_1_1,fill_per_m_1_214_2_2,fill_per_m_1_53_3_3,fill_per_m_1_207_4_4,fill_per_m_1_101_5_5,fill_per_m_1_291_6_6,fill_ratio_2,distance_from_125_0_0,fill_per_m_2_125_0_0,distance_from_238_1_0,fill_per_m_2_238_1_0,distance_from_80_2_0,fill_per_m_2_80_2_0,distance_from_212_3_0,fill_per_m_2_212_3_0,distance_from_50_4_0,fill_per_m_2_50_4_0,distance_from_270_5_0,fill_per_m_2_270_5_0,distance_from_38_6_0,fill_per_m_2_38_6_0,fill_per_m_2_238_1_1,fill_per_m_2_80_2_2,fill_per_m_2_212_3_3,fill_per_m_2_50_4_4,fill_per_m_2_270_5_5,fill_per_m_2_38_6_6
1,76.700611,30.666119,1.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,,,,,,,1.0,0.4428273747116796,225.82163098003818,0.30424355210736004,328.6840404910618,0.07461600964562802,1340.1949591639589,0.48317257286642906,206.9653900401432,0.3624318515412036,275.91393961308984,0.4593795869154959,217.68490121959917,0.2634855315579786,379.52748072618755,,,,,,,0.0,0.37102248899140283,269.5254410907614,0.32517299224156004,307.5286151862003,0.0802644684420214,1245.8812964323618,0.44388236527573915,225.2849129022734,0.3767561333612917,265.4236816474189,0.5342183895994967,187.1893629026323,0.21303601383937934,469.4042016548245,,0.0,,,,
1,76.720965,30.675272,1.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,,,,,,,1.0,0.29366012254595475,340.5297223641628,0.37477387353590935,266.82756472995817,0.2752532199574841,363.3018353625295,0.4895169021716477,204.28303814713897,0.3941227960485182,253.72802842819976,0.4792463840606894,208.66093793487337,0.26556625401192113,376.55386740331494,,,,,,,1.0,0.24774290358884582,403.64425600646075,0.4187236880496853,238.8209763478538,0.25132758117627446,397.88709035425234,0.5523738068442332,181.0368246302445,0.3470468092201242,288.1455680999279,0.5447626193155767,183.5661927862029,0.21555583343753906,463.9169277178327,,,,,,
1,76.721516,30.695976,1.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,,,,,,,1.0,0.3257308317797787,307.0019483682416,0.37701796834715007,265.23934771173066,0.5369005592796795,186.25422952466792,0.41283566697076673,242.22713297463488,0.32205783189877435,310.5032391556026,0.18287255563047874,546.8289085545723,0.1589702907461029,629.0483557063726,,,,,,,1.0,0.29134108127404706,343.24029952348536,0.4214668200388719,237.2666014154495,0.3927967950497798,254.58456194207702,0.4726508270199516,211.57267539442768,0.20886914442108603,478.76865813361695,0.28934988695410735,345.6023468772276,0.2237356709372893,446.95599758890893,,,,,,
1,76.717915,30.684941,1.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,,,,,,,1.0,0.34742044633691976,287.8356787988882,0.3775538911911189,264.86285092842473,0.40466106527772494,247.12038933463614,0.41189217959928526,242.7819826472217,0.32487548948789113,307.8102326452277,0.33670683952400865,296.9942640350481,0.15328289548720678,652.3885113348877,,,,,,,1.0,0.31445842679542263,318.00706064416283,0.44131848078165986,226.59372846312888,0.2665399384100673,375.1782963427854,0.46922404288484204,213.1178091071139,0.2819374215868912,354.6886377734027,0.3960536820894955,252.4910246318659,0.23063528875033265,433.58499274693395,,,,,,
1,76.69194,30.709532,1.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,,,,,,,1.0,0.4919140762480836,203.28753501570404,0.15862249980612872,630.4275882817494,0.4611511778426004,216.84862753214497,0.032635993247314136,3064.1016267592763,0.10095026754236833,990.5867753944336,0.2183169586666428,458.04962019782505,0.2290365492104965,436.61153796067197,,,,,,,0.0,0.4590573680034837,217.83769735559744,0.22711573220709033,440.3041525490505,0.36478820308165855,274.13167189952907,0.060881547629699884,1642.5338036449148,0.1721517326127287,580.8829134758654,0.17908337658154225,558.3991206155691,0.23369542523428596,427.9073922809884,,,0.0,,,
1,76.695929,30.704942,1.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,,,,,,,1.0,0.5004473072105923,199.82123703968537,0.11598377765849585,862.1895408032087,0.4023558179757858,248.53623467678577,0.1332438718912149,750.5035584799248,0.06206238444563726,1611.281952719585,0.2268980735969464,440.72652717905584,0.23856384564919186,419.175,,,,,,,1.0,0.4675911015685573,213.86206808586624,0.19100017892288423,523.5597189695551,0.3067275004473072,326.02228314764045,0.14115822747062684,708.4248774716916,0.18074193355996898,553.275037122587,0.23123993558776165,432.4512534818942,0.24227351344903678,412.7566343360741,,,,,,
1,76.71159,30.660789,1.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,,,,,,,1.0,0.46630308010390714,214.45279747608964,0.3008601494990193,332.3803440452853,0.15527090070508404,644.0356792283726,0.5071038541059216,197.19826459672782,0.38499973493081696,259.7404385693139,0.4830421990139427,207.02125032582,0.24153103960133596,414.0254609306409,,,,,,,1.0,0.3936873774055028,254.00865188776115,0.347320150559296,287.9187972220102,0.19249986746540848,519.4808771386278,0.4673699835657107,213.96324863883845,0.39948576578486983,250.3218100988654,0.5587260775062292,178.9785800697393,0.24231299369135345,412.6893835803752,,,,,,
1,76.708249,30.663889,1.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,,,,,,,1.0,0.42855826322787893,233.34050135168346,0.3055083797411694,327.32326388140734,0.07464091525468358,1339.7477731722372,0.4863541214107982,205.6114991067078,0.3800505549192306,263.12288906209403,0.5158181602748924,193.86676875957122,0.2375357109943784,420.9893307468477,,,,,,,1.0,0.3923009070921706,254.9063695550037,0.34262148320760427,291.86727891025765,0.2080255934278605,480.7100816404025,0.4618731650802428,216.5096558113019,0.4114301512697974,243.05462225208794,0.5526218781679109,180.95555740848826,0.24735047461063497,404.284649776453,,,,,,
1,76.683038,30.698,1.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,,,,,,,1.0,0.548758478388527,182.22953072845084,0.1411708930659038,708.3613188826134,0.39271841783438116,254.63537093942057,0.1351370279982114,739.9896348269813,0.20419245874614125,489.7340509735635,0.3016609291074728,331.49801764474773,0.30888540505012957,323.7446585855062,,,,,,,0.0,0.5190794045868149,192.64875299685525,0.1658612534277202,602.913567414818,0.2948351192496457,339.17262046156384,0.12940485618390357,772.7685262281433,0.2599679989656231,384.66272925085485,0.2645903705978375,377.9427035611752,0.24760935033590312,403.86196993102845,,,0.0,,,
1,76.726352,30.694305,1.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,,,,,,,1.0,0.27093671663170815,369.08987915407863,0.4131921351955116,242.0181593066447,0.4850360669156392,206.1702352072566,0.45169761770774713,221.38704318936877,0.3541208369570778,282.38948280843687,0.20453266485905766,488.9194597298649,0.21803857369417298,458.6344439230409,,,,,,,1.0,0.23397452294469737,427.39696075215926,0.460974403574291,216.93178455164252,0.34078545727392096,293.43975180144116,0.5159871079961119,193.8032916914535,0.23246533994986443,430.17165492957747,0.2721815794410054,367.4017918676775,0.24844392148837843,402.50531951403667,,,,,,
1,76.725084,30.684377,1.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,,,,,,,1.0,0.2762090667384646,362.04459607652007,0.41152862383468514,242.9964629633416,0.3517315653081142,284.307721749115,0.449517046410662,222.460974057575,0.3532376400901962,283.0955386704142,0.3454800928886346,289.452278317625,0.16335442398949954,612.1658511460212,,,,,,,1.0,0.23972671894456968,417.1416537975573,0.4586797024871268,218.0170595249014,0.2886867701006293,346.3961994695579,0.5129572914212635,194.9480038053997,0.3057247669370309,327.0915896081022,0.4122437990105341,242.57490407380195,0.24895668562582035,401.6762986244888,,,,,,
1,76.71782,30.664171,1.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,,,,,,,1.0,0.4321393060861374,231.40686022221553,0.309860536919776,322.7258333509257,0.1732887644565388,577.0714582310974,0.48956643466429434,204.26236955679371,0.40006018106651314,249.9623924915792,0.5188523732272751,192.73304924481204,0.25843843215238893,386.93935405487497,,,,,,,1.0,0.286847820398765,348.6169072541105,0.3628722068135434,275.5791105582896,0.21298864409440577,469.50859950859956,0.48137003506201265,207.74039245529164,0.4151185305353498,240.89505200126067,0.5715500549479302,174.96280358001238,0.2520670888063216,396.71977993460325,,,,,,
1,76.726498,30.678517,1.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,,,,,,,1.0,0.35319176825271986,283.1323065503804,0.425457137239481,235.04130321760726,0.3005062917813606,332.771734685532,0.4624459300039324,216.24149659863943,0.40197765106829203,248.77004911651417,0.36584087036308827,273.3428878538158,0.1867872591427448,535.3684210526316,,,,,,,1.0,0.26342738235679647,379.6112579692116,0.49712445930003935,201.15686953082513,0.3021365840870363,330.9761388286334,0.5232173286144973,191.12516832117245,0.3224374098833399,310.13771024950455,0.5252654345261503,190.3799363653378,0.2671631275396513,374.3031492441201,,,,,,
1,76.673781,30.709807,1.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,,,,,,,1.0,0.6014412648089439,166.2672747134608,0.16874374269981646,592.614566916968,0.39767228433172036,251.46333787894682,0.1629035958618388,613.8599916776031,0.17675830135157686,565.7442916986253,0.3258489070582346,306.89070251240196,0.33107375271149675,302.04750204750206,,,,,,,0.0,0.5443016852995162,183.72164316370322,0.21288378107792424,469.7398716504189,0.3176205573168697,314.8410822169687,0.12890038378107793,775.7928802588997,0.2837268479893209,352.45166507388075,0.2882008176205573,346.98027863216936,0.271764975805106,367.9650024943397,,,0.0,,,
