Node,fill_ratio
0.0,0.0
267.0,0.54669741271407
200.0,0.4156943433451218
33.0,0.4311733244662625
108.0,0.31630357380650964
106.0,0.31480459829948454
14.0,0.8729511017269854
105.0,0.503850989817935
99.0,0.37223318298239083
140.0,0.22427559079412798
227.0,0.4895015414035697
117.0,0.4473224319223946
96.0,0.2127547443021634
73.0,0.7101325108112246
6.0,0.6947081682796161
20.0,0.5645635579439698
65.0,0.770590260618034
234.0,0.6965256522700849
114.0,0.5835298093887014
163.0,0.6227155652950578
160.0,0.1984326907115461
0.0,9.988761050899251
