Node,fill_ratio
0.0,0.0
256.0,0.21673980009077565
153.0,0.22313768958949715
278.0,0.4132922971971249
31.0,0.361788783131269
201.0,0.28991074354366914
147.0,0.18114934953468032
192.0,0.6462486722700528
84.0,0.2716373907926582
165.0,0.33055397012790344
187.0,0.32170964780171857
257.0,0.20151552763126532
28.0,0.1620735939425421
275.0,0.3020484234232878
170.0,0.5656945156426908
130.0,0.4107836584112635
127.0,0.7533849694974172
174.0,0.2769693261921807
172.0,0.6727299968726062
294.0,0.7791928043462821
13.0,0.5661887538587778
254.0,0.8985154457145098
182.0,0.7139014824528788
0.0,9.559166842065052
