Ward,x,y,fill_ratio_0,distance_from_0_0_0,fill_per_m_0_0_0_0,distance_from_0_1_0,fill_per_m_0_0_1_0,distance_from_0_2_0,fill_per_m_0_0_2_0,fill_per_m_0_0_1_1,fill_per_m_0_0_2_2,fill_ratio_1,distance_from_281_0_0,fill_per_m_1_281_0_0,distance_from_13_1_0,fill_per_m_1_13_1_0,distance_from_208_2_0,fill_per_m_1_208_2_0,fill_per_m_1_13_1_1,fill_per_m_1_208_2_2,fill_ratio_2,distance_from_24_0_0,fill_per_m_2_24_0_0,distance_from_105_1_0,fill_per_m_2_105_1_0,distance_from_186_2_0,fill_per_m_2_186_2_0,fill_per_m_2_105_1_1,fill_per_m_2_186_2_2,fill_ratio_3,distance_from_14_0_0,fill_per_m_3_14_0_0,distance_from_227_1_0,fill_per_m_3_227_1_0,distance_from_70_2_0,fill_per_m_3_70_2_0,fill_per_m_3_227_1_1,fill_per_m_3_70_2_2,fill_ratio_4,distance_from_229_0_0,fill_per_m_4_229_0_0,distance_from_182_1_0,fill_per_m_4_182_1_0,distance_from_189_2_0,fill_per_m_4_189_2_0,fill_per_m_4_182_1_1,fill_per_m_4_189_2_2,fill_ratio_5,distance_from_33_0_0,fill_per_m_5_33_0_0,distance_from_193_1_0,fill_per_m_5_193_1_0,distance_from_110_2_0,fill_per_m_5_110_2_0,fill_per_m_5_193_1_1,fill_per_m_5_110_2_2,fill_ratio_6,distance_from_117_0_0,fill_per_m_6_117_0_0,distance_from_195_1_0,fill_per_m_6_195_1_0,distance_from_225_2_0,fill_per_m_6_225_2_0,fill_per_m_6_195_1_1,fill_per_m_6_225_2_2,fill_ratio_7,distance_from_108_0_0,fill_per_m_7_108_0_0,distance_from_66_1_0,fill_per_m_7_66_1_0,distance_from_157_2_0,fill_per_m_7_157_2_0,fill_per_m_7_66_1_1,fill_per_m_7_157_2_2,fill_ratio_8,distance_from_245_0_0,fill_per_m_8_245_0_0,distance_from_7_1_0,fill_per_m_8_7_1_0,distance_from_4_2_0,fill_per_m_8_4_2_0,fill_per_m_8_7_1_1,fill_per_m_8_4_2_2,fill_ratio_9,distance_from_247_0_0,fill_per_m_9_247_0_0,distance_from_31_1_0,fill_per_m_9_31_1_0,distance_from_201_2_0,fill_per_m_9_201_2_0,fill_per_m_9_31_1_1,fill_per_m_9_201_2_2,fill_ratio_10,distance_from_169_0_0,fill_per_m_10_169_0_0,distance_from_39_1_0,fill_per_m_10_39_1_0,distance_from_278_2_0,fill_per_m_10_278_2_0,fill_per_m_10_39_1_1,fill_per_m_10_278_2_2,fill_ratio_11,distance_from_130_0_0,fill_per_m_11_130_0_0,distance_from_114_1_0,fill_per_m_11_114_1_0,distance_from_213_2_0,fill_per_m_11_213_2_0,fill_per_m_11_114_1_1,fill_per_m_11_213_2_2,fill_ratio_12,distance_from_126_0_0,fill_per_m_12_126_0_0,distance_from_57_1_0,fill_per_m_12_57_1_0,distance_from_127_2_0,fill_per_m_12_127_2_0,fill_per_m_12_57_1_1,fill_per_m_12_127_2_2,fill_ratio_13,distance_from_135_1_0,fill_per_m_13_135_1_0,distance_from_170_2_0,fill_per_m_13_170_2_0,fill_per_m_13_135_1_1,fill_per_m_13_170_2_2,fill_ratio_14,distance_from_58_1_0,fill_per_m_14_58_1_0,distance_from_192_2_0,fill_per_m_14_192_2_0,fill_per_m_14_58_1_1,fill_per_m_14_192_2_2,fill_ratio_15,distance_from_171_1_0,fill_per_m_15_171_1_0,distance_from_174_2_0,fill_per_m_15_174_2_0,fill_per_m_15_171_1_1,fill_per_m_15_174_2_2,fill_ratio_16,distance_from_89_1_0,fill_per_m_16_89_1_0,distance_from_163_2_0,fill_per_m_16_163_2_0,fill_per_m_16_89_1_1,fill_per_m_16_163_2_2,fill_ratio_17,distance_from_237_1_0,fill_per_m_17_237_1_0,distance_from_264_2_0,fill_per_m_17_264_2_0,fill_per_m_17_264_2_2,fill_ratio_18,distance_from_275_2_0,fill_per_m_18_275_2_0,fill_per_m_18_275_2_2
2,76.739484,30.740651,0.44418340687836655,11260.5,0.003944615309074789,11260.5,0.003944615309074789,11260.5,0.003944615309074789,,,0.4891082952270414,8536.7,0.005729477376820567,8652.1,0.005653058739809311,7741.6,0.006317922589994851,,,0.526203367985482,8588.7,0.006126694004744395,7190.7,0.007317832310977818,6022.2,0.008737726544875327,,,0.5708034744756685,9248.9,0.006171582290603948,5911.1,0.009656467907422788,5116.6,0.011155913584717752,,,0.613671320252701,8770.1,0.00699731269030799,6693.9,0.00916762007578095,6366.5,0.00963906888011782,,,0.613671320252701,8520.4,0.007202376886680215,5550.1,0.011056941681279634,5897.0,0.010406500258651875,,,0.613671320252701,7542.8,0.008135855653771822,5091.3,0.012053332552642763,4587.6,0.013376739913085295,,,0.6379611184477355,7720.6,0.008263102847547282,5440.0,0.011727226442053961,3843.8,0.016597146533319514,,,0.670059320650822,6262.8,0.010699037501609854,4162.5,0.016097521216836563,3565.8,0.018791276029245102,,,0.6996725632058765,4468.8,0.01565683322605345,3087.5,0.022661459537032438,2626.3,0.026640999246311407,,,0.7235172127581059,3731.2,0.019391005916544433,1906.5,0.03795002427265177,3721.0,0.01944416051486444,,,0.7457104143520199,3187.1,0.023397772719777225,1783.6,0.0418092853976239,4792.4,0.015560270727652533,,,0.7493413043904958,3025.9,0.024764245493588546,1116.2,0.06713324712331982,4055.1,0.018478984596939554,,,0.766721999736,1889.5,0.0405780365036253,3044.5,0.025183839702282804,,,0.766721999736,2524.9,0.030366430343221514,2560.9,0.029939552490764965,,,0.7687426481955528,2317.2,0.03317549836852895,3315.6,0.023185626981407675,,,0.7687426481955528,2274.9,0.03379237101391502,1287.4,0.05971280473788665,,,0.7880957300801656,1996.8,0.03946793520032881,1040.4,0.0757493012380013,,0.7914733757488096,1474.0,0.05369561572244299,
2,76.740917,30.734954,0.39312179820707915,13081.1,0.0030052655985129627,13081.1,0.0030052655985129627,13081.1,0.0030052655985129627,,,0.39312179820707915,7555.8,0.005202914293748897,7781.5,0.005052005374376138,6129.5,0.006413603037883664,,,0.4195450519882882,7718.1,0.005435859239816641,6210.5,0.006755415054959958,4104.8,0.010220840284259602,,,0.4507946046324355,8378.2,0.005380566286701624,5799.4,0.007773124885892256,4216.8,0.010690443099801638,,,0.4788293504579856,7818.7,0.006124155556012964,6048.2,0.007916890156707544,5076.4,0.009432459035103334,,,0.514645987374884,7566.7,0.0068014588575585665,4648.3,0.011071703361979305,5157.0,0.009979561515898468,,,0.514645987374884,6393.4,0.008049644748879845,3881.8,0.013257921257532175,3614.3,0.014239160760725008,,,0.514645987374884,6763.4,0.007609279169868469,4637.2,0.011098205541595877,3407.8,0.01510200092067856,,,0.5570433234065784,5281.9,0.010546267884787262,3291.8,0.016922149687301123,2952.0,0.018870031280710648,,,0.5912323159106356,3487.9,0.016950953751845972,3367.5,0.017557010123552656,2035.0,0.029053185057033692,,,0.604856537093294,2876.2,0.021029710628374037,2449.8,0.024690037435435297,3922.1,0.015421752048476428,,,0.6110149086785208,2569.6,0.023778600119805447,2214.3,0.02759404365616767,5410.7,0.01129271459660526,,,0.6314076357129296,3106.5,0.02032537053638917,2493.0,0.02532722164913476,4135.7,0.01526724945506032,,,0.663599059643087,3253.5,0.020396467178210757,3396.8,0.019536006230660825,,,0.6703666133749369,3922.9,0.017088547079327457,2655.1,0.02524826233945753,,,0.6803104080075152,3532.4,0.01925915547524389,2404.1,0.028297924712263015,,,0.6971765794311862,2810.8,0.02480349293550541,1721.9,0.04048879606430025,,,0.7021448091301163,3331.8,0.021074038331535996,856.9,0.08194011076322984,,0.7130653033443488,1353.2,0.05269474603490606,
2,76.728869,30.724373,0.7850639210464312,12626.8,0.00621744164037152,12626.8,0.00621744164037152,12626.8,0.00621744164037152,,,0.7911720668684772,7295.7,0.010844361293206645,7327.2,0.010797740840545874,5869.4,0.013479607231888733,,,0.7911720668684772,7263.8,0.010891985832050404,5950.3,0.01329633912354801,3844.6,0.020578787568758188,,,0.8013134675480207,7923.9,0.010112614590643757,5539.2,0.014466230999928161,3791.6,0.021133913586560308,,,0.8013134675480207,7558.5,0.010601487961209508,5788.0,0.013844393012232562,3015.8,0.02657051089422444,,,0.8149785154220265,7195.5,0.011326224938114467,2482.9,0.032823654413066436,2968.2,0.027456994657436378,,,0.8149785154220265,6133.2,0.013287982055403812,3621.7,0.022502651114725863,1771.7,0.045999803320089544,,,0.8149785154220265,6503.2,0.012531961425483247,4115.0,0.019805067203451435,2017.4,0.040397467801230616,,,0.8200058747754368,3221.3,0.02545574379211613,1102.4,0.07438369691359187,1559.7,0.052574589650281264,,,0.8377895456565989,1645.4,0.05091707461143788,1762.5,0.04753415861881412,644.6,0.12997045387164116,,,0.840398867785802,628.6,0.1336937428867009,2986.4,0.02814086752564298,2209.9,0.03802881885088927,,,0.8503873641163494,1179.2,0.07211561771678675,3533.6,0.024065750625887183,3284.3,0.0258924995924961,,,0.8627583519306541,1639.2,0.05263289116219217,4052.4,0.02129005902503835,2668.5,0.03233121049018752,,,0.870032877590306,4786.1,0.018178326353195835,1929.6,0.045088768531835924,,,0.87168180722784,5461.1,0.015961652546700116,2602.6,0.03349273062429263,,,0.8829957373813427,5057.7,0.017458444300400236,2351.6,0.03754872161002478,,,0.8870397210422915,5211.2,0.017021793848677684,3041.2,0.029167424735048388,,,0.8883143709809281,4857.1,0.018288986658313154,1856.6,0.047846298124578704,,0.8929636753904917,1767.9,0.050509852106481797,
2,76.74202,30.744061,0.9757788185489327,11692.9,0.008345053994722717,11692.9,0.008345053994722717,11692.9,0.008345053994722717,,,0.9764997626871269,8944.8,0.010916954685259894,9084.6,0.010748957165831482,7518.4,0.012988132617140973,,,0.9764997626871269,9021.2,0.010824499652896807,7599.4,0.012849695537636222,5493.7,0.017774901481462893,,,0.9764997626871269,9681.3,0.010086452880162034,7188.3,0.013584571632891321,5605.7,0.01741976493010912,,,0.9771620581329414,9207.6,0.010612559821592395,7437.1,0.013139020023032383,6465.3,0.015113947661097573,,,0.9790891530456319,8952.9,0.010936000101035777,6037.2,0.016217603409620883,6545.9,0.014957288578280022,,,0.9790891530456319,7782.3,0.012580974172746257,5270.8,0.018575721959581695,5003.2,0.019569258735322035,,,0.9790891530456319,8152.3,0.012009974523087127,6026.1,0.016247476030029902,4556.6,0.021487274569758852,,,0.9808518234430836,6670.8,0.014703661081775553,4594.9,0.021346532534833918,3998.2,0.024532335136888694,,,0.9811575553878716,4876.8,0.020118880318812985,3519.9,0.02787458607880541,3183.9,0.03081621770118005,,,0.9811575553878716,4265.1,0.023004327105762386,2314.5,0.04239177167370368,4153.4,0.023622996951602825,,,0.9814794101678783,3630.3,0.027035765919287063,2177.4,0.04507575136253689,5642.0,0.017395948425520707,,,0.9818637336970256,3337.8,0.02941649390907261,1545.4,0.06353460163692413,4367.1,0.02248319785892298,,,0.983003605107463,2305.9,0.042629932135281795,3628.2,0.027093423877059233,,,0.9838386897118129,1945.4,0.05057256552440695,2886.5,0.03408413960546727,,,0.9844374524191564,1554.9,0.06331194626144165,2635.4,0.037354384625451785,,,0.9844374524191564,788.2,0.1248969109894895,2095.7,0.04697415910765646,,,0.984873911948118,1354.3,0.0727219901017587,1630.3,0.06041059387524493,,0.984873911948118,2063.9,0.0477190712703192,
2,76.735219,30.742392,0.12036357620998606,11879.6,0.001013195530236591,11879.6,0.001013195530236591,11879.6,0.001013195530236591,,,0.15016772384743374,8470.0,0.0017729365271243653,9483.0,0.001583546597568636,7043.7,0.002131943777381685,,,0.23281063150322379,9419.6,0.0024715553898596943,8021.7,0.0029022605121510874,5018.9,0.004638678425615649,,,0.25582089600732183,10079.8,0.0025379560706295943,6713.6,0.0038104876073540546,5947.5,0.004301318133792717,,,0.281640856088745,8732.8,0.003225092250924618,6962.4,0.004045169138353801,5990.6,0.004701379763107952,,,0.2892708235145431,9351.3,0.0030933755040961483,5562.5,0.005200374355317628,6727.9,0.004299570794966381,,,0.2892708235145431,8373.7,0.003454516205674231,4796.0,0.006031501741337429,4528.4,0.006387925614224519,,,0.2892708235145431,8551.5,0.0033826910309833723,6270.9,0.004612907613174235,4674.7,0.00618800828961309,,,0.29525608792286906,6196.1,0.004765192426249884,4993.4,0.0059129268218622395,3689.9,0.00800173684714678,,,0.29525608792286906,4402.1,0.0067071644879232424,3918.4,0.007535118617876405,2709.1,0.010898678082125765,,,0.3059163462818465,4562.1,0.006705603697460522,1789.9,0.01709125349359442,2944.5,0.010389415733803583,,,0.364437653135201,3186.3,0.01143764407416756,1667.0,0.02186188681074991,4433.1,0.008220830866328323,,,0.364437653135201,2909.3,0.012526643973986902,999.6,0.03645834865298129,3938.6,0.009252974486751662,,,0.364437653135201,1772.9,0.0205560185647922,2927.9,0.012447066263711224,,,0.40301457896151227,2408.3,0.01673440098665084,1677.5,0.024024714096066307,,,0.4192714111656534,2200.6,0.019052595254278538,1426.5,0.02939161662570301,,,0.43397552659515953,2158.4,0.020106353159523697,1170.8,0.03706658067946358,,,0.4788522135071813,2675.7,0.017896334174503172,1302.8,0.0367556197042663,,0.0,1277.7,0.03992091582412512,0.0
2,76.739919,30.725365,0.9150015377475272,11468.3,0.00797852809699369,11468.3,0.00797852809699369,11468.3,0.00797852809699369,,,0.9150015377475272,5980.5,0.015299749816027542,6168.6,0.014833212361759995,4554.2,0.02009137801913678,,,0.9213676093582173,6105.2,0.015091522134544606,4707.2,0.019573581096155195,2529.5,0.03642489066448774,,,0.9213676093582173,6765.4,0.013618819424693548,4224.1,0.02181216375933849,2633.1,0.03499174392762209,,,0.921797023227752,6243.4,0.014764343518399463,4472.9,0.020608487183432497,3501.1,0.02632878304612128,,,0.9275564626845639,6036.9,0.015364780975079328,3073.0,0.030184069726149166,3413.5,0.02717317892733452,,,0.9281018083364453,5059.3,0.01834447074370852,2306.5,0.0402385349376304,3230.2,0.028732023043045177,,,0.9332225428182936,5237.1,0.017819452422491333,2956.5,0.03156511222114979,3518.2,0.02652556826838422,,,0.9398079807037141,3706.6,0.02535498787847931,1679.0,0.055974269249774514,3240.2,0.029004628748340044,,,0.9398079807037141,2963.8,0.03170956139765551,1791.3,0.05246513597408106,2739.4,0.034307073837472224,,,0.9426484572059006,2849.6,0.03308002727421044,3140.0,0.03002065150337263,4626.5,0.020374980162237124,,,0.9482122272185711,2861.5,0.033136894189011744,3700.6,0.025623202378494598,6115.1,0.015506078841205721,,,0.9531408820163404,3405.3,0.027989924001302097,4206.0,0.022661457014178325,4434.6,0.021493277454930328,,,0.9566208087622811,4979.3,0.019211953663412145,4101.2,0.023325387905059034,,,0.960811331723816,5614.7,0.017112425093483465,3359.5,0.028599831276196343,,,0.9624192573687111,4897.3,0.01965203800805977,3108.5,0.030960889733592123,,,0.9656464847335335,5364.8,0.017999673515015163,3215.7,0.03002912226680143,,,0.9656464847335335,4696.7,0.020560105706848075,1857.5,0.051986351802612844,,0.9656464847335335,2524.8,0.0382464545601051,
2,76.744236,30.729776,0.9868959453882975,10166.9,0.009706950450858154,10166.9,0.009706950450858154,10166.9,0.009706950450858154,,,0.9868959453882975,6727.6,0.01466936121928024,6891.7,0.014320065374121008,5981.2,0.016499965648837985,,,0.9868959453882975,6828.3,0.01445302557574063,5430.4,0.01817354053823471,4261.8,0.023156786930130402,,,0.9881076010410187,7488.5,0.013195000347746795,4150.7,0.02380580627462883,3356.2,0.02944126098090158,,,0.9884618273209526,7009.7,0.014101342815255326,4933.5,0.02003571150949534,4606.1,0.021459842976074173,,,0.9895866887054752,6760.0,0.01463885634179697,3789.7,0.0261125336756333,4136.6,0.023922706781063556,,,0.9897279572142965,5782.4,0.01711621398060142,3330.9,0.029713529593031807,3861.7,0.025629333123088186,,,0.990667679589119,5960.2,0.016621383168167497,3679.6,0.026923243819684726,4155.4,0.023840488992374242,,,0.9915344313723786,4454.5,0.022259163348801854,2402.1,0.04127781655103362,3877.4,0.025572147092700743,,,0.9921103022609834,3595.4,0.027593878351810187,2428.5,0.040852802234341505,2937.9,0.03376936935433417,,,0.9927783900324519,3072.3,0.03231384923452957,3777.2,0.026283447792874403,4801.4,0.020676852377066107,,,0.9929301288949608,3498.7,0.028379973387114097,4337.8,0.02289017771439349,5809.0,0.01709296142012327,,,0.9936134961106408,4042.5,0.024579183577257656,4061.5,0.02446420032280292,5071.8,0.019590943966848864,,,0.9938776837581665,4834.8,0.02055674865057844,4061.1,0.02447311525838237,,,0.9941291985472659,5470.2,0.01817354390236675,3577.5,0.027788377317883046,,,0.9945932933908174,5262.5,0.01889963502880413,4332.2,0.022958157365560623,,,0.9947947781675331,5220.3,0.01905627604098487,3852.9,0.0258193770450189,,,0.9950307913738172,4861.1,0.02046925163797941,2033.1,0.04894155680359142,,0.995482712903853,2699.8,0.03687246140098722,
2,76.737358,30.730679,0.009910695491153643,12768.9,7.761589088452133e-05,12768.9,7.761589088452133e-05,12768.9,7.761589088452133e-05,,,0.043784878300612576,7068.0,0.0006194804513386047,7469.2,0.0005862057288680525,6558.7,0.0006675847088693274,,,0.047271339115863203,7405.8,0.0006383015895090767,6007.8,0.0007868327693309232,4839.2,0.0009768420217363036,,,0.10272682877252674,8066.0,0.0012735783383650723,4728.2,0.002172641359767496,3933.7,0.002611455595813782,,,0.14270194699738792,7587.2,0.001880824902432886,5510.9,0.00258944903731492,5183.6,0.002752950594131258,,,0.18946137897435866,7337.5,0.002582097158083253,4367.2,0.004338280339218691,4714.0,0.004019121318929968,,,0.2553460895312343,6359.8,0.004015001879481026,3908.4,0.006533263983503078,3404.7,0.007499811717074464,,,0.30891560985060457,6537.7,0.004725142020138651,4257.1,0.007256479994611462,3001.0,0.010293755743105783,,,0.30891560985060457,5031.9,0.006139144455386725,2979.5,0.010368035235798106,2723.0,0.011344679024994659,,,0.30891560985060457,3278.3,0.009423042731007063,1904.6,0.016219448170251213,1783.5,0.01732075188396998,,,0.36253443339299346,2548.3,0.014226520950947433,1972.3,0.018381302712213835,3661.0,0.009902606757525087,,,0.36253443339299346,2344.3,0.015464506820500509,2330.6,0.015555412056680403,4654.6,0.007788734443195837,,,0.3955682644614664,2888.1,0.013696487810722151,2694.2,0.0146822160367258,3917.4,0.010097724625043816,,,0.43925895991433617,3467.5,0.012667886370997439,2906.7,0.015111946878395989,,,0.4677714662263739,4102.9,0.011400996032717686,2423.1,0.019304670307720435,,,0.47398512273755206,3895.2,0.01216844122862888,3177.8,0.01491551144620656,,,0.4861928012027035,3853.0,0.012618551809050181,1838.2,0.026449396213834374,,,0.49465679322978134,3493.8,0.014158131353534298,973.2,0.05082786613540704,,0.5007793021609165,1469.5,0.03407821042265509,
2,76.748739,30.719108,0.9888405413036631,10716.4,0.00922735752028352,10716.4,0.00922735752028352,10716.4,0.00922735752028352,,,0.9888405413036631,5228.8,0.01891142406104007,5416.8,0.01825506833007796,4506.3,0.021943513332526976,,,0.9888977485491937,5353.4,0.018472330641259645,3955.4,0.02500120717371678,1509.0,0.06553331666992668,,,0.9898347713240276,6013.5,0.016460210714625886,2675.8,0.0369921059617321,1881.2,0.05261720026174929,,,0.9908174502216031,5534.7,0.01790191790379972,3458.5,0.02864876247568608,3131.1,0.03164438856062097,,,0.9917051587382851,5285.1,0.018764170190503207,3104.4,0.03194514749189167,3936.5,0.025192560872304967,,,0.9917460597603703,4307.4,0.0230242387463521,2824.1,0.035117243006988784,3354.9,0.029561121337755826,,,0.9922246173088065,4485.2,0.0221221933761885,2204.7,0.04500497198298211,4846.7,0.020472169049225383,,,0.9925057286406168,2979.5,0.03331115048298764,1895.2,0.0523694453693867,4568.8,0.021723553857481544,,,0.9927820612778298,3088.6,0.032143432664567435,3119.9,0.031820957763961336,3629.3,0.0273546430793219,,,0.9931954849655323,3763.6,0.02638950698707441,4468.5,0.022226596955701745,5480.6,0.018122021037213668,,,0.9933977247561439,4190.0,0.023708776247163336,5029.1,0.01975299208121023,6500.4,0.015282101482310994,,,0.9939708670551566,4733.9,0.02099687080536464,4244.4,0.02341840700817917,5763.1,0.01724715634042714,,,0.9942365125302141,5017.8,0.019814191728052412,4752.5,0.020920284324675728,,,0.9944508201950795,5653.1,0.01759124763749234,4268.8,0.023295793201721315,,,0.9945906585393218,5445.5,0.018264450620499896,5023.6,0.019798364888512658,,,0.9949568914115706,5403.2,0.0184142154910344,4544.3,0.021894612842716602,,,0.9953246551878958,5044.0,0.019732844075890082,3467.7,0.02870273250823012,,0.9953582740576719,3379.0,0.029457184790105704,
2,76.750709,30.746168,0.7240291887729212,10116.2,0.007157126082648832,10116.2,0.007157126082648832,10116.2,0.007157126082648832,,,0.7240291887729212,9487.2,0.007631642515946973,9652.2,0.007501183033639182,8060.9,0.008981989464860268,,,0.7476122025063203,9588.8,0.007796723286608548,8190.8,0.009127462549522883,6036.1,0.01238568284995809,,,0.751346490312991,10249.0,0.007330924873772964,7730.8,0.009718871142869963,6116.7,0.012283526906877746,,,0.751346490312991,9750.0,0.007706117849364011,7979.5,0.009415959525195703,7007.7,0.010721727390056524,,,0.751346490312991,9520.5,0.00789188057678684,6579.6,0.011419333854839063,6897.0,0.010893816011497623,,,0.7591956978868923,8542.8,0.008886965607141598,5813.2,0.013059858561324095,5545.6,0.013690055140776331,,,0.7755011414580695,8720.7,0.008892647854622557,6440.1,0.012041756206550666,4843.9,0.01600985035731682,,,0.7776015394638374,7213.3,0.010780108126153596,5162.5,0.015062499553778932,4565.9,0.017030630094041425,,,0.7776015394638374,5419.2,0.014349009807053392,4087.6,0.01902342546882859,3726.3,0.020867926346881286,,,0.7898715376834369,4731.3,0.016694598475755856,2983.1,0.0264782118495336,4880.8,0.01618323917561541,,,0.8033787337386258,4187.1,0.019186996578506022,2860.2,0.028088201305455068,6369.4,0.012613099094712624,,,0.818674086997779,4102.5,0.01995549267514391,2192.8,0.03733464460953023,5131.8,0.01595296167032579,,,0.8346750324669657,2224.9,0.037515170680343636,4121.1,0.02025369518980286,,,0.8383416011973064,2404.3,0.03486842745070525,3613.9,0.02319769781115433,,,0.8383416011973064,2196.6,0.0381654193388558,4392.2,0.01908705435083344,,,0.8383416011973064,2154.4,0.03891299671357716,2364.0,0.035462842690241386,,,0.8383416011973064,793.9,0.10559788401527981,2548.1,0.03290065543727901,,0.8383416011973064,2851.4,0.029401052156740774,
