Ward,x,y,fill_ratio_0,distance_from_0_0_0,fill_per_m_0_0_0_0,distance_from_0_1_0,fill_per_m_0_0_1_0,distance_from_0_2_0,fill_per_m_0_0_2_0,fill_per_m_0_0_1_1,fill_per_m_0_0_2_2,fill_ratio_1,distance_from_58_0_0,fill_per_m_1_58_0_0,distance_from_180_1_0,fill_per_m_1_180_1_0,distance_from_79_2_0,fill_per_m_1_79_2_0,fill_per_m_1_180_1_1,fill_per_m_1_79_2_2,fill_ratio_2,distance_from_234_0_0,fill_per_m_2_234_0_0,distance_from_297_1_0,fill_per_m_2_297_1_0,distance_from_67_2_0,fill_per_m_2_67_2_0,fill_per_m_2_297_1_1,fill_per_m_2_67_2_2,fill_ratio_3,distance_from_264_0_0,fill_per_m_3_264_0_0,distance_from_70_1_0,fill_per_m_3_70_1_0,distance_from_151_2_0,fill_per_m_3_151_2_0,fill_per_m_3_70_1_1,fill_per_m_3_151_2_2,fill_ratio_4,distance_from_57_0_0,fill_per_m_4_57_0_0,distance_from_278_2_0,fill_per_m_4_278_2_0,fill_per_m_4_278_2_2,fill_ratio_5,distance_from_127_2_0,fill_per_m_5_127_2_0,fill_per_m_5_127_2_2,fill_ratio_6,distance_from_193_2_0,fill_per_m_6_193_2_0,fill_per_m_6_193_2_2
2,76.731578,30.712854,0.5353101314525917,1.0,53.531013145259166,1.0,53.531013145259166,1.0,53.531013145259166,,,0.5353101314525917,0.6138842496335936,87.20049940556382,0.3706159037458672,144.43798176012865,0.5416254814410852,98.83400057698715,,,0.5661557656537977,0.43383380483315725,130.50061091286523,0.1606990694979379,352.30805469042406,0.4049473397184635,139.8097258886583,,,0.5661557656537977,0.33515968506084054,168.9212011137393,0.17067725553018168,331.7113132005346,0.6481560380381063,87.3486834077001,,,0.6021338953040967,0.4938477794062511,121.927022943798,0.5066805276253451,118.8389650824183,,0.6261568697939038,0.513326970926071,121.98012285703227,,0.0,0.07461910767238147,862.1095287141823,0.0
2,76.713972,30.720256,0.6238958362916385,1.0,62.389583629163845,1.0,62.389583629163845,1.0,62.389583629163845,,,0.6287135706478043,0.45409830330592965,138.4531864732018,0.4754171768410005,132.24460563781284,0.3947664859191884,159.2621443494336,,,0.6557992211877437,0.26893825432919366,243.84750426207984,0.2734651040755641,239.81093434375913,0.18909218121392338,346.8145625999344,,,0.6612360384914515,0.18791673954871438,351.87713456471334,0.38182963092531047,173.17567442030074,0.4822319398285814,137.1199175912115,,,0.6612360384914515,0.35553612034283716,185.98280193130122,0.22455833479097428,294.46069730920925,,0.6612360384914515,0.18131887353507084,364.6813073563215,,0.6612360384914515,0.20711562008046178,319.259377073815,
2,76.745708,30.691201,0.6950352288585532,0.8729244841644945,79.6214611306034,0.8729244841644945,79.6214611306034,0.8729244841644945,79.6214611306034,,,0.6950352288585532,0.963001155318763,72.17387279545783,0.5880095098965942,118.20135850877314,0.8820333610227913,78.79919961900328,,,0.724677967148488,0.7371697554734421,98.30543938730486,0.4110643254752561,176.29308169971802,0.7288915623537949,99.42191741228284,,,0.7345289417245026,0.6266028854324808,117.22399605892835,0.24585374237346397,298.76663036868354,1.0,73.45289417245026,,,0.7372958085945113,0.8284972262801601,88.99194652767508,0.8187963679069635,90.04629691741467,,0.7513233579057605,0.6141426293527351,122.33694943104742,,0.751904069995836,0.2719391213848548,276.49720502395945,
2,76.732449,30.702766,0.09808258078424459,1.0,9.808258078424458,1.0,9.808258078424458,1.0,9.808258078424458,,,0.15039232885866052,0.7646860169566839,19.667200069539074,0.4083912479337374,36.82555138475007,0.6893229768400845,21.817396766327423,,,0.15039232885866052,0.5565844901441496,27.02057486720668,0.2487957910453067,60.44810011728595,0.5467730754874601,27.50543792314252,,,0.21325515054992772,0.4494054496009669,47.452729097806845,0.17762748618048024,120.05751763735913,0.8004301381063259,26.642568838606092,,,0.2222113275236664,0.639492721423366,34.74806203096015,0.6283037983683191,35.36686044247078,,0.2724426611721927,0.42107321234958495,64.70196943946279,,0.2724426611721927,0.10389079468903858,262.23946210793383,
2,76.735551,30.722152,0.36753442229153144,1.0,36.753442229153144,1.0,36.753442229153144,1.0,36.753442229153144,,,0.4156727395547673,0.49201964121804076,84.4829565189167,0.4516499870781461,92.03426357739409,0.41797296213451207,99.44967191944714,,,0.4156727395547673,0.275146373414845,151.073312141406,0.19442488838191652,213.7960541030348,0.22091914484061562,188.1560513257729,,,0.42456060746649293,0.17194977409034604,246.90966284341835,0.331147015051732,128.20909993712846,0.5204566315845758,81.57463690564975,,,0.469092691365233,0.36057319561904594,130.09638460781218,0.35133184212167934,133.51841055237136,,0.48276924696845896,0.3703759813925303,130.3457219751009,,0.5028371153698177,0.19496849741117342,257.9068526693178,
2,76.748739,30.719108,0.47601812936876653,1.0,47.601812936876655,1.0,47.601812936876655,1.0,47.601812936876655,,,0.5276130385757687,0.5275185696689187,100.01790816708296,0.25984472397446906,203.0493559790766,0.4483875181964093,117.66898434149897,,,0.548858162336431,0.30888171400843567,177.69202171723302,0.11293904669478556,485.9773288326968,0.4191052965548132,130.95949081250706,,,0.5932554961158117,0.32358814527266616,183.33659770382346,0.1755440259788735,337.9525408555967,0.563258183718413,105.32567715205984,,,0.5932554961158117,0.39606584300697995,149.7870888364783,0.5114217461087679,116.00122611713105,,0.6118126653647094,0.5377832107797396,113.76566860048186,,0.6462993707280804,0.2896868351312008,223.10277594608945,
2,76.756675,30.701723,0.7869033862552951,0.900207255034524,87.41357969005885,0.900207255034524,87.41357969005885,0.900207255034524,87.41357969005885,,,0.8009969700202323,0.955423542841943,83.83684660288326,0.511088698504882,156.72367093293906,0.8614383721059106,92.98366499069219,,,0.8155405286606225,0.695911423409844,117.1902775592642,0.40943398317576774,199.18730788658436,0.6836645350061511,119.28957652502552,,,0.8258657524089373,0.6087202278697064,135.67246734992844,0.2994004012102807,275.83989502702747,1.0,82.58657524089374,,,0.8313848779680935,0.7992951112194797,104.01475829117165,0.8119520764294501,102.3933434130865,,0.8428282797244668,0.8246312079532733,102.20669210620326,,0.857934611490404,0.4349695767342369,197.24014215702158,
2,76.743005,30.717842,0.2152018720172375,1.0,21.52018720172375,1.0,21.52018720172375,1.0,21.52018720172375,,,0.2903912993839995,0.5660653652196993,51.29995884332083,0.3047783787741505,95.27949474368317,0.48844531085545884,59.45216238751698,,,0.3289612441983647,0.3284826519498824,100.14569787647577,0.14064230343300113,233.89921536308918,0.341652709517403,96.28527303735846,,,0.34505772681564173,0.34724472145190965,99.37018635528177,0.19138226114970303,180.29765389057175,0.6028664781307488,57.23617738467225,,,0.35422849689085756,0.43713791493918347,81.033578828352,0.5314790917327916,66.64956390588377,,0.4057856241457901,0.45805991049120015,88.58789316677948,,0.4261343753463706,0.23105717397472156,184.42810842696065,
2,76.752876,30.717853,0.4543773345599609,1.0,45.43773345599609,1.0,45.43773345599609,1.0,45.43773345599609,,,0.4633700044661913,0.7251840054282779,63.896886996636816,0.23662956715137923,195.82083931622932,0.6452676913797816,71.81050758567551,,,0.4633700044661913,0.39454910423989975,117.44292395717771,0.2010913100432566,230.4276621234981,0.4941052294295596,93.7796195764105,,,0.48204158428052785,0.41382137572918926,116.48542403860328,0.1673624789135905,288.0224930997865,0.6509692680306471,74.04982200447498,,,0.49433965059234725,0.5924267983526684,83.44316157995094,0.6035283806579902,81.90826917756524,,0.5092586893245354,0.6139702764086663,82.9451699687114,,0.5160896464905442,0.2826379922910914,182.59740748477256,
2,76.756587,30.685461,0.9553346865039283,0.6666371171490626,143.306554934941,0.6666371171490626,143.306554934941,0.6666371171490626,143.306554934941,,,0.9593624347116854,0.9643455520588625,99.48326434061543,0.6089446389787686,157.54509906197472,0.8891715792739683,107.89396074658951,,,0.9607739534215157,0.7567661007934046,126.95784766445358,0.4798812109392314,200.21078790333823,0.7469793005629183,128.62122855311833,,,0.9632635179141842,0.6870351491511901,140.20585687708487,0.35579983156774964,270.7318645064519,1.0,96.32635179141842,,,0.9636857413129389,0.8394663357120695,114.7974254971763,0.8495900004432427,113.42950609237054,,0.9641252346304611,0.8597313948849785,112.14261109534674,,0.9670910278864607,0.5480608129072293,176.45688308865846,
2,76.761424,30.727588,0.9631151115891738,0.924111045481394,104.2207120343921,0.924111045481394,104.2207120343921,0.924111045481394,104.2207120343921,,,0.9650272537932464,0.5211577082102776,185.16990895275708,0.0551447135262847,1749.9905105740854,0.592333136444182,162.91968056799487,,,0.9667635147815298,0.4033549911399882,239.68056327980466,0.31968103957471944,302.41503095324083,0.65126993502658,148.4428288159922,,,0.9696963566400404,0.46408741878322507,208.94691762652263,0.5009214412285883,193.5825214951287,0.5645599527466036,171.76144923536185,,,0.970609300141922,0.5162315416420554,188.01820924280582,0.8241464855286473,117.7714541267899,,0.9709457873227075,0.8493916125221501,114.31073406053765,,0.9737231342185771,0.5518960425280567,176.43234580162368,
2,76.742796,30.699565,0.45944676840598664,1.0,45.94467684059866,1.0,45.94467684059866,1.0,45.94467684059866,,,0.45944676840598664,0.8880865687517898,51.73445749232999,0.4780407478623736,96.11037771580507,0.8013541709282821,57.33379635046602,,,0.45944676840598664,0.6486008264124697,70.83659929131929,0.36910362885079573,124.47636178394514,0.637299022214949,72.09280924504915,,,0.4632112431750972,0.5681381172523831,81.53144967904444,0.12186515566828948,380.1014659480957,0.9292230904553451,49.84930399739753,,,0.4635067882837622,0.7440064640183284,62.29875823664132,0.8058646647301886,57.51670330885507,,0.4834199368388174,0.7673873910731088,62.99555380533508,,0.4834199368388174,0.286012355275539,169.02064820699778,
2,76.76223,30.718974,0.7807615860684398,0.8502376506535393,91.82862996813932,0.8502376506535393,91.82862996813932,0.8502376506535393,91.82862996813932,,,0.7810270503590024,0.5716346969954167,136.63044851269143,0.14278136139874384,547.0091072866558,0.5858406891868952,133.3173104522685,,,0.7810270503590024,0.46027839076557453,169.68579582020595,0.38901502291631296,200.7704084289365,0.7015362417246647,111.33096252289357,,,0.7965794464165848,0.5148213376336784,154.72929892105438,0.33369758954337125,238.71297587333999,0.5998132744865049,132.80457107231078,,,0.8127428017484398,0.5263537599728398,154.40999258566669,0.8420684094381259,96.51743167645326,,0.8246541580953943,0.8647407061619419,95.36432738959782,,0.8380137895733789,0.4985359022237311,168.09497286662778,
2,76.750081,30.70896,0.4161539981797615,1.0,41.615399817976154,1.0,41.615399817976154,1.0,41.615399817976154,,,0.4161539981797615,0.7180687014782516,57.954621517836166,0.33046513201782796,125.92977529541932,0.6360832616283004,65.42445357144832,,,0.4663729102766569,0.5822319762551603,80.10087547515103,0.2520278827840245,185.048140358468,0.48100702870457207,96.95760819393281,,,0.5104493452588871,0.47026577591290986,108.5448636503412,0.14580453046899924,350.0915531341587,0.7569537768410469,67.4346784276732,,,0.5414919496323133,0.5818742567652491,93.05995983437577,0.6648845146133247,81.44150416064774,,0.5679570291062241,0.603975520385177,94.03643193088645,,0.581019124631203,0.35183162046928934,165.1412467862362,
2,76.728869,30.724373,0.05816379550547579,1.0,5.816379550547579,1.0,5.816379550547579,1.0,5.816379550547579,,,0.13586993600591935,0.43250071276966456,31.414962332854962,0.42043906611334625,32.31620155137776,0.36534197104571237,37.18979662178453,,,0.14035966007460768,0.2387461589634745,58.79033224408069,0.191845915037856,73.16270458347326,0.15049735483257834,93.26387180077126,,,0.20473179275983,0.1470364621281718,139.23879138316394,0.3002819400006336,68.17985549160834,0.4567507206893275,44.823529221989865,,,0.26855888021543717,0.32093642094592456,83.67977664357619,0.1750166312921722,153.4476342234618,,0.3151078932993753,0.2113362055310926,149.10265494144844,,0.3177786994199108,0.1966373111160389,161.60651181422247,
2,76.760024,30.686268,0.7648098009029954,0.6206805846609791,123.22115751707311,0.6206805846609791,123.22115751707311,0.6206805846609791,123.22115751707311,,,0.77979615512254,0.9720207980780191,80.22422531127259,0.6216538505379267,125.43896485926538,0.8991661478838043,86.72436756630543,,,0.77979615512254,0.7586300625169884,102.7900413721184,0.4591622898929408,169.83018254925918,0.7052758025059405,110.56612921524014,,,0.790171453415324,0.6570947575165061,120.25228391743408,0.36932371173793727,213.95091306133347,1.0,79.0171453415324,,,0.80290992581025,0.8426816543766277,95.28033767439749,0.8335978395251165,96.31861885194559,,0.80290992581025,0.8523266315355681,94.2021398960293,,0.80290992581025,0.5496847846101238,146.06733682463698,
2,76.744236,30.729776,0.3944762785700353,1.0,39.44762785700353,1.0,39.44762785700353,1.0,39.44762785700353,,,0.4252587155897271,0.5380401105548397,79.03847821888041,0.2719511355477088,156.37320827260285,0.45463218876943806,93.53906874495254,,,0.4493284966004396,0.30758638326333493,146.08205078303305,0.1823859780267338,246.3613165122693,0.37375207782116476,120.22100297605226,,,0.4582622279468265,0.19997245964846708,229.16267007587382,0.33011045648132664,138.8208761489956,0.575711377115935,79.5993003026138,,,0.5066135858073971,0.39948263482477453,126.8174237484975,0.4722580137505041,107.27474623120811,,0.5436756901502366,0.4988541246594341,108.98490425861509,,0.5436756901502366,0.37274882215817995,145.85577682107927,
2,76.752546,30.683652,0.48785404392636245,0.6980586140878259,69.88726076589657,0.6980586140878259,69.88726076589657,0.6980586140878259,69.88726076589657,,,0.5150132532304404,0.9651572773816847,53.36055224362893,0.6178475825803713,83.35603597889713,0.8916947493351123,57.75667666703852,,,0.5230530987235411,0.7597567420061855,68.8448117409773,0.46387947987144057,112.75624842653093,0.752739684492303,69.48658473829799,,,0.5629755158160992,0.6594388086595688,85.37191145308097,0.3104224961666075,181.35783416738695,1.0,56.297551581609916,,,0.605433873126982,0.8431211178779032,71.80864768881973,0.8338170193965331,72.60992028744614,,0.6311710920646357,0.862924813528194,73.1432312722589,,0.6521713750974338,0.44945552831512653,145.10253718365152,
2,76.755438,30.729956,0.6152194382310109,1.0,61.52194382310109,1.0,61.52194382310109,1.0,61.52194382310109,,,0.6295397018814199,0.44025547361407863,142.9941794280257,0.14888460036299309,422.8373521146912,0.46148367679830915,136.4164614118214,,,0.6538772821855462,0.3219036460128197,203.12826222524544,0.28262917269740623,231.3551980303224,0.5578261768557448,117.21882358967181,,,0.6538772821855462,0.3809474578996945,171.6450047443854,0.45598134491235326,143.40000736460647,0.48134491235325205,135.84381290929176,,,0.6566105842896482,0.39707537850070074,165.3616970079875,0.7010591127346245,93.65980305546621,,0.6866124692413846,0.703930893468422,97.53975505440518,,0.7039650967562878,0.5084315482344293,138.45818561040616,
2,76.75884,30.716926,0.4598004237693202,0.9136635944700461,50.324914613241106,0.9136635944700461,50.324914613241106,0.9136635944700461,50.324914613241106,,,0.4598004237693202,0.7953225806451613,57.81307295416316,0.2298963133640553,200.0033915468654,0.6952995391705069,66.12983295197672,,,0.48807397862206237,0.41391705069124424,117.9158910721304,0.33653225806451614,145.03036987571465,0.6983986175115208,69.88472863264383,,,0.5318813956517126,0.4731336405529954,112.41673600508584,0.298963133640553,177.90869033745145,0.7310483870967742,72.75597690106162,,,0.5547099984066732,0.6307027649769585,87.95109665119963,0.8285023041474654,66.95334408001118,,0.5898427187184974,0.8531221198156682,69.1393066734623,,0.5914611801916143,0.4554608294930876,129.85994445447494,
2,76.749401,30.722265,0.32467592689006,1.0,32.467592689006,1.0,32.467592689006,1.0,32.467592689006,,,0.32467592689006,0.533478458237042,60.86017567850806,0.2375371409706174,136.68427832522468,0.445990838560581,72.79878840963181,,,0.34162430968517327,0.2917526411356884,117.09381905005294,0.1248761967646088,273.57039895211886,0.4601663090128756,74.23931369899888,,,0.3499372733241685,0.3577707164080555,97.81048511668781,0.29077253218884125,120.34743126868082,0.5729923241994057,61.07189547662905,,,0.3806523051933431,0.38814377682403434,98.06992354946668,0.5654506437768241,67.31839628846218,,0.39770797474016745,0.5913874215912843,67.24998879246179,,0.43041391238394133,0.33549645097391884,128.29164396060966,
2,76.739919,30.725365,0.13071037674019947,1.0,13.071037674019948,1.0,13.071037674019948,1.0,13.071037674019948,,,0.18457063491382492,0.4895843324642711,37.6994570036194,0.2844362285604667,64.88998811717407,0.4156413766643705,44.40622259387455,,,0.18964856683294593,0.2530889495391645,74.93356275659858,0.09655310726088435,196.41891619346822,0.2757775781938038,68.76866787903607,,,0.24174459455027061,0.16196820801688133,149.25434905415173,0.22959810957160173,105.290324472328,0.5246549183401201,46.07687569480744,,,0.25835560541696245,0.3667500850169598,70.44459319075963,0.40341637383047185,64.04192347570195,,0.25835560541696245,0.38668329220547076,66.81323207512177,,0.3298522644886276,0.26795601789280016,123.09940529889124,
