Node,fill_ratio
0.0,0.0
143.0,0.13927207266338726
86.0,0.3973337945914945
214.0,0.3912544470774513
134.0,0.21843464363959705
120.0,0.36974210453272616
263.0,0.23323980458814844
53.0,0.2829686583221731
148.0,0.5849350312687043
164.0,0.35488375499722935
191.0,0.27175761083292305
198.0,0.31668564421022494
223.0,0.5521611537745243
235.0,0.3095398654013111
64.0,0.3103307078830873
18.0,0.8034508242365475
45.0,0.30146218831016747
196.0,0.5035694669858612
289.0,0.33553721228754557
146.0,0.7270253866764687
0.0,7.403584372279573
