id,Ward,x,y,fill_ratio_0,fill_ratio_00,distance_from_0_0_0,fill_per_m_0_0_0_0,distance_from_0_1_0,fill_per_m_0_0_1_0,distance_from_0_2_0,fill_per_m_0_0_2_0,fill_ratio_1,fill_ratio_11,distance_from_74_0_0,fill_per_m_1_74_0_0,distance_from_139_1_0,fill_per_m_1_139_1_0,distance_from_55_2_0,fill_per_m_1_55_2_0,fill_ratio_2,fill_ratio_22,distance_from_149_0_0,fill_per_m_2_149_0_0,distance_from_217_1_0,fill_per_m_2_217_1_0,distance_from_290_2_0,fill_per_m_2_290_2_0,fill_ratio_3,fill_ratio_33,distance_from_230_0_0,fill_per_m_3_230_0_0,distance_from_138_1_0,fill_per_m_3_138_1_0,distance_from_129_2_0,fill_per_m_3_129_2_0,fill_ratio_4,fill_ratio_44,distance_from_255_0_0,fill_per_m_4_255_0_0,distance_from_123_2_0,fill_per_m_4_123_2_0
269,0,76.788779,30.711419,0.7296061783380641,0.7296061783380641,0.5706042707860064,127.8655305774408,0.5706042707860064,127.8655305774408,0.5706042707860064,127.8655305774408,0.735792739373716,0.735792739373716,0.29315084052703316,250.99458628564437,0.6345979100408905,115.94629098704485,0.2699341208541572,272.5823386259708,0.7542084013278919,0.7542084013278919,0.34070876874148115,221.36454078179625,0.886347114947751,85.09176468322477,0.07170604270786006,1051.8059187851673,0.7542084013278919,0.7542084013278919,0.44394593366651525,169.88744442345555,0.7015447523852794,107.50681246827862,0.09316219900045435,809.5648336126262,0.0,0.7771340838329512,0.3615742844161745,214.93068432335318,0.19836437982735122,0.0
104,0,76.808811,30.708145,0.4401524937396013,0.4401524937396013,0.44747940910194983,98.36262513686317,0.44747940910194983,98.36262513686317,0.44747940910194983,98.36262513686317,0.4401524937396013,0.4401524937396013,0.4752578002517279,92.61341812937472,0.6437719433833109,68.3708723661367,0.5844723651378984,75.30766551054185,0.48804524120586396,0.48804524120586396,0.5693686930024069,85.71690842928044,0.8770949720670391,55.643374634299136,0.3170887892772761,153.91437909811947,0.5239316894676929,0.5239316894676929,0.7636849426987877,68.60573780807694,0.8760350652505134,59.80715958189047,0.3096473601695851,169.20269857322546,0.5522163700569971,0.5522163700569971,0.676419281471504,81.63817696853467,0.1917989710071323,287.91414633630234
32,0,76.805758,30.701109,0.18340450985343382,0.18340450985343382,0.3365490967186924,54.49561791774296,0.3365490967186924,54.49561791774296,0.3365490967186924,54.49561791774296,0.18340450985343382,0.18340450985343382,0.3554340256441768,51.600155477809864,0.6914710581295318,26.523815812270342,0.46912252672975296,39.09522553349639,0.21510229096851094,0.21510229096851094,0.4496128794395969,47.841665754018685,0.9079001269919299,23.692285591058514,0.24499201179795993,87.79971615805235,0.26089077169303987,0.26089077169303987,0.6298594895743722,41.42047171018046,0.8745237802629963,29.832324469733912,0.20870714022366968,125.00328039253733,0.0,0.26089077169303987,0.5489123755683913,47.52867366542629,0.09939166769079513,0.0
26,0,76.801829,30.716223,0.8324426408004217,0.8324426408004217,0.7981855617037704,104.29186905154332,0.7981855617037704,104.29186905154332,0.7981855617037704,104.29186905154332,0.8473981236721019,0.8473981236721019,0.48607643803886247,174.3343345526144,0.6123278857289923,138.38960194720715,0.5520396345386693,153.50313105330906,0.8562227871280197,0.8562227871280197,0.6044138463518208,141.6616763987277,0.8842748680993436,96.8276740656874,0.17165101016600182,498.81604908702604,0.8670186020633466,0.8670186020633466,0.6859220177583323,126.4019202790512,0.8830395058551024,98.18570928191465,0.34368807103332905,252.2690413596775,0.8670186020633466,0.8670186020633466,0.6497748037575601,133.4337061162567,0.35680092652168316,242.99785611982063
119,0,76.794488,30.691011,0.2587799816000169,0.2587799816000169,0.2393984095494854,108.09594854326933,0.2393984095494854,108.09594854326933,0.2393984095494854,108.09594854326933,0.2587799816000169,0.2587799816000169,0.2784136188683724,92.9480327333995,0.7445953507299455,34.75444499436216,0.3622768197772013,71.43155936920434,0.29392669503210667,0.29392669503210667,0.333969174423928,88.01012714395225,0.9237584142970989,31.818567547853917,0.28795971310849994,102.0721585874613,0.29392669503210667,0.29392669503210667,0.48317988368346987,60.83173264403893,0.8283568170642792,35.483102085619514,0.25792257998880924,113.95927221449924,0.36128969122456467,0.36128969122456467,0.4161707106160028,86.81285876408627,0.17333028129609848,208.4400305145625
85,0,76.804076,30.697282,0.06505159298527952,0.06505159298527952,0.28439924350611756,22.873335450303415,0.28439924350611756,22.873335450303415,0.28439924350611756,22.873335450303415,0.08008631613607269,0.08008631613607269,0.3086765216720059,25.945062391616222,0.709309506349145,11.290743380598599,0.4041259793894013,19.817165987961488,0.13794362924818757,0.13794362924818757,0.39092593307344936,35.28638485650681,0.9132251341232775,15.105106516874114,0.338569609016172,40.74306304367637,0.15416073366949634,0.15416073366949634,0.5607510903547029,27.49182949817931,0.8451117372341657,18.241461676301522,0.3043729977999923,50.6486234928098,0.23063802634919017,0.23063802634919017,0.4844841560847582,47.604864566271004,0.11479601682812922,200.91117507543643
220,0,76.801226,30.728631,0.9868869366005173,0.9868869366005173,0.8373997456329327,117.85135375872338,0.8373997456329327,117.85135375872338,0.8373997456329327,117.85135375872338,0.9868869366005173,0.9868869366005173,0.6986658706880889,141.2530621581058,0.5376618994471409,183.55158466971508,0.6265605938692346,157.50861868061943,0.9868869366005173,0.9868869366005173,0.7074389389259481,139.50135938217286,0.8235263581384484,119.83671522443308,0.3817322916396294,258.5285442742104,0.9873056545979215,0.9873056545979215,0.5599190178316505,176.33008045009328,0.8351415890154957,118.22015183818158,0.45449944194980146,217.22923362950297,0.9883345989926965,0.9883345989926965,0.5234640641627949,188.8065803663896,0.560879383289641,176.21161134430847
43,0,76.786779,30.705302,0.43194501864211576,0.43194501864211576,0.4186600414758844,103.17321355040198,0.4186600414758844,103.17321355040198,0.4186600414758844,103.17321355040198,0.43819657303571263,0.43819657303571263,0.28560868940311684,153.42550464815466,0.6907172042789972,63.4408076592102,0.2002956696712728,218.77486106159213,0.45839290910757213,0.45839290910757213,0.2470895016734082,185.51695074178232,0.8983635504999692,51.02532364013002,0.20208200726854608,226.8350929919334,0.4926136605476588,0.4926136605476588,0.3091288011005482,159.3554721507265,0.7771903168182658,63.383916382845136,0.2233435311993101,220.56320946589406,0.4939514848149182,0.4939514848149182,0.28029074184341823,176.22825554861154,0.3007617600558487,164.2334732723987
268,0,76.801279,30.691834,0.32518332202674705,0.32518332202674705,0.15152485256950293,214.60725188799555,0.15152485256950293,214.60725188799555,0.15152485256950293,214.60725188799555,0.3273042158943997,0.3273042158943997,0.27647009267059813,118.38684348558749,0.731575400168492,44.739642122878514,0.35981465880370683,90.96466969483785,0.3915376007634938,0.3915376007634938,0.3481044650379107,112.47704068399494,0.9171524852569504,42.69056749639622,0.29244313395113736,133.88503791267453,0.45157090927514587,0.45157090927514587,0.49469250210614996,91.28315213038115,0.7827127211457455,57.693058650449714,0.25500421229991577,177.08370587386372,0.45157090927514587,0.45157090927514587,0.4277843302443134,105.5604138228363,0.27635214827295707,163.40416099429873
23,0,76.806562,30.739112,0.9699098521619943,0.9699098521619943,0.951190204395525,101.96802360663139,0.951190204395525,101.96802360663139,0.951190204395525,101.96802360663139,0.9699098521619943,0.9699098521619943,0.8755722714218767,110.7743910833219,0.1546484661323464,627.1706900293188,0.7030917677028634,137.94925452347098,0.9707720590258171,0.9707720590258171,0.8797539082683457,110.34586489494842,0.540380432823446,179.6460419474495,0.5859578712103916,165.67267148754723,0.971114221810434,0.971114221810434,0.7700340058398721,126.11316051571576,0.6168875644368609,157.42159151756232,0.653248579084606,148.65921685910922,0.9712770668195926,0.9712770668195926,0.7362925223200875,131.91456348885077,0.7548575479746699,128.67024638298838
