Node,fill_ratio
0.0,0.0
32.0,0.18340450985343382
262.0,0.3109823217156622
40.0,0.5247564316322378
203.0,0.28093450968738076
131.0,0.5200680211778108
9.0,0.5986584841970366
72.0,0.5142344384136116
19.0,0.6011150117432088
276.0,0.4722149251619493
251.0,0.6232981268275579
56.0,0.45606998421703593
231.0,0.7068573438476171
109.0,0.4951769101112702
21.0,0.7080725777960455
255.0,0.3308980248526492
283.0,0.713244787222995
167.0,0.32533033076326434
103.0,0.6842330265121569
156.0,0.0884925020519195
295.0,0.770967179954561
240.0,0.07404465173409036
0.0,9.983054099473494
