Node,fill_ratio
0.0,0.0
159.0,0.1959828624191452
107.0,0.12203823484477883
224.0,0.1987156815341724
133.0,0.18485445552552704
11.0,0.15599452033620265
29.0,0.18182496720710062
27.0,0.21233911067827616
83.0,0.17052412368729153
60.0,0.19967378215835974
211.0,0.14092422497476265
44.0,0.2912291401980419
10.0,0.15601864044243652
49.0,0.29214464853521815
48.0,0.13949386065204183
177.0,0.2713490317738959
282.0,0.1195942459383017
35.0,0.3042422429595377
218.0,0.07455064367977082
93.0,0.3046137691733707
98.0,0.09767211400638387
244.0,0.3584657285442726
16.0,0.05808361216819946
1.0,0.3745401188473625
162.0,0.045227288910538066
175.0,0.388677289689482
75.0,0.046450412719997725
199.0,0.3567533266935893
22.0,0.020584494295802447
0.0,5.4625625725938605
