Ward,x,y,fill_ratio_0,distance_from_0_0_0,fill_per_m_0_0_0_0,distance_from_0_1_0,fill_per_m_0_0_1_0,distance_from_0_2_0,fill_per_m_0_0_2_0,distance_from_0_3_0,fill_per_m_0_0_3_0,fill_per_m_0_0_1_1,fill_per_m_0_0_2_2,fill_per_m_0_0_3_3,fill_ratio_1,distance_from_74_0_0,fill_per_m_1_74_0_0,distance_from_139_1_0,fill_per_m_1_139_1_0,distance_from_55_2_0,fill_per_m_1_55_2_0,distance_from_32_3_0,fill_per_m_1_32_3_0,fill_per_m_1_139_1_1,fill_per_m_1_55_2_2,fill_per_m_1_32_3_3,fill_ratio_2,distance_from_149_0_0,fill_per_m_2_149_0_0,distance_from_217_1_0,fill_per_m_2_217_1_0,distance_from_137_2_0,fill_per_m_2_137_2_0,distance_from_59_3_0,fill_per_m_2_59_3_0,fill_per_m_2_217_1_1,fill_per_m_2_137_2_2,fill_per_m_2_59_3_3,fill_ratio_3,distance_from_232_0_0,fill_per_m_3_232_0_0,distance_from_17_1_0,fill_per_m_3_17_1_0,distance_from_87_2_0,fill_per_m_3_87_2_0,distance_from_26_3_0,fill_per_m_3_26_3_0,fill_per_m_3_17_1_1,fill_per_m_3_87_2_2,fill_per_m_3_26_3_3,fill_ratio_4,distance_from_230_0_0,fill_per_m_4_230_0_0,distance_from_10_1_0,fill_per_m_4_10_1_0,distance_from_159_2_0,fill_per_m_4_159_2_0,distance_from_43_3_0,fill_per_m_4_43_3_0,fill_per_m_4_10_1_1,fill_per_m_4_159_2_2,fill_per_m_4_43_3_3,fill_ratio_5,distance_from_11_3_0,fill_per_m_5_11_3_0,fill_per_m_5_11_3_3
0,76.788779,30.711419,0.7296061783380641,0.5706042707860064,127.8655305774408,0.5706042707860064,127.8655305774408,0.5706042707860064,127.8655305774408,0.5706042707860064,127.8655305774408,,,,0.735792739373716,0.29315084052703316,250.99458628564437,0.6345979100408905,115.94629098704485,0.2699341208541572,272.5823386259708,0.27722626079054974,265.4123520894086,,,,0.7508541693875885,0.34070876874148115,220.38005425017766,0.886347114947751,84.7133314617773,0.5987960018173558,125.39398511491954,0.5854043616537937,128.26248292144453,,,,0.7581593935135106,0.34970467969104957,216.79989932743104,0.7485688323489322,101.28118627841934,0.2674011812812358,283.52881235633964,0.27764652430713316,273.06640895487425,,,,0.7581593935135106,0.44394593366651525,170.77741590106044,0.7201272149023171,105.28131388790138,0.2665606542480691,284.4228438935123,0.19780781462971378,383.28080967516206,,,,0.0,0.13216719672875965,591.5693001769878,0.0
0,76.788734,30.715511,0.32533033076326434,0.7087351887572334,45.902945969668984,0.7087351887572334,45.902945969668984,0.7087351887572334,45.902945969668984,0.7087351887572334,45.902945969668984,,,,0.3316116921193274,0.41609258748966654,79.69661130470458,0.6178609510345406,53.670925725938794,0.31546599254795304,105.11804757177434,0.3721470760899517,89.10769784986125,,,,0.3497138031333845,0.4093354259767333,85.43453142344497,0.8735188757233396,40.03505967101112,0.561048078881474,62.332234312358175,0.5469227359315657,63.94208544607712,,,,0.38174853368841677,0.3082295997220458,123.85200319264231,0.7380761258940659,51.72210837005289,0.30591730863694633,124.78814467522159,0.34946745420345765,109.23722054705708,,,,0.3852339570352647,0.3544035367270897,108.69924171550132,0.6890387817940024,55.908893260297745,0.27591742844477457,139.61929088954597,0.25860519726358916,148.9660537033238,,,,0.0,0.06838630836138831,576.9757547530794,0.0
0,76.793766,30.712887,0.5612771975694962,0.5957418783154316,94.21482994558139,0.5957418783154316,94.21482994558139,0.5957418783154316,94.21482994558139,0.5957418783154316,94.21482994558139,,,,0.5840377251140876,0.30324148914514254,192.5982248539037,0.6518183233346505,89.60130518059039,0.31173138867933564,187.352876971546,0.28645328160362105,203.88585595687056,,,,0.605598283247892,0.4050604112033145,149.50813915604314,0.917208511453581,66.02623892882843,0.6140628180718708,98.62155229483572,0.5999449174360263,100.94231414377613,,,,0.6332446261316631,0.39584006897294965,159.97486757080594,0.7719581851492617,82.03094912572529,0.2647076433044748,239.22415621497026,0.15972746105303492,396.4531971878051,,,,0.6392086897703392,0.49518027565230927,129.08605637175248,0.7419741111949324,86.14972950213966,0.26380955802229644,242.2992914139658,0.2357054759253272,271.18957981818124,,,,0.0,0.16650501131587456,391.02112125428886,0.0
0,76.788215,30.721767,0.45606998421703593,0.9100764003322939,50.11337334431618,0.9100764003322939,50.11337334431618,0.9100764003322939,50.11337334431618,0.9100764003322939,50.11337334431618,,,,0.49196849747462346,0.5769382668972749,85.2722944034183,0.5818545806152883,84.55179590652808,0.3822740334200384,128.69524332406172,0.5330182897765189,92.29861468372754,,,,0.5083757036944871,0.5569461656838579,91.27914599614263,0.8460281360225524,60.0896922984764,0.5027986217979272,101.10920787265032,0.48034155442672516,105.83629482175866,,,,0.5141310026516679,0.3637527407427583,141.34079144031944,0.8209018235302129,62.630023215284716,0.374511432812649,137.2804559771248,0.4593689141892168,111.92115678073381,,,,0.5342857962198014,0.4162388157267565,128.3603969723328,0.765147285132577,69.82783662719599,0.34041046453036267,156.95339946640982,0.39839845292731757,134.1084013489567,,,,0.0,0.15195631153903771,371.24633893522883,0.0
0,76.80172,30.703948,0.8083973481164611,0.34862034476672354,231.8847308401905,0.34862034476672354,231.8847308401905,0.34862034476672354,231.8847308401905,0.34862034476672354,231.8847308401905,,,,0.8088843853257344,0.2790198270282991,289.9021169716712,0.7045949285167971,114.80133514847617,0.37385028730560294,216.36585895265446,0.08852542605557842,913.7311407209687,,,,0.8162442042368764,0.3626424270949775,225.08237957030295,0.9118177717636444,89.51834780079918,0.6700692279029632,121.81490661664614,0.6551450255927517,124.58984993412228,,,,0.830789927945802,0.44748092800690314,185.65929315606178,0.7942872271577337,104.59565501496091,0.3806259928222627,218.26936247460853,0.2961993292934047,280.48339269629156,,,,0.830789927945802,0.5352219019042576,155.22345498006484,0.7745190327704888,107.26526951494397,0.39024533741248457,212.88913621731942,0.31159420289855067,266.6256047826063,,,,0.8348534336914978,0.27786276009491867,300.4553159287375,
0,76.784379,30.732329,0.5986584841970366,1.0,59.86584841970366,1.0,59.86584841970366,1.0,59.86584841970366,1.0,59.86584841970366,,,,0.6077486999711273,0.6258821179707958,97.10274227701859,0.3661066974390839,166.00316361932985,0.4470285384581244,135.9529980048597,0.5824308730193956,104.34692392257317,,,,0.6289551829004105,0.623485420087879,100.87728800647184,0.4822244907016999,130.42788058839528,0.3832830322666549,164.0967979148209,0.3649860192623497,172.3230890244926,,,,0.6596204588356642,0.46609116328613914,141.52176887136454,0.3806533220895655,173.28640538712003,0.3161754915449825,208.624791128638,0.4392170786915805,150.18096764375858,,,,0.6596204588356642,0.508843371355022,129.6313356857005,0.37887799032444186,174.0983840921496,0.28839154942079803,228.72392071142085,0.5681727397807466,116.09505572023863,,,,0.6596204588356642,0.29027783942124186,227.2376217732709,
0,76.770598,30.733668,0.5142344384136116,1.0,51.42344384136116,1.0,51.42344384136116,1.0,51.42344384136116,1.0,51.42344384136116,,,,0.5591528698914552,0.7062733743515502,79.16946754574026,0.5543973941368078,100.85777382883477,0.4950778139703221,112.94242119380736,0.8639763542043672,64.7185385537984,,,,0.577650818222921,0.6864639884183859,84.14874311962517,0.540583906381952,106.85682858911808,0.2365303414163349,244.21848578240295,0.2411026661840994,239.58707191642694,,,,0.577650818222921,0.3996622029195319,144.53476310824053,0.5721679334057184,100.95826495982863,0.5297020147183014,109.05203343999344,0.6482205332368199,89.11331693528487,,,,0.577650818222921,0.5157920135118832,111.99297451115198,0.3950657497888768,146.21637500381078,0.4994933043792979,115.6473596659612,0.546724574737604,105.65664045742955,,,,0.585772129198777,0.33888285679816627,172.85386895438455,
0,76.775071,30.752306,0.7068573438476171,1.0,70.68573438476172,1.0,70.68573438476172,1.0,70.68573438476172,1.0,70.68573438476172,,,,0.7068573438476171,0.782335171934452,90.3522389386887,0.4143179205688674,170.60747526370253,0.6251214100496334,113.0752094687485,0.7496056958021083,94.29722156676668,,,,0.7068573438476171,0.7733886992862427,91.3974233784348,0.11797938034092834,599.1363421345252,0.10809727061297594,653.9085953228188,0.1694305088974631,417.1960223972396,,,,0.7177627808282193,0.5573723746469085,128.77616715089567,0.38289833634816395,187.45518397227193,0.465234399365549,154.27981718614296,0.6001532662644913,119.59657993628194,,,,0.7177627808282193,0.6488153052404587,110.62667218711924,0.25208736177076,284.72779269312565,0.4881352307459256,147.04178998336116,0.6632686704151556,108.21599343429784,,,,0.736603744803897,0.5074093545886316,145.16952400317464,
0,76.786322,30.7382,0.4951769101112702,1.0,49.51769101112702,1.0,49.51769101112702,1.0,49.51769101112702,1.0,49.51769101112702,,,,0.4951769101112702,0.7313078200798618,67.71114659449353,0.2682411695468996,184.60138350414286,0.543423498740471,91.12173309747827,0.6908928905364823,71.67202281192422,,,,0.5229031403038927,0.7216055969287293,72.46384209455324,0.3833588172527968,136.40044698882633,0.305554027742638,171.13279251037184,0.2721242588579537,192.15601817287566,,,,0.5587269631518914,0.4600965822213911,121.43688624121118,0.31680728656759105,176.361777914059,0.27452231401322225,203.52697563411203,0.38153277525383084,146.44271721614862,,,,0.5598904666427813,0.5659740174024003,98.9251183671752,0.25963897169634903,215.64192115873115,0.36607741978065494,152.94318534539894,0.5905265821113885,94.81206834769912,,,,0.565199766336404,0.39191701409132407,144.21414381481836,
0,76.80233,30.744275,0.6232981268275579,0.9822090113324663,63.45880760979689,0.9822090113324663,63.45880760979689,0.9822090113324663,63.45880760979689,0.9822090113324663,63.45880760979689,,,,0.6303243140524538,0.8653873474160446,72.83724634229236,0.062038969696307386,1016.0135107626896,0.6854229731058826,91.96136382710398,0.7378889046739593,85.42265780930349,,,,0.6659110853546918,0.8670265662736183,76.80400016076808,0.4185909274700296,159.08397474820327,0.4936890073983411,134.88473013890513,0.4807938190520944,138.50242223736652,,,,0.6870200661993243,0.6289573475253258,109.23158285731935,0.16833684854710568,408.12220980071135,0.3545739670189165,193.75930838223996,0.5200367185024096,132.10991488789287,,,,0.7123887589803258,0.6911602391073907,103.07143245108415,0.32178958986744177,221.3834074849307,0.38265925011201324,186.16791800323477,0.7312227479864928,97.42431576998548,,,,0.7174797794859586,0.5314347536254057,135.00806535352996,
