Node,fill_ratio
0.0,0.0
159.0,0.1959828624191452
49.0,0.3035856235574425
10.0,0.23130570688513863
93.0,0.3046137691733707
203.0,0.3539132322691355
85.0,0.21098929504700084
11.0,0.2301783353826363
224.0,0.28630723626303917
83.0,0.3024819944197984
44.0,0.35034009664106686
27.0,0.36405059050832744
29.0,0.3212017798857412
261.0,0.24277812444900287
177.0,0.42401230847364213
1.0,0.4210996126747114
98.0,0.38145593403916966
282.0,0.325523361777261
133.0,0.34823020063160515
211.0,0.30005223058006697
244.0,0.5370255961954199
40.0,0.6059002050269262
175.0,0.47809266442146714
75.0,0.32028886691051234
16.0,0.2186409071106084
231.0,0.7857350037384002
22.0,0.20804602220020033
138.0,0.8149720030988064
0.0,9.866803563779643
