Node,fill_ratio
0.0,0.0
32.0,0.18340450985343382
59.0,0.7882886515526215
283.0,0.7314115819239745
72.0,0.6015909489828856
3.0,0.7396278396224647
271.0,0.6871972274907299
107.0,0.29416774925478173
218.0,0.20741918224955663
60.0,0.2512562752921386
90.0,0.8270121473203472
132.0,0.637664431662099
268.0,0.37505402929152126
129.0,0.3806494605584486
43.0,0.46129888590903834
250.0,0.8937198291404406
262.0,0.4724969748644853
249.0,0.25397422869008174
145.0,0.9151151501242071
113.0,0.22502461154148493
0.0,9.92637371532474
