Ward,x,y,fill_ratio_0,distance_from_0_0_0,fill_per_m_0_0_0_0,distance_from_0_1_0,fill_per_m_0_0_1_0,distance_from_0_2_0,fill_per_m_0_0_2_0,distance_from_0_3_0,fill_per_m_0_0_3_0,distance_from_0_4_0,fill_per_m_0_0_4_0,distance_from_0_5_0,fill_per_m_0_0_5_0,distance_from_0_6_0,fill_per_m_0_0_6_0,fill_per_m_0_0_1_1,fill_per_m_0_0_2_2,fill_per_m_0_0_3_3,fill_per_m_0_0_4_4,fill_per_m_0_0_5_5,fill_per_m_0_0_6_6,fill_ratio_1,distance_from_85_0_0,fill_per_m_1_85_0_0,distance_from_221_1_0,fill_per_m_1_221_1_0,distance_from_290_2_0,fill_per_m_1_290_2_0,distance_from_239_3_0,fill_per_m_1_239_3_0,distance_from_211_4_0,fill_per_m_1_211_4_0,distance_from_17_5_0,fill_per_m_1_17_5_0,distance_from_48_6_0,fill_per_m_1_48_6_0,fill_per_m_1_221_1_1,fill_per_m_1_290_2_2,fill_per_m_1_239_3_3,fill_per_m_1_211_4_4,fill_per_m_1_17_5_5,fill_per_m_1_48_6_6,fill_ratio_2,distance_from_104_0_0,fill_per_m_2_104_0_0,distance_from_74_1_0,fill_per_m_2_74_1_0,distance_from_269_2_0,fill_per_m_2_269_2_0,distance_from_230_3_0,fill_per_m_2_230_3_0,distance_from_88_4_0,fill_per_m_2_88_4_0,distance_from_276_5_0,fill_per_m_2_276_5_0,distance_from_10_6_0,fill_per_m_2_10_6_0,fill_per_m_2_74_1_1,fill_per_m_2_269_2_2,fill_per_m_2_230_3_3,fill_per_m_2_88_4_4,fill_per_m_2_276_5_5,fill_per_m_2_10_6_6,fill_ratio_3,distance_from_282_6_0,fill_per_m_3_282_6_0,fill_per_m_3_282_6_6
0,76.779187,30.743609,1.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,,,,,,,1.0,0.7392590803417771,135.27057382070655,0.6525668508398499,153.24100491972672,0.493594195022292,202.5955754918952,0.5186236325392752,192.8180548009004,0.22577820717973493,442.91254346081837,0.30585831748236264,326.9487677272877,0.18602497911697516,537.562215970569,,,,,,,1.0,0.6591789700391495,151.70386882042197,0.7541640248382195,132.59714956763102,0.5080462546420701,196.83247162298682,0.6033634250173606,165.73759007205763,0.2565441864677999,389.79639872896314,0.4546360315207874,219.95616947801832,0.15811720660608072,632.4422379224748,,,,,,,0.0,0.0664935640026972,1503.9049492962006,0.0
0,76.769145,30.746104,1.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,,,,,,,1.0,0.7411655393591831,134.92262482476008,0.6637659729646022,150.65550822583802,0.5123437671718736,195.18145121975002,0.43199688283661863,231.48315178426884,0.27078358693588833,369.29860163081577,0.4590023078998111,217.8638283052545,0.3400405630875903,294.08256206845897,,,,,,,1.0,0.7047586696106543,141.89254323787924,0.7559620745121939,132.28176832088812,0.5267007023608516,189.86114799499222,0.6105943591331888,163.77485069131964,0.23152930832942023,431.9107620609303,0.5911120879999201,169.1726527507817,0.3123357744452548,320.1682553899303,,,,,,,0.0,0.18851844821212696,530.4520642323388,0.0
0,76.774891,30.736846,1.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,,,,,,,1.0,0.7087876267338085,141.08598433188493,0.596014207674842,167.7812352663838,0.4622889643234494,216.31491927640536,0.3370163882831644,296.72147550278487,0.48526403345098124,206.07338089502457,0.47143852707776,212.11673263077586,0.4442034035474226,225.12209317037374,,,,,,,1.0,0.6678393993210889,149.73659850206178,0.7254344356270934,137.848432730597,0.478441202257042,209.01209914248795,0.5351370186363329,186.86802915415154,0.5299665040577298,188.69117054444425,0.5544814873097588,180.3486722075816,0.41302295258862937,242.11729487005036,,,,,,,1.0,0.20661825866061193,483.98433249918395,
0,76.770598,30.733668,1.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,,,,,,,1.0,0.7993123416576186,125.10753905365632,0.5811195560381228,172.08162926363428,0.45632766316805407,219.14077990746858,0.3031366871757751,329.8841883233176,0.5653396067076849,176.88482960244124,0.5721679334057184,174.77386298943642,0.42851972493666307,233.36148648648648,,,,,,,1.0,0.8038967306068283,124.39408719141592,0.7062733743515502,141.58823428932578,0.42895403546869343,233.12521093486333,0.5157920135118832,193.87659634186275,0.4979611533357462,200.81887779823626,0.6725057304861864,148.69761768082665,0.3950657497888768,253.1224234281003,,,,,,,1.0,0.2662806128604174,375.5436752446539,
0,76.76597,30.7442,1.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,,,,,,,1.0,0.7475910716199495,133.762967210551,0.6038153138670486,165.61355385235984,0.5885579555529574,169.9068019665944,0.37931975175128363,263.6298255978219,0.35447539434328085,282.10702800758594,0.4724325061623749,211.67044751495155,0.3564239713948889,280.56474318672605,,,,,,,1.0,0.7120879977396507,140.43208187390542,0.7620202846871073,131.2301024126424,0.6025487387835033,165.9616783895222,0.550268416488859,181.72949237769788,0.250606494607313,399.03195707954285,0.6653611200420892,150.29432437181515,0.3294069505743431,303.57586512866015,,,,,,,1.0,0.2727618156840967,366.6202314616374,
0,76.766896,30.748096,1.0,0.9822726145747908,101.80473171726193,0.9822726145747908,101.80473171726193,0.9822726145747908,101.80473171726193,0.9822726145747908,101.80473171726193,0.9822726145747908,101.80473171726193,0.9822726145747908,101.80473171726193,0.9822726145747908,101.80473171726193,,,,,,,1.0,0.8389182385139129,119.20112760588357,0.6664505178036733,150.04864926739927,0.6203154501935804,161.20830130668716,0.44672248393187497,223.8526234897323,0.23210573493792078,430.8381265406738,0.46589933820304,214.63863929426697,0.3523639692560029,283.79746150307164,,,,,,,1.0,0.8023859020082771,124.62831132714548,0.765376766540156,130.65460616481025,0.6340186523754124,157.72406635883706,0.6140407758472717,162.8556342402783,0.31034844468178435,322.2184667383623,0.6805637670932428,146.93700257818628,0.3259111628173097,306.8320800538374,,,,,,,1.0,0.31123529075200734,321.30032477480233,
0,76.790582,30.732536,1.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,,,,,,,1.0,0.6987126559756254,143.12035018224788,0.6067960600527962,164.8000153318385,0.42683536649184217,234.28236704446383,0.44376737100394226,225.34329140461216,0.4551639125024712,219.70107307102708,0.43741786931190474,228.61434572233742,0.40922887278901277,244.36203466894005,,,,,,,1.0,0.5007617076205649,199.6957804045424,0.7159470177111558,139.67514009583368,0.46275773046016444,216.09579574296987,0.525124722354665,190.43095048277084,0.4907141445034945,203.78462923904544,0.35457199009198637,282.0301738274844,0.3769813119977672,265.26513866181324,,,,,,,1.0,0.3372329662406531,296.5309148591331,
0,76.781129,30.727619,1.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,,,,,,,1.0,0.8010501750291715,124.83612527312455,0.5345580852622724,187.07040966546523,0.3862039022007544,258.9305789769533,0.3715638652953787,269.1327368997626,0.7319475726574585,136.62180699217734,0.7033052020297956,142.1857818076589,0.6699004097582155,149.27592003726733,,,,,,,1.0,0.7158964478575887,139.68500653867292,0.6685842989335432,149.56977027356115,0.3785378958508589,264.1743431664217,0.4392689479254294,227.65096525096527,0.7734254158638844,129.29494938862865,0.5478413068844807,182.5346112886049,0.6322759219559849,158.1587982832618,,,,,,,1.0,0.3718895009633389,268.8970776022474,
0,76.799059,30.741536,1.0,0.982006476784155,101.83232225461177,0.982006476784155,101.83232225461177,0.982006476784155,101.83232225461177,0.982006476784155,101.83232225461177,0.982006476784155,101.83232225461177,0.982006476784155,101.83232225461177,0.982006476784155,101.83232225461177,,,,,,,1.0,0.8011207268145495,124.82513141012376,0.7642715828332062,130.84354075980855,0.5900615626070713,169.4738419465413,0.6084308719343037,164.35720903195337,0.3969627640173745,251.91279652522556,0.19031356035235475,525.4486323247576,0.3204571327519701,312.05421811409263,,,,,,,1.0,0.633122229958995,157.94738404064034,0.8638549023508736,115.7601811691552,0.605944052079534,165.03173792499638,0.6876443737082353,145.4240066863829,0.3966643456348022,252.10231547270755,0.2011560949191507,497.12637362637366,0.3226565867568553,309.9270373034632,,,,,,,1.0,0.38344551654011516,260.79324359380854,
0,76.780351,30.73344,1.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,,,,,,,1.0,0.5910313426514189,169.1957647311751,0.5105463786531131,195.8685913389746,0.35006353240152477,285.6624319419238,0.26490893689114786,377.4882084898872,0.6396230410842864,156.3420852233222,0.3597628123676408,277.96091358606077,0.33410631088521814,299.3059297055747,,,,,,,1.0,0.5522342227869547,181.08258393572757,0.7413490046590427,134.8892348563838,0.365279542566709,273.7629359074702,0.4954468445573909,201.83799957255826,0.5820944515036002,171.79342586360576,0.44031130876747143,227.1120409782844,0.3047437526471834,328.1445448227936,,,,,,,1.0,0.40173655230834393,248.9193463363205,
0,76.784379,30.732329,1.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,,,,,,,1.0,0.6090053703785896,164.20216448638993,0.5246660157116861,190.59744104895844,0.3564977142603524,280.50670733605153,0.2672651014158271,374.160335450658,0.5032954595890107,198.6904473202672,0.3806533220895655,262.7062321459803,0.4290754959833119,233.05921903284198,,,,,,,1.0,0.5683502729572589,175.94783491468507,0.6258821179707958,159.7744960731824,0.3724424126758688,268.49788476434486,0.508843371355022,196.52412830633025,0.4430118503395322,225.7275960526975,0.45106741822378055,221.6963495030995,0.37887799032444186,263.93721080067945,,,,,,,1.0,0.41064533309662243,243.51914399200194,
0,76.801385,30.731702,1.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,,,,,,,1.0,0.7724069176555295,129.46543811845692,0.7283061713352071,137.30489172797962,0.5184641586242229,192.87736352953743,0.5142687030088201,194.45087638997336,0.6581326760914415,151.94504639077655,0.5012807909056922,199.4889926249206,0.5637418479389651,177.38615709583928,,,,,,,1.0,0.5619279710887415,177.9587512012419,0.8520651887955026,117.3619123454182,0.5383475720358344,185.7536008230453,0.7085612218052921,141.13106521016942,0.5829052491657551,171.55446814575512,0.3975159579623655,251.5622278727925,0.4350950554547846,229.83483435699966,,,,,,,1.0,0.5040362221514517,198.39843964617333,
0,76.779344,30.723923,1.0,0.9272729752212632,107.84310841814224,0.9272729752212632,107.84310841814224,0.9272729752212632,107.84310841814224,0.9272729752212632,107.84310841814224,0.9272729752212632,107.84310841814224,0.9272729752212632,107.84310841814224,0.9272729752212632,107.84310841814224,,,,,,,1.0,0.7273111592957766,137.49273432958955,0.452003982053485,221.23698898778093,0.29925404683004,334.16423623769595,0.1676689986226459,596.4131760878405,0.8737879965634333,114.44423635171832,0.7280339292776392,137.35623571722923,0.6944592180447027,143.99693661142092,,,,,,,1.0,0.7007186788310219,142.7106241363875,0.5941578365994354,168.30544653308544,0.26831130930464075,372.7013977128335,0.4325573783905413,231.1832024969261,0.7985244582634429,125.23097942105711,0.6138771836517612,162.8990336554482,0.6566433471068746,152.2896720732695,,,,,,,1.0,0.5357362025937896,186.6590301641848,
