Ward,x,y,fill_ratio_0,distance_from_0_0_0,fill_per_m_0_0_0_0,distance_from_0_1_0,fill_per_m_0_0_1_0,distance_from_0_2_0,fill_per_m_0_0_2_0,distance_from_0_3_0,fill_per_m_0_0_3_0,fill_per_m_0_0_1_1,fill_per_m_0_0_2_2,fill_per_m_0_0_3_3,fill_ratio_1,distance_from_140_0_0,fill_per_m_1_140_0_0,distance_from_275_1_0,fill_per_m_1_275_1_0,distance_from_108_2_0,fill_per_m_1_108_2_0,distance_from_194_3_0,fill_per_m_1_194_3_0,fill_per_m_1_275_1_1,fill_per_m_1_108_2_2,fill_per_m_1_194_3_3,fill_ratio_2,distance_from_97_0_0,fill_per_m_2_97_0_0,distance_from_31_1_0,fill_per_m_2_31_1_0,distance_from_267_2_0,fill_per_m_2_267_2_0,distance_from_151_3_0,fill_per_m_2_151_3_0,fill_per_m_2_31_1_1,fill_per_m_2_267_2_2,fill_per_m_2_151_3_3,fill_ratio_3,distance_from_68_0_0,fill_per_m_3_68_0_0,distance_from_165_1_0,fill_per_m_3_165_1_0,distance_from_247_2_0,fill_per_m_3_247_2_0,distance_from_135_3_0,fill_per_m_3_135_3_0,fill_per_m_3_165_1_1,fill_per_m_3_247_2_2,fill_per_m_3_135_3_3,fill_ratio_4,distance_from_297_0_0,fill_per_m_4_297_0_0,distance_from_127_2_0,fill_per_m_4_127_2_0,distance_from_237_3_0,fill_per_m_4_237_3_0,fill_per_m_4_127_2_2,fill_per_m_4_237_3_3,fill_ratio_5,distance_from_278_2_0,fill_per_m_5_278_2_0,fill_per_m_5_278_2_2
2,76.727572,30.739281,0.5148173539296902,1.0,51.48173539296902,1.0,51.48173539296902,1.0,51.48173539296902,1.0,51.48173539296902,,,,0.5539227137309769,0.5275863361955829,104.99186118528111,0.10874798455135175,509.3636594887051,0.5707825565263039,97.0461881494884,0.3799992500656193,145.76942286999883,,,,0.5539227137309769,0.49418425887734824,112.08829576833105,0.18524879073081105,299.0155625554899,0.4655817615958604,118.97431545263133,0.31474745959728523,175.98957413022902,,,,0.5539227137309769,0.3935355656380067,140.75543917687537,0.23547939555288913,235.23192440272967,0.325141550114365,170.36355812911043,0.20083992650643068,275.80308525617835,,,,0.5539227137309769,0.2647493344332371,209.22534703129227,0.23185721249390676,238.906828807637,0.21009411676478307,263.6545574244409,,,0.5854907528223322,0.21583111477745698,271.2726352852463,
2,76.763248,30.749912,0.9694123223352875,0.9009066120152144,107.60408564066752,0.9009066120152144,107.60408564066752,0.9009066120152144,107.60408564066752,0.9009066120152144,107.60408564066752,,,,0.9724012712322115,0.5658769994963266,171.8396881473752,0.3684891536551054,263.8887092297836,0.8591625128089342,113.18013259832021,0.3996561126838842,243.30949543147645,,,,0.9733952019351327,0.411379543915105,236.61730786886406,0.4649425986070827,209.35814546813276,0.7373430362818486,132.01388689362403,0.12637858867256022,770.221611239183,,,,0.9746040636582548,0.6539156260312278,149.04125622037245,0.40551782829949456,240.33568825942282,0.5747173350469806,169.57972280035457,0.3592406690171423,271.295581963118,,,,0.975022626315099,0.5047848967469649,193.1560616410145,0.6101220973652675,159.807787740455,0.20131302429789671,484.331617249111,,,0.9770833830577564,0.5915730239505358,165.16699435223993,
2,76.755728,30.720117,0.9866301229588469,1.0,98.66301229588468,1.0,98.66301229588468,1.0,98.66301229588468,1.0,98.66301229588468,,,,0.9873882167278195,0.27188798554652216,363.1599295360808,0.4268654019873532,231.31137171830878,0.43710930442637763,225.890459601078,0.1540108401084011,641.1160513330377,,,,0.9879562147918373,0.20866305329719964,473.46964360992416,0.39119241192411924,252.54994337248905,0.30271906052393854,326.36075610234366,0.625040650406504,158.06271386497917,,,,0.9884832545950917,0.16320686540198737,605.662790079574,0.2941373080397471,336.0618417237697,0.38736224028906957,255.18317269577818,0.5335140018066847,185.2778467383621,,,,0.989065832262803,0.23095754290876241,428.2457372061341,0.6299728997289973,157.00133016646922,0.4653477868112014,212.54336225393544,,,0.9896314229256424,0.6167118337850045,160.46901789639463,
2,76.740917,30.734954,0.24723107440317704,1.0,24.723107440317705,1.0,24.723107440317705,1.0,24.723107440317705,1.0,24.723107440317705,,,,0.24723107440317704,0.47300303491296597,52.268390719452434,0.10344695782464777,238.99308360740463,0.5170360290801231,47.816991563051126,0.23877196871822706,103.54275492653517,,,,0.31993516546006817,0.2910993723769408,109.90582454632994,0.2574324789199685,124.27925442909273,0.4097896965851496,78.07301357895155,0.32797700499193494,97.5480477565601,,,,0.3439585515274636,0.3363555052709634,102.26041974558295,0.12465312550167798,275.93255294896994,0.26663659783963123,128.99900250540165,0.24871761549105198,138.29279878241596,,,,0.3773091104819883,0.20507449679308315,183.98636416632883,0.3161584270435972,119.34178506966022,0.2547033506356499,148.13668903073224,,,0.39104641578919325,0.2998295250399431,130.4229180688921,
2,76.739675,30.751624,0.45378954138363925,1.0,45.37895413836392,1.0,45.37895413836392,1.0,45.37895413836392,1.0,45.37895413836392,,,,0.45378954138363925,0.5478066513601892,82.83753770730821,0.24680825158282893,183.86319682320155,0.8033987337368677,56.48372624050789,0.42070201071453417,107.86483777743494,,,,0.45519941473690345,0.48023203228275235,94.78739112281662,0.4079002295971613,111.5957731101192,0.681399151186252,66.80363689101226,0.24092047589229806,188.94177136707856,,,,0.49796716198926766,0.5471456898351075,91.01180384685829,0.41455332915883947,120.12137569843698,0.5185330132888054,96.03383954878814,0.058147220482849794,856.3903104124132,,,,0.5068746688574306,0.44849718221665624,113.01624379271438,0.4103527447297015,123.52169575259157,0.11954706741807555,423.99590370946316,,,0.51067460779897,0.39176755026786336,130.3514309569045,
2,76.724986,30.715899,0.3079299415911909,1.0,30.79299415911909,1.0,30.79299415911909,1.0,30.79299415911909,1.0,30.79299415911909,,,,0.3589267671615347,0.5163194804573125,69.51641004202041,0.2665448656066251,134.65904373909405,0.3042500059836765,117.97099756862181,0.4465737468186786,80.37345896808148,,,,0.3589267671615347,0.4519191645191916,79.42278074075618,0.2316560423165604,154.93952308442599,0.299423173582467,119.87274160083648,0.5855147158551471,61.30106681218429,,,,0.40858646536346965,0.270940873297644,150.80281553334117,0.2577129590477178,158.54323619318512,0.043856359850328305,931.6470102805648,0.5027405238509346,81.27183825042476,,,,0.43233138261146964,0.1928100142810413,224.2266223689503,0.2623562920353276,164.78788416221937,0.513008512777144,84.27372486882663,,,0.43233138261146964,0.3357161662983381,128.77883939234349,
2,76.760178,30.737124,0.9698210450785447,0.8916237586436103,108.77021116551366,0.8916237586436103,108.77021116551366,0.8916237586436103,108.77021116551366,0.8916237586436103,108.77021116551366,,,,0.9728371712563364,0.44999355139537883,216.18913609754605,0.5547486532337271,175.36539576716376,0.7444467593281545,130.67921366657555,0.2600970266972231,374.0285629596252,,,,0.9755330371963403,0.27349028244888235,356.6975135135471,0.38874172842445703,250.94631367466192,0.6052759506731351,161.17161703045323,0.3966288679226564,245.9561358470185,,,,0.9767276149702132,0.5475758207089496,178.3730358483759,0.350040179767255,279.03300004578006,0.5237854301219282,186.47475832667737,0.4991021558181295,195.6969337007088,,,,0.9767276149702132,0.3395934402809607,287.6167496527975,0.784447949839777,124.51146250936208,0.3186801194479994,306.4915428869703,,,0.9775054672546536,0.7632469220314096,128.07198287193702,
2,76.737358,30.730679,0.1771497894473859,1.0,17.71497894473859,1.0,17.71497894473859,1.0,17.71497894473859,1.0,17.71497894473859,,,,0.2507283043965455,0.39393369828254593,63.64733595771554,0.11508430640070798,217.86489595161956,0.5120018169145345,48.970198173808065,0.3338737087767936,75.09675000021227,,,,0.2507283043965455,0.33912083264807463,73.93479853145466,0.1491592854513701,168.0943319336895,0.3816147044772847,65.70195054196867,0.35270070248807656,71.08812163622545,,,,0.2507283043965455,0.2745420513904878,91.3260111253152,0.10318821511641567,242.98153051070503,0.2567409878689629,97.65807418506694,0.2715582391592071,92.32947789499784,,,,0.2692112535055106,0.17188638018936636,156.62163180638393,0.3067922843784508,87.75033376439767,0.2736179310668891,98.38947778597843,,,0.3266257896213326,0.2867122461605933,113.92111568139399,
2,76.751598,30.701793,0.7046807627366467,0.905459890802184,77.82572921174246,0.905459890802184,77.82572921174246,0.905459890802184,77.82572921174246,0.905459890802184,77.82572921174246,,,,0.7188319253978501,0.268910121797564,267.31307865718344,0.4897627047459051,146.7714708433728,0.18986770264594707,378.5962095608652,0.5074548509029819,141.65436080051987,,,,0.7273985300890138,0.3192986140277194,227.8113647013406,0.5563313733725326,130.74914788275487,0.13138387232255355,553.6436985988785,1.0,72.73985300890138,,,,0.7296385418229249,0.29133767324653503,250.44428126721945,0.4435216295674087,164.51025004904088,0.4438366232675347,164.3934960687359,0.8910646787064259,81.88390352113989,,,,0.7564532602910596,0.2620432591348173,288.6749549630185,0.8338618227635447,90.71685975310137,0.8141117177656447,92.91762343959002,,,0.766436360238688,0.7104262914741706,107.88400843784844,
2,76.761424,30.727588,0.5929508514349274,0.924111045481394,64.16445884228595,0.924111045481394,64.16445884228595,0.924111045481394,64.16445884228595,0.924111045481394,64.16445884228595,,,,0.5929508514349274,0.3925457767277023,151.052663558839,0.5758771411695216,102.96481819554977,0.8017601890135853,73.95613545796552,0.1398346131128175,424.03725246233506,,,,0.5929508514349274,0.18370939161252214,322.7656714935799,0.5462492616656822,108.54950167380322,0.6360307147076196,93.22676369607467,0.5645599527466036,105.02885451761165,,,,0.5958850381942413,0.5225516834022444,114.03370367396694,0.3321086828115771,179.42470914929933,0.5389958653278205,110.55465849108518,0.6060720614294152,98.31917293611129,,,,0.626643098281415,0.31968103957471944,196.02135275681525,0.8493916125221501,73.77552227301675,0.45132900177200236,138.843968772469,,,0.6541095883855139,0.8241464855286473,79.36812203548213,
