Node,fill_ratio
0.0,0.0
259.0,0.36426986104807546
150.0,0.4455564303318225
284.0,0.3010954217191576
260.0,0.5495760827819104
118.0,0.8632004747862665
168.0,0.42810754291078174
300.0,0.6476297970890138
122.0,0.8832786183505403
289.0,0.25354742455908963
115.0,0.5487444219015264
291.0,0.26963317091757827
242.0,0.2785903390319586
298.0,0.3910646185508688
299.0,0.5307284317922276
210.0,0.19263125922353747
91.0,0.7199418838202676
179.0,0.9527578361620332
100.0,0.6883289110990567
202.0,0.6855696714323383
0.0,9.99425219750805
