Node,fill_ratio
0.0,0.0
63.0,0.5554317056026274
146.0,0.4090070507731721
197.0,0.4926180939928696
246.0,0.10260337808814463
161.0,0.4221486964537762
82.0,0.6214892758454449
181.0,0.18126316128552541
287.0,0.7615567422021288
142.0,0.30432829553201046
219.0,0.9116721871013421
216.0,0.4692524780488531
173.0,0.7048312190601258
263.0,0.7059467027179973
61.0,0.9971086620961341
198.0,0.48098962167789666
164.0,0.5988978170786915
243.0,0.3588626156496867
235.0,0.35495420041367265
94.0,0.5621088173419235
0.0,9.995070720962023
