Node,fill_ratio
0.0,0.0
159.0,0.1959828624191452
49.0,0.3035856235574425
10.0,0.23130570688513863
93.0,0.3046137691733707
27.0,0.29605388243432845
262.0,0.33762907075751075
129.0,0.3500023890944091
211.0,0.23350793313893162
35.0,0.3617981838763204
104.0,0.4558821478440191
167.0,0.38143215862095425
156.0,0.31101398923042356
271.0,0.7066942436598959
261.0,0.36138170283758453
29.0,0.3774101096430103
56.0,0.5795473009777121
119.0,0.4941387506567245
44.0,0.5118230464644701
175.0,0.5227959935177935
255.0,0.4866118552672683
149.0,0.7269598706444125
268.0,0.4781031064997856
218.0,0.23236982643584062
60.0,0.4904930864549041
0.0,9.731136610091397
