Node,fill_ratio
0.0,0.0
4.0,0.4815223515125501
157.0,0.2399743236554478
127.0,0.033203108791366565
126.0,0.3963870021507959
130.0,0.1143810761165321
67.0,0.29166257870930323
192.0,0.5501750290453583
275.0,0.25167088619682004
114.0,0.5248660632454172
135.0,0.3987309136396852
79.0,0.11821634508000875
172.0,0.6231071388703746
41.0,0.3597504337322583
296.0,0.7610089202224715
257.0,0.7649383060637108
178.0,0.8939457623564161
237.0,0.2508808716196959
155.0,0.25426115088271484
151.0,0.7098589431764677
171.0,0.223951843493687
89.0,0.25248445285501764
111.0,0.4444318662014968
62.0,0.47320848809129534
65.0,0.5843277092136704
0.0,9.996945564922562
