Node,fill_ratio
0.0,0.0
211.0,1.0
35.0,1.0
98.0,1.0
40.0,1.0
231.0,1.0
138.0,1.0
88.0,1.0
273.0,1.0
217.0,1.0
93.0,1.0
0.0,10.0
