Ward,x,y,fill_ratio,distance_from_0,fill_p_m,fill_ratio_0,distance_from_0_0.4384288920111806,fill_per_m_0,fill_ratio_1,distance_from_56,fill_per_m_1,fill_ratio_2,distance_from_199,fill_per_m_2
0,76.777493,30.713325,0.9900538501042633,0.25829825645856025,383.29869650633947,0.9900538501042633,0.5687695797774658,1.740694097057067,0.9905271799289601,0.34255158258615104,2.8916146655952013,0.0,0.28959706168305066,0.0
0,76.781403,30.706507,0.9636199770892528,0.25143496305889973,383.24820278217265,0.9636199770892528,0.4967193572460046,1.9399686423172988,0.9636199770892528,0.32070826993341794,3.004662078995685,0.0,0.2731995231680251,0.0
0,76.768841,30.702185,0.9296976523425731,0.3208626458265878,289.7494190847737,0.9296976523425731,0.6175198746152539,1.50553478610194,0.9296976523425731,0.42220103102517137,2.202026011365058,0.0,0.48978416451082957,0.0
0,76.794488,30.691011,0.8925589984899778,0.13853157899900903,644.3000252645373,0.8925589984899778,0.2393984095494854,3.7283413877713305,0.8925589984899778,0.43174457839496755,2.0673311100005267,0.0,0.4473014904115164,0.0
0,76.781181,30.69936,0.8714605901877177,0.2367468283637006,368.0981055631895,0.8714605901877177,0.44935471255377396,1.93936007755439,0.8750430779593611,0.3473657746242807,2.519082597892176,0.0,0.3766504646442073,0.0
0,76.801226,30.728631,0.8492234104941779,0.3165503978649712,268.2743146816153,0.8492234104941779,0.8373997456329327,1.014119498988274,0.8603117323582473,0.5598411503620838,1.5367068530096986,0.8735029457672415,0.3326757858125471,2.6256883819594687
0,76.791314,30.765309,0.8670723185801037,0.5640410522081261,153.72503742159566,0.8670723185801037,0.9452684370632245,0.9172762832047352,0.8670723185801037,0.6037079667845103,1.436244618732354,0.872150619002925,0.6668667269588096,1.3078334601882082
0,76.771895,30.70311,0.8631034258755935,0.3605608375278408,239.3780289044699,0.8631034258755935,0.6911546201734095,1.248784860410891,0.864221925091788,0.3235249863642348,2.6712679437959057,0.8657463429908414,0.3704602305854916,2.3369481296887873
0,76.808706,30.702568,0.8530094554673601,0.19611161804962765,434.96120421152153,0.8530094554673601,0.40247475408515654,2.1194110855630917,0.8552977473137747,0.46297433625645623,1.847397750444634,0.8656562582969947,0.3928395235746001,2.2035874863609717
0,76.786832,30.700819,0.8154614284548342,0.22557619285903513,361.50154771182986,0.8154614284548342,0.42064000292740045,1.9386207274146894,0.8154614284548342,0.38755122950819665,2.104138411558277,0.820311365535602,0.40360619145199056,2.032454860477974
