Node,fill_ratio
0.0,0.0
54.0,0.5247564316322378
266.0,0.5227328293819941
188.0,0.5426960831582485
142.0,0.5200680211778108
143.0,0.5467102793432796
82.0,0.5142344384136116
259.0,0.5612771975694962
284.0,0.5085706911647028
158.0,0.5978999788110851
124.0,0.4951769101112702
15.0,0.5986584841970366
263.0,0.49379559636439074
36.0,0.6011150117432088
61.0,0.43194501864211576
92.0,0.6075448519014384
246.0,0.4722149251619493
64.0,0.6118528947223795
47.0,0.21233911067827616
222.0,0.6232981268275579
205.0,0.005522117123602399
0.0,9.992408998125693
