Node,fill_ratio
0.0,0.0
169.0,0.30552431065802355
229.0,0.7161530628762347
13.0,0.6669300424131502
14.0,0.5688875725856494
281.0,0.13614990618443779
267.0,0.43402302882953486
68.0,0.5824203313705587
208.0,0.32924144644548925
105.0,0.23107889651345465
24.0,0.38900629105243834
292.0,0.3128995535499642
140.0,0.7947025332715852
227.0,0.3112805914185252
296.0,0.9735971808993118
225.0,0.5227634138427653
157.0,0.5244239769677143
39.0,0.6656193254282341
264.0,0.4193997491446997
31.0,0.9949554689510414
0.0,9.879056682402814
