Node,fill_ratio
0.0,0.0
119.0,0.2587799816000169
85.0,0.1393623491976353
43.0,0.46732862240505235
249.0,0.1917859940681046
232.0,0.7335022115190543
83.0,0.3148047429352803
109.0,0.6081965047814878
175.0,0.5237857016595591
244.0,0.4383530554438817
22.0,0.2807755686189356
282.0,0.44023484350145836
48.0,0.3807372088054138
137.0,0.9826950985452721
1.0,0.5860014793475938
35.0,0.5226100842765564
133.0,0.5582950299038142
59.0,0.9047837221550916
138.0,0.8785211037284633
49.0,0.6952388389845857
0.0,9.905792141477258
