Ward,x,y,fill_ratio_0,distance_from_0_0_0,fill_per_m_0_0_0_0,distance_from_0_0_1,fill_per_m_0_0_0_1,distance_from_0_0_2,fill_per_m_0_0_0_2,distance_from_0_1_0,fill_per_m_0_0_1_0,distance_from_0_1_1,fill_per_m_0_0_1_1,fill_ratio_1,distance_from_13_0_0,fill_per_m_1_13_0_0,distance_from_24_0_1,fill_per_m_1_24_0_1,distance_from_66_0_2,fill_per_m_1_66_0_2,distance_from_4_1_0,fill_per_m_1_4_1_0,distance_from_58_1_1,fill_per_m_1_58_1_1,fill_ratio_2,distance_from_264_0_0,fill_per_m_2_264_0_0,distance_from_265_0_1,fill_per_m_2_265_0_1,distance_from_225_0_2,fill_per_m_2_225_0_2,distance_from_135_1_0,fill_per_m_2_135_1_0,distance_from_57_1_1,fill_per_m_2_57_1_1,fill_ratio_3,distance_from_153_0_1,fill_per_m_3_153_0_1,distance_from_193_0_2,fill_per_m_3_193_0_2,distance_from_151_1_0,fill_per_m_3_151_1_0,distance_from_96_1_1,fill_per_m_3_96_1_1,fill_ratio_4,distance_from_297_0_1,fill_per_m_4_297_0_1,distance_from_288_1_1,fill_per_m_4_288_1_1,fill_ratio_5,distance_from_52_1_1,fill_per_m_5_52_1_1,fill_ratio_6,distance_from_28_1_1,fill_per_m_6_28_1_1,fill_ratio_7,distance_from_105_1_1,fill_per_m_7_105_1_1,fill_ratio_8,distance_from_117_1_1,fill_per_m_8_117_1_1
2,76.756082,30.691572,0.8682725054083805,0.7548995626351478,115.01828168736498,0.7548995626351478,115.01828168736498,0.7548995626351478,115.01828168736498,0.7548995626351478,115.01828168736498,0.7548995626351478,115.01828168736498,0.8796936940800039,0.23635314031877735,372.1946291441407,0.23014979990802617,382.2265734888982,0.41313855757658774,212.9294586397751,0.7283152157960139,120.78474745561104,0.9606469477412601,91.57304836583313,0.8808452005397444,0.6545698267174154,134.56856160893807,0.5545238398090075,158.84712924932683,0.5947770613387083,148.09670005718806,0.898476561353385,98.03763820092509,0.8228134203496962,107.052848040007,0.8906881928220792,0.6138273827578448,145.10401748783767,0.5011790260559866,177.71856891764273,1.0,89.06881928220793,0.15619893740888235,570.226793854892,0.8906881928220792,0.4092639159320177,217.6317427823347,0.2424292828977623,367.40124054968305,0.8982543335340072,0.6378579885130574,140.82356099795388,0.9024885201237359,0.6355586430926686,141.99925214330648,0.9024885201237359,0.19356574660235024,466.24391761717726,0.0,0.24082463332778883,0.0
2,76.725031,30.72097,0.03158614482564204,1.0,3.1586144825642037,1.0,3.1586144825642037,1.0,3.1586144825642037,1.0,3.1586144825642037,1.0,3.1586144825642037,0.07799078177015156,0.593270809989409,13.145899049296535,0.588405040752736,13.254608028234998,0.2075012663279559,37.58568954797947,0.11248829605980139,69.33235234418508,0.4757325515357105,16.393829162707032,0.12712998098292227,0.19748576340388954,64.37425097976374,0.23579026539164072,53.916551971203354,0.10890420420881365,116.73560438416354,0.4269674131606011,29.775101580200253,0.36761884295998404,34.582008897939055,0.12712998098292227,0.33201584061152134,38.29033601191097,0.16348677646625429,77.76162924660974,0.5065925800856499,25.095113110702954,0.458579563769206,27.722557005812035,0.1877975223260527,0.2168413943422002,86.60593743908832,0.4175735621421664,44.9735182856513,0.1877975223260527,0.39904680041136475,47.06152815470721,0.18878197464576246,0.22074014950344595,85.52226455877044,0.18878197464576246,0.4811125266696343,39.23863216627353,0.0,0.39391241615373995,0.0
2,76.704889,30.732946,0.0603520839905638,1.0,6.03520839905638,1.0,6.03520839905638,1.0,6.03520839905638,1.0,6.03520839905638,1.0,6.03520839905638,0.08170742715356996,0.6747773897995129,12.10879741804131,0.6708866973912723,12.179020313159798,0.47765920234668896,17.10579985733553,0.11864157149607556,68.86913762455741,0.41983884923873754,19.461616594491897,0.155203570829828,0.2662976441059692,58.28199169800656,0.3564831577203243,43.537420343317194,0.23726473277570836,65.41367063454196,0.27677919400072415,56.07486913536641,0.3333906095622664,46.553072095703726,0.233819922263231,0.46587666382331105,50.18923256304373,0.2833332310543531,82.524708235998,0.46696900333224917,50.07182930659484,0.5670837603480758,41.23199051225033,0.2382763163994161,0.3413376863267322,69.8066243325196,0.5018379532748707,47.48072855878748,0.27842231292951886,0.519474940627052,53.5968708314281,0.33328313013668837,0.33204052702312936,100.37423236395252,0.36357723356015353,0.5850950887679269,62.13985393823113,0.0,0.6066964093941197,0.0
2,76.732449,30.702766,0.7896985071424791,1.0,78.96985071424791,1.0,78.96985071424791,1.0,78.96985071424791,1.0,78.96985071424791,1.0,78.96985071424791,0.7896985071424791,0.5290165478750822,149.2767117237611,0.5233820941682515,150.8837455353631,0.14972183217504131,527.4437907086486,0.30399388564014146,259.77447062119523,0.7646860169566839,103.27094907336485,0.7896985071424791,0.4494054496009669,175.72072342328357,0.3958781393860756,199.480200742364,0.1889052807450987,418.03940261895957,0.7082170597749773,111.50515173884558,0.639492721423366,123.48827135745799,0.0,0.4496631769787241,177.487555424599,0.10389079468903858,0.0,0.8004301381063259,99.7084120735731,0.37304704857716714,213.93981898747938,0.0,0.2487957910453067,0.0,0.33768507491868255,0.0,0.0,0.4714989068804322,0.0,0.0,0.46941042640550285,0.0,0.0,0.2940225022662235,0.0,0.0,0.25515899113062335,0.0
2,76.739919,30.725365,0.7064757264869012,1.0,70.64757264869012,1.0,70.64757264869012,1.0,70.64757264869012,1.0,70.64757264869012,1.0,70.64757264869012,0.7134043805635213,0.5378826853151732,132.63196604767094,0.5323544030065485,134.009294660562,0.25779758115849777,276.73043996673874,0.2825353365363655,252.5009399918718,0.4895843324642711,145.71634205953356,0.7146485647380046,0.16196820801688133,441.227678868633,0.06429026098026734,1111.5969259439657,0.2816633677179704,253.72435561218683,0.43417943374344936,164.5975164176663,0.3667500850169598,194.8598225150941,0.0,0.22372103973561905,0.0,0.26795601789280016,266.7036815810237,0.5246549183401201,136.21306877270453,0.38486087737502506,185.690104333889,0.0,0.09655310726088435,0.0,0.3246165517121108,0.0,0.0,0.24513659391540163,0.0,0.0,0.14218323552749754,0.0,0.0,0.4104531621949199,0.0,0.0,0.4411551842906098,0.0
2,76.751162,30.728939,0.5675408482615582,1.0,56.75408482615582,1.0,56.75408482615582,1.0,56.75408482615582,1.0,56.75408482615582,1.0,56.75408482615582,0.6050900344065197,0.9134380941128453,66.2431355016126,0.9066282854104681,66.74069672694696,0.5684256882310609,106.45015644693295,0.4713590616642141,128.37135925002596,0.4640336838487234,130.3978688331128,0.6374406188355992,0.3485247204648715,182.8968166118501,0.1758412906413465,362.5090651408779,0.44523689326645255,143.16886773669094,0.39579596352348523,161.05283468808685,0.3127248901730379,203.83430896174866,0.65782721739514,0.06491874415956864,1013.3085997138473,0.4283520048119784,153.57164434981178,0.47014532604375897,139.91997387929206,0.5806811956907014,113.28543480948714,0.0,0.21721571196872214,307.757072786377,0.4981471734997476,0.0,0.0,0.15647522583001255,0.0,0.0,0.18884866972427794,0.0,0.0,0.7564687812160986,0.0,0.0,0.7942771828444377,0.0
2,76.764624,30.706718,0.13271575404306035,0.7436967398952389,17.845412911418087,0.7436967398952389,17.845412911418087,0.7436967398952389,17.845412911418087,0.7436967398952389,17.845412911418087,0.7436967398952389,17.845412911418087,0.13271575404306035,0.3627550621530764,36.58550021475829,0.35654952701117976,37.22224936197966,0.3825150496442811,34.69556404812804,0.6972969275271677,19.032889548748162,0.7004045813462592,18.94844174033888,0.17955013665961397,0.6578062700336175,27.295291157750444,0.38549566101164884,46.57643517657865,0.6324368696739896,28.39020703397147,0.6363458681885702,28.21580930048679,0.5607751544054413,32.01820466707035,0.21261263991929008,0.37772652646391996,56.28745270014777,0.5380931905245876,39.51223387755824,0.7613751856774295,27.92481865955733,0.10172191384567275,209.01360570334435,0.0,0.4372019388632633,65.97571529212887,0.2012938785083262,0.0,0.0,0.32473027910249397,0.0,0.0,0.6046634352278947,0.0,0.0,0.21993980142287547,0.0,0.0,0.25433898835118446,0.0
2,76.748739,30.719108,0.22845474133129873,1.0,22.845474133129873,1.0,22.845474133129873,1.0,22.845474133129873,1.0,22.845474133129873,1.0,22.845474133129873,0.22845474133129873,0.5054682542644918,45.19665466701244,0.49955208838789145,45.73191597868139,0.20573140233660556,111.0451485464113,0.4263372027919824,53.585457669469655,0.5275185696689187,43.30743114402238,0.22845474133129873,0.32358814527266616,70.60046688014332,0.1390858870516218,164.2544374372848,0.31306222238811543,72.97422844206174,0.4682356015079691,48.790553429844344,0.39606584300697995,57.681000612636176,0.22845474133129873,0.19548542420962264,116.8653582511208,0.2896868351312008,78.86265912906615,0.563258183718413,40.55950680079405,0.34170057108730545,66.85816784102708,0.0,0.11293904669478556,0.0,0.2772386249113508,86.63444600160634,0.0,0.2184035683625098,0.0,0.0,0.22227613750886493,0.0,0.0,0.36909783136127805,0.0,0.0,0.40194468291590457,0.0
2,76.743991,30.750429,0.10493017841817487,1.0,10.493017841817487,1.0,10.493017841817487,1.0,10.493017841817487,1.0,10.493017841817487,1.0,10.493017841817487,0.15366575439468153,0.8886949516648764,17.291169946088353,0.8830200501253133,17.402295041077963,0.6011815252416756,25.560624860005092,0.37015753669889007,41.51360952017657,0.1500358037952023,102.41938957745985,0.21016278843675684,0.2967597565341926,70.81916729249706,0.46726638023630507,44.97708316409876,0.598532044396706,35.11303870932954,0.2167293233082707,96.9701677782781,0.12934121016827785,162.4871053574704,0.0,0.3206856426781239,78.73269621504052,0.6910848549946295,36.53450817656534,0.17558181167203724,0.0,0.8151987110633727,30.972135925689624,0.0,0.5151360544217687,0.0,0.7492481203007519,0.0,0.0,0.41959362692445396,0.0,0.0,0.25159326888650196,0.0,0.0,0.8309165771571787,0.0,0.0,0.8472878625134264,0.0
2,76.760178,30.737124,0.7798509888933498,0.8916237586436103,87.4641328624648,0.8916237586436103,87.4641328624648,0.8916237586436103,87.4641328624648,0.8916237586436103,87.4641328624648,0.8916237586436103,87.4641328624648,0.7935655366257487,0.9408018095776659,84.34991605532595,0.9345119398394793,84.91764554255552,0.6221316110598529,127.55589372381252,0.5324761649652271,149.03306266818004,0.26104943599511893,303.9905194970759,0.7935655366257487,0.4592497792593034,172.79606272334922,0.3013780172028929,263.3123490528198,0.5502048672083494,144.23091904878487,0.4991021558181295,158.99861929566987,0.3796243935831423,209.03965868356357,0.0,0.15567923648521284,0.0,0.5346091649553062,150.23479513037196,0.3966288679226564,202.4988720375786,0.5598678532099169,143.45688524782227,0.0,0.3395934402809607,0.0,0.5990753693066262,0.0,0.0,0.24398543607448633,0.0,0.0,0.2715358592021588,0.0,0.0,0.68959393632747,0.0,0.0,0.7077393176384218,0.0
