Node,fill_ratio
0.0,0.0
32.0,0.18340450985343382
240.0,0.15664417960093324
199.0,0.36274213126026567
131.0,0.5200680211778108
59.0,0.7862818487176103
133.0,0.25750995932447013
49.0,0.3385446395391777
40.0,0.5763082952974266
138.0,0.7927948169408183
231.0,0.7472789767195822
35.0,0.3501759875624503
1.0,0.4088920432906574
22.0,0.11526016613930797
93.0,0.4366067206259313
137.0,0.9709784209887852
282.0,0.2745513326532602
175.0,0.388677289689482
72.0,0.5712443383328248
224.0,0.25481946092995034
295.0,0.8145581068037805
9.0,0.6580256607115536
0.0,9.965366906159511
