Node,fill_ratio
0.0,0.0
159.0,0.1959828624191452
98.0,0.12300698723105295
83.0,0.20102526248496702
211.0,0.1618847841731644
11.0,0.22066145230482018
203.0,0.3643269622119053
177.0,0.2927138630431077
44.0,0.37044552353385307
261.0,0.2734242016629929
167.0,0.3976885838795966
56.0,0.4823416284669183
43.0,0.4799501255069338
290.0,0.5913986758146049
156.0,0.2953193366358646
107.0,0.3444230863270702
60.0,0.36032279585924337
29.0,0.3338966406467687
220.0,0.990020850744829
16.0,0.30729311662508574
3.0,0.7930928510907023
129.0,0.5176081944511913
27.0,0.4296466716983072
75.0,0.16224035521526492
285.0,0.8133456947107007
262.0,0.4672977688962296
0.0,9.969358275634322
