Ward,x,y,fill_ratio_0,distance_from_0_0_0,fill_per_m_0_0_0_0,distance_from_0_1_0,fill_per_m_0_0_1_0,distance_from_0_2_0,fill_per_m_0_0_2_0,distance_from_0_3_0,fill_per_m_0_0_3_0,distance_from_0_4_0,fill_per_m_0_0_4_0,fill_per_m_0_0_1_1,fill_per_m_0_0_2_2,fill_per_m_0_0_3_3,fill_per_m_0_0_4_4,fill_ratio_1,distance_from_80_0_0,fill_per_m_1_80_0_0,distance_from_286_1_0,fill_per_m_1_286_1_0,distance_from_86_2_0,fill_per_m_1_86_2_0,distance_from_188_3_0,fill_per_m_1_188_3_0,distance_from_161_4_0,fill_per_m_1_161_4_0,fill_per_m_1_286_1_1,fill_per_m_1_86_2_2,fill_per_m_1_188_3_3,fill_per_m_1_161_4_4,fill_ratio_2,distance_from_134_0_0,fill_per_m_2_134_0_0,distance_from_266_1_0,fill_per_m_2_266_1_0,distance_from_168_2_0,fill_per_m_2_168_2_0,distance_from_210_3_0,fill_per_m_2_210_3_0,distance_from_115_4_0,fill_per_m_2_115_4_0,fill_per_m_2_266_1_1,fill_per_m_2_168_2_2,fill_per_m_2_210_3_3,fill_per_m_2_115_4_4,fill_ratio_3,distance_from_50_0_0,fill_per_m_3_50_0_0,distance_from_196_1_0,fill_per_m_3_196_1_0,distance_from_300_2_0,fill_per_m_3_300_2_0,distance_from_191_3_0,fill_per_m_3_191_3_0,distance_from_64_4_0,fill_per_m_3_64_4_0,fill_per_m_3_196_1_1,fill_per_m_3_300_2_2,fill_per_m_3_191_3_3,fill_per_m_3_64_4_4,fill_ratio_4,distance_from_241_1_0,fill_per_m_4_241_1_0,distance_from_69_3_0,fill_per_m_4_69_3_0,distance_from_184_4_0,fill_per_m_4_184_4_0,fill_per_m_4_241_1_1,fill_per_m_4_69_3_3,fill_per_m_4_184_4_4,fill_ratio_5,distance_from_144_4_0,fill_per_m_5_144_4_0,fill_per_m_5_144_4_4,fill_ratio_6,distance_from_34_4_0,fill_per_m_6_34_4_0,fill_per_m_6_34_4_4,fill_ratio_7,distance_from_78_4_0,fill_per_m_7_78_4_0,fill_per_m_7_78_4_4
1,76.716966,30.691124,0.9321182824836124,1.0,93.21182824836124,1.0,93.21182824836124,1.0,93.21182824836124,1.0,93.21182824836124,1.0,93.21182824836124,,,,,0.9328869617875993,0.24439406522861443,381.71424535818636,0.3949555939634726,236.20046811487302,0.38656820273394543,241.32532246312468,0.3776720313049464,247.00980863323494,0.44929780850411144,207.63220833271942,,,,,0.9336961227888314,0.27005005499315393,345.7492807444537,0.35479936851398775,263.16172058012586,0.2676483131691769,348.8518615092689,0.12931995540691194,722.0046742599842,0.08603622814302711,1085.2360022532016,,,,,0.9336961227888314,0.15430255961332706,605.1073456776205,0.34851443663816,267.9074450388486,0.25044705318997706,372.8117823293271,0.31863856404270763,293.0267168363483,0.3730630812626728,250.27834961010743,,,,,0.9337609072955845,0.4603562957808654,202.83439497915865,0.38031319910514544,245.52419150654484,0.44250409642881194,211.01746059108035,,,,0.935398543501265,0.38058255332839525,245.78072098174525,,0.9396483199840859,0.4077199913208084,230.4641273389849,,0.0,0.10499577263510733,900.4741064529866,0.0
1,76.704947,30.690631,0.4254364386164168,1.0,42.54364386164168,1.0,42.54364386164168,1.0,42.54364386164168,1.0,42.54364386164168,1.0,42.54364386164168,,,,,0.461297760549164,0.26426274625440554,174.56026893214565,0.16162573542833875,285.41108216871385,0.3288189617647472,140.289282002903,0.21921030091129928,210.43616957390262,0.3787297976606709,121.80128508464264,,,,,0.461297760549164,0.21779210020079476,211.8064705395043,0.19930634539506017,231.45161767669305,0.3128957973517559,147.42855751129676,0.14808262072258027,311.51377406627927,0.15349565412752575,300.5282222296099,,,,,0.4793506882763238,0.15734305011443897,304.6532324927487,0.2808458654534732,170.68105578208568,0.32701461729643205,146.58387207254478,0.2528118286364211,189.60769789205452,0.42772090933344564,112.07090367018469,,,,,0.5246976357574211,0.3058047937992333,171.57927095868064,0.31655363185756213,165.75315616455046,0.3749104848561439,139.95277724994853,,,,0.5246976357574211,0.21041324402881334,249.36530881372212,,0.5556508931234766,0.22992403499164527,241.66716330620557,,0.0,0.09958296474156453,583.2918937914068,0.0
1,76.714146,30.697422,0.24240973241508024,1.0,24.240973241508023,1.0,24.240973241508023,1.0,24.240973241508023,1.0,24.240973241508023,1.0,24.240973241508023,,,,,0.24324276569264985,0.31969698098309857,76.08541217519641,0.30803208962450374,78.96669661565677,0.3881965601233529,62.659691166597995,0.3190042383928372,76.25063758341322,0.3760549426811373,64.68277320287719,,,,,0.24324276569264985,0.270400524398692,89.95646966053978,0.34801004104313626,69.89532973346007,0.2705718478349932,89.89951010756674,0.19644094183196895,123.82488264626328,0.2021840013705875,120.30762278109475,,,,,0.294740042671264,0.08805279741376099,334.73103788659614,0.2722031449023829,108.27944062768388,0.28555147524376345,103.21783223835797,0.242459906591483,121.56238398947626,0.3115777398714329,94.5959884017656,,,,,0.357847878338293,0.3869377053087919,92.48203869217551,0.23378200210057432,153.06904514588973,0.3720027709703611,96.19494967869583,,,,0.40323372727480755,0.30967083553695,130.21365947349392,,0.4357270002277674,0.33418498461813495,130.3849724803351,,0.0,0.08425388643490826,517.1595265986875,0.0
1,76.70779,30.689305,0.25464065476376385,1.0,25.464065476376383,1.0,25.464065476376383,1.0,25.464065476376383,1.0,25.464065476376383,1.0,25.464065476376383,,,,,0.29594683007371353,0.1895289857600346,156.1485853400894,0.12647126541034961,234.00321734228103,0.3330100677462342,88.8702350882784,0.22407886750064537,132.0726195087813,0.3826022647196311,77.35103980385003,,,,,0.31218721128833227,0.22266952256696132,140.20203918767155,0.1639165835246182,190.4549280954515,0.31717935658519913,98.42608127129928,0.1533953352078086,203.51806061468835,0.15878154455832388,196.61429302550914,,,,,0.3168531309684449,0.1635398279482868,193.7467679546768,0.2853295564749632,111.04812795524315,0.33121001332598426,95.66532357721655,0.257470574691793,123.06382247669902,0.43129443448290294,73.46562015072917,,,,,0.35479261806817386,0.3101326319167789,114.4002860567665,0.32082132715640244,110.58885056454186,0.3788068011358483,93.66057235623326,,,,0.3656075336384589,0.21533674273873396,169.78409211011754,,0.42133989900555446,0.231334900822583,182.13416890722056,,0.0,0.10519852925786129,452.8521622641699,0.0
1,76.718126,30.698031,0.13441467693897424,1.0,13.441467693897424,1.0,13.441467693897424,1.0,13.441467693897424,1.0,13.441467693897424,1.0,13.441467693897424,,,,,0.15301960064310818,0.3228344121419727,47.39878863217805,0.28932832113649337,52.887874938077616,0.39101808394688253,39.13363778435756,0.39341296498135253,38.89541379256812,0.4543971646981189,33.67529829213779,,,,,0.17502023699348668,0.27375788716625515,63.9324911531026,0.3291219016690022,53.17793683919112,0.2739284204906911,63.89269017065514,0.20013939245649548,87.44916972381188,0.2058633805636497,85.0176639061716,,,,,0.17502023699348668,0.12582393546425844,139.09931870093428,0.3510243121204707,49.85986182444827,0.2888389646402859,60.594399793481216,0.3214108296075509,54.45374606922546,0.34831060791422913,50.24832233550151,,,,,0.2151694397894049,0.4652297380459847,46.25014744180796,0.2708810641279445,79.43317872074458,0.4503636808505906,47.77681881074863,,,,0.2680224751804428,0.384122606045777,69.77524128025462,,0.3154161690454565,0.41045146844021324,76.84615436852806,,0.34473002232536026,0.08847713741278702,389.6261027490461,
1,76.699239,30.704057,0.3924451074226354,1.0,39.244510742263536,1.0,39.244510742263536,1.0,39.244510742263536,1.0,39.244510742263536,1.0,39.244510742263536,,,,,0.40095775196778144,0.32168057895790164,124.64468736866293,0.3418162802858637,117.30212254151769,0.4673174132822032,85.79987404099822,0.3513257025545678,114.12707611550418,0.18889082563476847,212.26957456528717,,,,,0.4366768368117601,0.27900761141130676,156.51072549702627,0.3764711198910258,115.9921209728283,0.45040316593393115,96.95243502702542,0.29885280085733285,146.11769926835052,0.22218348730463075,196.53883468533482,,,,,0.4765698109174884,0.11320279666105011,420.9876654765214,0.09888378879140602,481.9493839610108,0.46338581914666976,102.84514355555746,0.0731057011342875,651.8914442008834,0.23802606859953906,200.21748614404132,,,,,0.4806828466798556,0.19636020891032221,244.79646326888135,0.15639868559512973,307.3445565419919,0.1853788597731425,259.29755273502684,,,,0.49301887900882263,0.2863995248516776,172.14374893399366,,0.5217655329703473,0.17364863556252785,300.47200271980756,,0.5304425401212433,0.16048521940102906,330.52423276173806,
1,76.702343,30.687719,0.32235384497472297,1.0,32.235384497472296,1.0,32.235384497472296,1.0,32.235384497472296,1.0,32.235384497472296,1.0,32.235384497472296,,,,,0.3339876257699818,0.15802193716304144,211.35522811961556,0.08689878628528934,384.3409557798633,0.36526306004833614,91.43755892692363,0.20897405253233473,159.82253381352388,0.3874591666002709,86.19943843386883,,,,,0.3925379928948371,0.19442673890526652,201.8950660310665,0.12253339707327436,320.3518406170534,0.3502044989775051,112.08822103683231,0.1943404244017741,201.984735858822,0.17639364725254295,222.5352210858479,,,,,0.3925379928948371,0.1587987676944732,247.1920900860359,0.2728135872307651,143.88505971397993,0.36355668871006297,107.97160527773613,0.2683783496666932,146.26291330218748,0.43379677582131565,90.48891434281352,,,,,0.4316328927400567,0.2908665976150639,148.39548311122493,0.32866571056755106,131.32884838965964,0.38384723660797276,112.44913381541103,,,,0.45078704479262294,0.20065466231110402,224.65814629001864,,0.45078704479262294,0.21913924521286485,205.7080393586018,,0.4531713173388462,0.1484742251613417,305.21884646739255,
1,76.698191,30.688447,0.5698896848713165,1.0,56.98896848713165,1.0,56.98896848713165,1.0,56.98896848713165,1.0,56.98896848713165,1.0,56.98896848713165,,,,,0.5801341719727399,0.16178222228039635,358.58956799793975,0.09153915627167895,633.7552099027004,0.4547638058089766,127.56823752513522,0.13680152881582222,424.06994789786484,0.3949070014005419,146.90399762862847,,,,,0.5899153442491629,0.21103024908702994,279.54065675479484,0.12667050615845757,465.70852374365074,0.35633974266678886,165.54856885575887,0.20092540478278512,293.5991816897938,0.20625924423094544,286.0067418789935,,,,,0.5899153442491629,0.18606264479901571,317.0520041174238,0.21002892708019738,280.8733789436109,0.37122868100367806,158.9088813542718,0.25010144111833926,235.87042985891298,0.41507742247935187,142.12176145969696,,,,,0.5912106435818949,0.2700166232542311,218.9534245916583,0.33456589745939086,176.7097746875577,0.38896451524234615,151.9960357344007,,,,0.6071976405493826,0.13934737365672326,435.7438713162905,,0.6071976405493826,0.15822851084438277,383.74730148763115,,0.6143132297403994,0.21713634995222453,282.91588666548176,
1,76.727591,30.703045,0.5027203900924792,1.0,50.27203900924791,1.0,50.27203900924791,1.0,50.27203900924791,1.0,50.27203900924791,1.0,50.27203900924791,,,,,0.5040397824917151,0.4532233373022623,111.21223048484867,0.41401598911379484,121.7440378499915,0.41238305834325567,122.22611290499889,0.5334155468617111,94.49289310316789,0.6033594148664739,83.5388940774648,,,,,0.5344625470932153,0.3970062935873448,134.6231925604547,0.45966150705902364,116.27307026702732,0.27245279809491413,196.16702446455517,0.31171117536996085,171.46082313503112,0.21687361796223847,246.43963249890297,,,,,0.5344625470932153,0.23015819016839598,232.21530665590222,0.48478482735159045,110.24737511134936,0.2895560469467596,184.579998493862,0.45082497023303286,118.55211720347918,0.36223847593128083,147.54438929193336,,,,,0.5344625470932153,0.6157849974485456,86.79369411527023,0.3880506888926688,137.73008588603295,0.5987327776832795,89.2656234992262,,,,0.5565583919899638,0.5226484095934683,106.48810591863692,,0.5565583919899638,0.5225463514203096,106.50890403831309,,0.5808012299688492,0.20938935193060043,277.3785890322392,
1,76.716695,30.700924,0.1397723766262895,1.0,13.97723766262895,1.0,13.97723766262895,1.0,13.97723766262895,1.0,13.97723766262895,1.0,13.97723766262895,,,,,0.18072354723527256,0.3614591654304081,49.998330245707194,0.34837384457377607,51.87632483040794,0.3762638365856442,48.03107013292167,0.35958005249343833,50.25961423112324,0.3953973144661265,45.706822131376676,,,,,0.18072354723527256,0.31089048651527257,58.13093519231714,0.3892046102932785,46.434071554057745,0.255939746662102,70.61175514636585,0.2353531895469588,76.78822946192268,0.20413100536346,88.53311965690371,,,,,0.24388335865915448,0.09693788276465443,251.58725536770174,0.289330138080566,84.29241429084841,0.2712389212218038,89.9145880541681,0.25895241355700105,94.18076290896221,0.2853512876107878,85.46776175469914,,,,,0.24844668016364105,0.40651983719426377,61.11551206907419,0.22948761839552664,108.26147480228674,0.3162463387728707,78.56112457386466,,,,0.25685803631495946,0.35004754840427554,73.37804177914424,,0.3278670118909132,0.3544067861082582,92.5114937812624,,0.3278670118909132,0.12078055460458746,271.4567862056002,
