Ward,x,y,fill_ratio_0,distance_from_0_0_0,fill_per_m_0_0_0_0,distance_from_0_1_0,fill_per_m_0_0_1_0,distance_from_0_2_0,fill_per_m_0_0_2_0,fill_per_m_0_0_1_1,fill_per_m_0_0_2_2,fill_ratio_1,distance_from_74_0_0,fill_per_m_1_74_0_0,distance_from_139_1_0,fill_per_m_1_139_1_0,distance_from_271_2_0,fill_per_m_1_271_2_0,fill_per_m_1_139_1_1,fill_per_m_1_271_2_2,fill_ratio_2,distance_from_123_0_0,fill_per_m_2_123_0_0,distance_from_217_1_0,fill_per_m_2_217_1_0,distance_from_283_2_0,fill_per_m_2_283_2_0,fill_per_m_2_217_1_1,fill_per_m_2_283_2_2,fill_ratio_3,distance_from_26_0_0,fill_per_m_3_26_0_0,distance_from_40_1_0,fill_per_m_3_40_1_0,distance_from_21_2_0,fill_per_m_3_21_2_0,fill_per_m_3_40_1_1,fill_per_m_3_21_2_2,fill_ratio_4,distance_from_228_0_0,fill_per_m_4_228_0_0,distance_from_93_1_0,fill_per_m_4_93_1_0,fill_per_m_4_93_1_1,fill_ratio_5,distance_from_113_0_0,fill_per_m_5_113_0_0
0,76.771895,30.70311,0.6075448519014384,0.6911546201734095,87.9028851386404,0.6911546201734095,87.9028851386404,0.6911546201734095,87.9028851386404,,,0.6270596255036168,0.337508698677801,185.7906560512778,0.7049314450149524,88.95327764678112,0.48453986345426847,129.41342349695023,,,0.6281971029670671,0.3562978427279054,176.31235096946784,0.8936786473320921,70.29339962887445,0.5307415975474431,118.36213816101204,,,0.6312216741983426,0.4662491301322199,135.38291728701765,0.7900468318004854,79.89674140706488,0.648347721416615,97.3585089215934,,,0.6478367653902838,0.43995561323327503,147.25048298151503,0.9333446181045346,69.41024277891385,,0.6478367653902838,0.09941883428313492,651.6237793990919
0,76.767338,30.709891,0.8154614284548342,0.7488116061323181,108.90074643297379,0.7488116061323181,108.90074643297379,0.7488116061323181,108.90074643297379,,,0.831543237701949,0.3618685049902253,229.7915475469219,0.717697293960284,115.86266866264164,0.6740816956477004,123.35941519713715,,,0.8420362489842251,0.5277909249922832,159.5397361173909,0.8893095997530611,94.6842639748899,0.4646157012038276,181.23284400473213,,,0.8526596027791518,0.5484411976540796,155.46964860159045,0.7883012655623006,108.16418037473831,0.6698734437699352,127.28667044636472,,,0.8526596027791518,0.6072847000720238,140.40525023568458,0.8647494598209693,98.6019237243212,,0.8655309449271053,0.1594814281304661,542.7158228223572
0,76.769154,30.698312,0.28093450968738076,0.5040780997719593,55.73233786876938,0.5040780997719593,55.73233786876938,0.5040780997719593,55.73233786876938,,,0.29347259786403423,0.19109642625297535,153.57304352491255,0.7047372538575496,41.64283869735012,0.5160710421625581,56.86670514087726,,,0.29347259786403423,0.3253075220134161,90.21389854364666,0.8775904256204539,33.44072465883501,0.5569602343658971,52.69184041445162,,,0.3255871696294833,0.4357657672653428,74.71609614328185,0.9116217520848245,35.7151602498388,0.6760490703597051,48.16028656858419,,,0.3880774279166292,0.4058375085307189,95.62384445972286,0.9734590608718812,39.86581906886219,,0.4230046407448678,0.0898097441616592,471.0008303591776
0,76.773727,30.699978,0.5978999788110851,0.4963299451290816,120.46421633004393,0.4963299451290816,120.46421633004393,0.4963299451290816,120.46421633004393,,,0.6095508853466997,0.15804623549518754,385.6788384973968,0.7095799226410002,85.90306262866058,0.5075649905550059,120.09316968063055,,,0.6306599358050142,0.3031033552217325,208.0676194902761,0.8982999010524422,70.20594514884586,0.5517585679589817,114.29998054002093,,,0.6443492352441195,0.42249707654942875,152.50975000976976,0.816434289826392,78.92236316790846,0.6785733561212557,94.9564596711014,,,0.6663330133877252,0.3901412251506701,170.79277206103805,0.8832688675002248,75.43943162782828,,0.6901351340600465,0.17299631195466403,398.9305472829418
0,76.781181,30.69936,0.9093204020787821,0.44935471255377396,202.36138103702746,0.44935471255377396,202.36138103702746,0.44935471255377396,202.36138103702746,,,0.9175501783730217,0.09917686276700746,925.1655605688883,0.7078328398234538,129.6280882647201,0.48960835800882735,187.40492546013252,,,0.9175501783730217,0.25886921057042295,354.4454654731566,0.8947241000428329,102.55118626279274,0.5353557926886046,171.39072573867236,,,0.9240767334689067,0.37291655027282716,247.7971902273709,0.8140678250181576,113.51348193233106,0.668994543456804,138.12918842268152,,,0.931440640402669,0.34169506676350636,272.5941141688583,0.8832523232210366,105.45578153770371,,0.9348920369726735,0.2394826526621599,390.37985698760957
0,76.769624,30.713988,0.7290071680409873,0.7142473479253391,102.06648581314595,0.7142473479253391,102.06648581314595,0.7142473479253391,102.06648581314595,,,0.7405814829601454,0.3174320755561524,233.3039223155442,0.7374222281903227,100.42841870627845,0.640280202318607,115.66521661583843,,,0.7405814829601454,0.473882100174567,156.27969123276287,0.8566424958596304,86.45163957421711,0.44160959670560856,167.70049575119202,,,0.7520356017495599,0.5533436283067007,135.90751989877987,0.7505371290452532,100.19965337440571,0.6854102323083121,109.72050989330404,,,0.7520356017495599,0.560337496083434,134.21118647351454,0.8336690389866166,90.20793223456062,,0.7520356017495599,0.22847007743610404,329.1615296799121
0,76.773296,30.7083,0.3663618432936917,0.603833663031175,60.67264310084961,0.603833663031175,60.67264310084961,0.603833663031175,60.67264310084961,,,0.36741291142825233,0.22783002401328661,161.26623917084146,0.6827072600522579,53.817050575986066,0.5309792554823285,69.19534193374531,,,0.37836943809040824,0.3770826501359342,100.34124825260726,0.8803990225428695,42.97703977425579,0.4721308353873333,80.14080202577665,,,0.41463342341519344,0.45380880346129837,91.36742616112649,0.7919412679438491,52.356587565101115,0.6297828225661423,65.83752502580316,,,0.45883663443572464,0.4735166241761961,96.89979422242861,0.9250193058361806,49.6029252082425,,0.507028708472925,0.21670139954089135,233.97574244888492
0,76.779421,30.710251,0.5426960831582485,0.5791049359023567,93.7129092696514,0.5791049359023567,93.7129092696514,0.5791049359023567,93.7129092696514,,,0.5426960831582485,0.21025562293697705,258.1125182658818,0.7548498174121878,71.89457699264538,0.5758698965884044,94.2393562110668,,,0.5426960831582485,0.34353924267181346,157.97207880460152,0.8760157475134063,61.95049400638123,0.4527848753687396,119.857378786402,,,0.5802800655791759,0.4214214433758458,137.6959038749368,0.8719911392821503,66.54655528459614,0.7038787573062542,82.44034353301258,,,0.6021123646366591,0.5178036824617005,116.28197809914079,0.9534702650538991,63.14956917955087,,0.6117599661703171,0.27128272050356955,225.50642556029203
0,76.770453,30.710377,0.3308980248526492,0.7032455988205707,47.05298197494671,0.7032455988205707,47.05298197494671,0.7032455988205707,47.05298197494671,,,0.33712754943571044,0.42942936432226175,78.5059377501525,0.7256959500476975,46.455757320066645,0.6315909288006245,53.37751605709526,,,0.3797117535591467,0.4703950221143006,80.72189026415359,0.9487360159569855,40.022909130959185,0.45905602289480535,82.71577642412488,,,0.4087822223389848,0.547372300754488,74.6808382111274,0.8414924984823521,48.578237248250154,0.6753100338218716,60.53252607924532,,,0.4319723876034479,0.5541475153932877,77.95259846953748,0.9220254097649814,46.85037776925855,,0.47054727449510847,0.21618896886653372,217.6555431862045
0,76.775578,30.718136,0.7712703466859457,0.7405391895115938,104.14983536450245,0.7405391895115938,104.14983536450245,0.7405391895115938,104.14983536450245,,,0.7897388973621979,0.46303722975199096,170.55624183506643,0.5580713693323184,141.51216865094668,0.5601276967996274,140.99265254592626,,,0.7976359459376016,0.4964951545653878,160.6533192928782,0.7788482293998022,102.41224359619814,0.43353290691993956,183.98509852561224,,,0.810422059913818,0.5450063053135047,148.69957503475817,0.6710898535576737,120.76207911913693,0.4923029731541337,164.6185589173936,,,0.810422059913818,0.584281023846582,138.70415550695947,0.7554901671192101,107.27102683600383,,0.8143336920443872,0.39186103316254073,207.81185755374872
