Ward,x,y,fill_ratio_0,distance_from_0_0_0,fill_per_m_0_0_0_0,distance_from_0_1_0,fill_per_m_0_0_1_0,distance_from_0_2_0,fill_per_m_0_0_2_0,fill_per_m_0_0_1_1,fill_per_m_0_0_2_2,fill_ratio_1,distance_from_268_0_0,fill_per_m_1_268_0_0,distance_from_119_1_0,fill_per_m_1_119_1_0,distance_from_129_2_0,fill_per_m_1_129_2_0,fill_per_m_1_119_1_1,fill_per_m_1_129_2_2,fill_ratio_2,distance_from_228_0_0,fill_per_m_2_228_0_0,distance_from_46_1_0,fill_per_m_2_46_1_0,distance_from_59_2_0,fill_per_m_2_59_2_0,fill_per_m_2_46_1_1,fill_per_m_2_59_2_2,fill_ratio_3,distance_from_90_0_0,fill_per_m_3_90_0_0,distance_from_206_1_0,fill_per_m_3_206_1_0,distance_from_133_2_0,fill_per_m_3_133_2_0,fill_per_m_3_206_1_1,fill_per_m_3_133_2_2,fill_ratio_4,distance_from_123_0_0,fill_per_m_4_123_0_0,distance_from_262_1_0,fill_per_m_4_262_1_0,distance_from_137_2_0,fill_per_m_4_137_2_0,fill_per_m_4_262_1_1,fill_per_m_4_137_2_2,fill_ratio_5,distance_from_32_0_0,fill_per_m_5_32_0_0,distance_from_55_1_0,fill_per_m_5_55_1_0,distance_from_49_2_0,fill_per_m_5_49_2_0,fill_per_m_5_55_1_1,fill_per_m_5_49_2_2,fill_ratio_6,distance_from_85_0_0,fill_per_m_6_85_0_0,distance_from_149_1_0,fill_per_m_6_149_1_0,distance_from_40_2_0,fill_per_m_6_40_2_0,fill_per_m_6_149_1_1,fill_per_m_6_40_2_2,fill_ratio_7,distance_from_250_0_0,fill_per_m_7_250_0_0,distance_from_74_1_0,fill_per_m_7_74_1_0,distance_from_93_2_0,fill_per_m_7_93_2_0,fill_per_m_7_74_1_1,fill_per_m_7_93_2_2,fill_ratio_8,distance_from_145_0_0,fill_per_m_8_145_0_0,distance_from_116_1_0,fill_per_m_8_116_1_0,distance_from_35_2_0,fill_per_m_8_35_2_0,fill_per_m_8_116_1_1,fill_per_m_8_35_2_2,fill_ratio_9,distance_from_104_0_0,fill_per_m_9_104_0_0,distance_from_2_1_0,fill_per_m_9_2_1_0,distance_from_273_2_0,fill_per_m_9_273_2_0,fill_per_m_9_2_1_1,fill_per_m_9_273_2_2,fill_ratio_10,distance_from_26_0_0,fill_per_m_10_26_0_0,distance_from_239_1_0,fill_per_m_10_239_1_0,distance_from_88_2_0,fill_per_m_10_88_2_0,fill_per_m_10_239_1_1,fill_per_m_10_88_2_2,fill_ratio_11,distance_from_152_0_0,fill_per_m_11_152_0_0,distance_from_232_1_0,fill_per_m_11_232_1_0,distance_from_217_2_0,fill_per_m_11_217_2_0,fill_per_m_11_232_1_1,fill_per_m_11_217_2_2,fill_ratio_12,distance_from_220_0_0,fill_per_m_12_220_0_0,distance_from_83_1_0,fill_per_m_12_83_1_0,distance_from_211_2_0,fill_per_m_12_211_2_0,fill_per_m_12_83_1_1,fill_per_m_12_211_2_2,fill_ratio_13,distance_from_87_0_0,fill_per_m_13_87_0_0,distance_from_72_1_0,fill_per_m_13_72_1_0,distance_from_138_2_0,fill_per_m_13_138_2_0,fill_per_m_13_72_1_1,fill_per_m_13_138_2_2,fill_ratio_14,distance_from_159_0_0,fill_per_m_14_159_0_0,distance_from_224_1_0,fill_per_m_14_224_1_0,distance_from_1_2_0,fill_per_m_14_1_2_0,fill_per_m_14_224_1_1,fill_per_m_14_1_2_2,fill_ratio_15,distance_from_231_2_0,fill_per_m_15_231_2_0
0,76.779187,30.743609,0.3584657285442726,9936.3,0.0036076379391148878,9936.3,0.0036076379391148878,9936.3,0.0036076379391148878,,,0.368834764478574,8162.5,0.004518649488252055,8357.9,0.004413007627257732,5562.2,0.006631094971028981,,,0.3732126086588686,8560.8,0.00435955294667401,7658.9,0.004872927034676894,1449.5,0.02574767910720032,,,0.37682031916283487,6760.7,0.005573687919340229,5395.1,0.006984491838201976,2480.2,0.015193142454755055,,,0.38433810152783343,6431.9,0.005975498709989793,6392.1,0.006012704768821411,1567.4,0.02452074145258603,,,0.43329967982908507,7126.3,0.006080289628967136,5729.3,0.0075628729483372325,2944.4,0.014716060312086844,,,0.4711600859086865,7345.5,0.00641426840798702,7393.2,0.006372884351954317,3202.7,0.014711339991528603,,,0.4711600859086865,7651.9,0.006157426075990101,7493.6,0.006287499811955356,4068.6,0.011580398316587685,,,0.4848995362577451,6929.5,0.006997612183530487,7015.6,0.0069117329416977175,2036.3,0.023812774947588523,,,0.48549811080730493,6549.8,0.007412411230988808,5505.7,0.00881809962052609,3948.1,0.012297006428593625,,,0.4884352403379073,5477.2,0.00891760827316708,5153.2,0.009478290001123716,2549.1,0.019161085886701474,,,0.4884352403379073,3970.1,0.012302844773126806,5212.6,0.009370280480718016,2972.1,0.01643401098004466,,,0.4884352403379073,4413.3,0.011067347344116811,3417.9,0.014290507046370792,2243.4,0.02177209772389709,,,0.5039497281355976,3963.2,0.01271572790007059,1887.8,0.026695080418243332,2472.1,0.020385491207297345,,,0.5099711047084595,4220.1,0.01208433697562758,2639.8,0.019318550826140597,865.2,0.058942568736530226,,,0.5099711047084595,1419.6,0.03592357739563677
0,76.770566,30.75625,0.09767211400638387,11663.8,0.0008373953086162647,11663.8,0.0008373953086162647,11663.8,0.0008373953086162647,,,0.09906680761809457,9891.0,0.0010015853565675317,9893.3,0.00100135250743528,7193.0,0.0013772668930640145,,,0.10004320761270134,10096.3,0.0009908898072828794,9386.4,0.0010658314967687437,2342.9,0.0042700587994665305,,,0.10004320761270134,8488.2,0.0011786151081819626,7821.2,0.0012791286198115552,1968.5,0.005082205111135451,,,0.10004320761270134,8056.1,0.001241831750011809,8052.8,0.0012423406468892975,1713.7,0.005837848375602576,,,0.10004320761270134,8853.8,0.0011299465496476242,7420.8,0.0013481458550655097,1363.1,0.007339388717827112,,,0.10004320761270134,9073.0,0.0011026474993133621,8946.0,0.0011183010017069232,664.2,0.015062211323803273,,,0.18323487110130982,9380.4,0.001953380144783909,9221.1,0.0019871259513649106,1249.1,0.0146693516212721,,,0.18323487110130982,8922.0,0.0020537421105280185,8612.2,0.0021276197847392045,2077.2,0.00882124355388551,,,0.1995328026667002,8542.3,0.002335820594766049,7233.2,0.0027585688584126004,3321.3,0.00600767177510915,,,0.24492059439414068,7497.4,0.0032667403952588987,5776.6,0.004239874569714723,2471.3,0.009910597434311523,,,0.2656706321919996,7111.1,0.003735999102698592,6576.7,0.004039573527635434,2231.9,0.011903339405528903,,,0.28810617958154777,7030.9,0.0040977140847053405,5109.4,0.0056387477899860605,1568.4,0.018369432516038495,,,0.2974113705281394,6028.4,0.004933504255327108,3615.3,0.008226464485053505,971.0,0.03062938934378366,,,0.35145611424790185,6019.1,0.005839014375037826,4198.4,0.00837119174561504,1642.3,0.02140023833939608,,,0.396570003820773,1322.8,0.02997958903997377
0,76.774891,30.736846,0.388677289689482,8896.6,0.004368829549372591,8896.6,0.004368829549372591,8896.6,0.004368829549372591,,,0.388677289689482,7193.9,0.005402873124306454,7318.2,0.005311105048912055,4522.5,0.008594301596229563,,,0.4124069988244425,7399.1,0.00557374543964053,6619.2,0.006230465899571587,2488.4,0.016573179505885004,,,0.4505541418058893,5721.0,0.007875443835096824,5043.0,0.008934248300731496,2335.6,0.019290723660125422,,,0.46474327276116273,5392.2,0.008618806289847607,5274.5,0.008811134188286334,2606.3,0.017831534081309237,,,0.46474327276116273,6086.6,0.007635515275542383,4746.0,0.00979231506028577,3983.2,0.011667585678880366,,,0.47224292475154184,6305.8,0.007489024782764152,6409.9,0.0073673992535225495,4241.6,0.011133603469246082,,,0.5127318295046579,6860.2,0.007474007018813706,6453.9,0.007944527022492725,4984.5,0.010286524817025938,,,0.5583999905358401,6321.2,0.008833765590961211,6032.3,0.009256833886508298,4202.1,0.013288593573114396,,,0.5823036372150269,5941.5,0.009800616632416508,4466.0,0.013038594653269746,5242.6,0.011107153649239438,,,0.5823036372150269,4730.2,0.012310338616021032,2998.3,0.019421126545543368,4714.9,0.01235028605516611,,,0.6225247425564906,4436.7,0.014031256171399704,3798.4,0.016389130753909294,4112.0,0.015139220392910765,,,0.6225247425564906,5313.2,0.011716568970798966,2434.6,0.025569898240223883,4317.2,0.014419641030216127,,,0.6232492035199616,3777.7,0.01649811270137813,769.0,0.08104671047073624,3510.9,0.01775183581189899,,,0.6280752209668787,3527.4,0.0178056137939241,1301.7,0.04825038188268255,3403.3,0.018454888518992706,,,0.6532347397744693,2804.8,0.023289886614891234
0,76.782044,30.751951,0.15601864044243652,10169.5,0.001534182019198943,10169.5,0.001534182019198943,10169.5,0.001534182019198943,,,0.17971530446033876,9485.6,0.0018946118796948927,9487.8,0.0018941725632953767,6756.3,0.0026599663197362277,,,0.24130810898362764,9690.8,0.0024900741835929712,8820.5,0.002735764514297689,2961.3,0.00814872214850328,,,0.28784742248189793,7898.7,0.0036442379439894914,7477.5,0.003849514175618829,3381.0,0.008513677092040756,,,0.3260976032976892,7650.6,0.004262379464325533,7684.0,0.0042438522032494696,3126.2,0.010431117756307635,,,0.3730450692852169,7480.7,0.004986766870549774,7012.2,0.005319943374193789,3417.7,0.010915091122252302,,,0.39970403960856676,8079.9,0.004946893397301536,8569.2,0.004664426546335326,3900.7,0.010246982326468757,,,0.39970403960856676,7434.8,0.005376123629533636,8655.3,0.004618026407040389,3408.1,0.011728060784852756,,,0.39970403960856676,6939.5,0.005759839175856572,8243.4,0.004848776470977592,2729.8,0.014642246304072341,,,0.44109234318901724,6559.9,0.006724071147258606,7167.5,0.006154061293184754,3778.2,0.011674668974353325,,,0.49328733296910093,5640.1,0.008746074235724561,5392.1,0.00914833428477033,2612.2,0.01888398028363452,,,0.5402613476314522,4904.9,0.011014727061335649,6191.9,0.008725291875376738,2965.5,0.01821822113071833,,,0.5719835394948122,4944.6,0.011567842484625897,4807.2,0.011898476025437098,3155.5,0.01812655805719576,,,0.5719835394948122,4579.2,0.012490905387290623,3274.7,0.01746674625140661,2955.9,0.019350571382482903,,,0.6134364533573066,4328.8,0.014171050946158439,3851.8,0.015925968465582495,1306.5,0.04695265620798366,,,0.6134364533573066,2829.0,0.021683861907292563
0,76.801987,30.752503,0.8661761457749352,9488.0,0.009129175229499738,9488.0,0.009129175229499738,9488.0,0.009129175229499738,,,0.8681151847990047,9687.2,0.0089614665207594,9689.5,0.008959339334320705,7006.7,0.012389786701285979,,,0.8743688175812377,9892.4,0.00883879359489343,9022.2,0.009691303868028172,4429.3,0.01974056436866407,,,0.879025238700262,8100.3,0.010851761523650506,7886.8,0.011145524657659151,4849.0,0.01812796945143869,,,0.8830023034584056,7852.3,0.011245142231682508,7973.2,0.011074628799709095,4594.2,0.01921993608154642,,,0.8865283551649863,7682.4,0.011539731791692522,7421.5,0.011945406658559405,4885.7,0.01814537026761746,,,0.891166329034464,8281.6,0.01076079898853439,8891.7,0.010022451601318802,5188.1,0.01717712320569118,,,0.8988453626511664,7636.4,0.011770537984536776,8856.9,0.010148532360658541,4695.5,0.019142697532768958,,,0.8988453626511664,7141.2,0.012586755204323733,8532.6,0.010534249380624503,4197.8,0.02141229602770895,,,0.9058754267166803,6761.5,0.013397551234440292,7145.2,0.01267809755803449,2117.1,0.04278850440303625,,,0.9058754267166803,5841.7,0.015507051487010294,5915.6,0.015313331305644065,2622.5,0.034542437625040244,,,0.9058754267166803,5106.6,0.01773930651934125,6711.6,0.013497160538719237,2975.9,0.03044038531928762,,,0.9058754267166803,5146.3,0.017602460538963534,5326.9,0.01700567734924028,3347.3,0.02706286937880322,,,0.9124174161499989,4938.9,0.018474101847577376,4742.7,0.019238354020916334,4423.9,0.02062472967630369,,,0.9157625422015528,4688.5,0.019532100718813113,4756.3,0.019253674961662484,4199.4,0.02180698533603736,,,0.919060655149279,4297.0,0.021388425765633674
0,76.786322,30.7382,0.4951769101112702,9090.7,0.005447071293863731,9090.7,0.005447071293863731,9090.7,0.005447071293863731,,,0.49987695280336686,7445.0,0.006714263973181556,7447.2,0.006712280492042202,4746.9,0.010530597922925844,,,0.5198070930122768,7650.2,0.0067946863220867005,6813.3,0.007629299942939203,2473.8,0.021012494664575825,,,0.5246629321932549,5915.1,0.00886989116317991,5468.1,0.009594976905931765,3032.5,0.017301333295738,,,0.5551260843958705,5610.1,0.00989511923844264,5674.6,0.009782646960065387,2777.7,0.01998509862101273,,,0.5914544634076563,6280.7,0.009417015036662415,4940.1,0.011972520058453397,3968.7,0.014902977383215067,,,0.5914544634076563,6500.0,0.009099299437040867,6559.9,0.009016211579561523,4227.0,0.013992298637512569,,,0.5914544634076563,6433.9,0.009192782968458576,6648.1,0.008896593965308227,4857.9,0.012175105774257526,,,0.5914544634076563,5938.6,0.009959493203914328,6234.0,0.009487559567014057,2825.5,0.020932736273496948,,,0.5914544634076563,5696.8,0.010382222711130044,4660.1,0.012691883509101871,4555.5,0.012983305090717953,,,0.6269272990281574,3468.4,0.018075403616311766,3382.8,0.01853279233262851,3338.3,0.018779837013694314,,,0.6617885562687303,3904.1,0.01695111693524065,4182.6,0.015822420414783395,3485.0,0.01898962858733803,,,0.6617885562687303,3943.7,0.016780905146657463,2628.7,0.025175507143026223,3675.0,0.018007851871257967,,,0.668370912339281,2495.6,0.02678197276563877,2217.8,0.03013666301466683,3475.4,0.019231481623389567,,,0.6780817428270904,3327.9,0.020375664618140284,2227.3,0.03044411362758005,3388.8,0.020009494299666267,,,0.7036484049006999,3348.4,0.0210144667572781
0,76.805606,30.74516,0.9394989415641891,8484.7,0.011072859872054273,8484.7,0.011072859872054273,8484.7,0.011072859872054273,,,0.9415415490855799,8683.8,0.01084250615036712,8782.8,0.010720289077350958,6037.1,0.01559592435251329,,,0.9424560558035984,8889.1,0.010602378821293475,8083.8,0.011658577102397366,4819.5,0.019555058736458106,,,0.9424560558035984,7185.6,0.013115899240197038,6883.4,0.013691722924769712,5850.2,0.016109809165560124,,,0.9434746439465382,6856.9,0.013759492539581128,6969.8,0.013536610002389426,4937.5,0.019108347219170395,,,0.9463162888510694,6751.8,0.014015763038761063,6453.7,0.014663158945272781,6320.3,0.014972648273833038,,,0.9509099850535673,7351.0,0.01293579084551173,7888.4,0.012054535584574404,5743.2,0.016557145581793553,,,0.9509099850535673,6633.1,0.014335830683293893,7918.6,0.012008561930815639,5865.9,0.016210811385355482,,,0.9522208272309409,6137.8,0.015514041305206115,7601.7,0.012526419448688332,3833.6,0.024838815401474878,,,0.9537037109965762,5830.9,0.016356029275010314,6142.0,0.015527575887277375,2931.2,0.03253628926707752,,,0.956448853394862,4758.4,0.020100219682978773,4912.2,0.01947088582294821,3101.6,0.030837272807417524,,,0.9585357454151797,4103.2,0.023360687887872385,6589.9,0.014545527935403871,3441.4,0.027853075649886084,,,0.9607456151496324,4142.9,0.02319017150183766,5006.3,0.019190731980696967,3812.7,0.025198563095696812,,,0.9607456151496324,3426.2,0.028041142231908015,4595.4,0.02090668092330662,4859.0,0.019772496710220876,,,0.9628272835521857,3685.2,0.026126866480847326,4457.2,0.021601617238449826,4665.0,0.020639384427699584,,,0.9651304654277341,4649.6,0.020757279452592352
0,76.806562,30.739112,0.9699098521619943,7915.9,0.012252679444687204,7915.9,0.012252679444687204,7915.9,0.012252679444687204,,,0.9702410000298838,8116.9,0.011953344257412114,8119.1,0.011950105307606554,5436.4,0.01784712309671628,,,0.9724017752277392,8322.1,0.011684572105931665,7451.9,0.01304904487751767,5175.1,0.01879000937620025,,,0.9724017752277392,6530.0,0.01489129824238498,6316.5,0.015394629545282026,5594.7,0.017380767069328815,,,0.9728209996956456,6282.0,0.015485848451060897,6402.9,0.015193443591117238,5340.0,0.01821762171714692,,,0.9731387168840447,6112.1,0.015921511704390386,5851.2,0.016631438284181788,5631.5,0.017280275537317674,,,0.9735581627967592,6711.3,0.014506253077596877,7321.4,0.013297431676957402,6078.6,0.016016157713893975,,,0.9750599143294222,6066.1,0.01607391758014906,7286.6,0.01338154851823103,5586.0,0.017455422741307236,,,0.977116675723529,5570.9,0.017539655634161967,6962.3,0.014034394894266678,4907.7,0.019909869709304338,,,0.977207336766319,5191.2,0.018824305300630277,5639.9,0.017326678429871435,4299.6,0.022727866237936527,,,0.9789702880137268,4271.4,0.022919190148750452,4294.4,0.02279643927006629,4143.8,0.023624940586266872,,,0.9798090008353094,3536.3,0.027707179844337567,6023.0,0.01626779015167374,4497.1,0.021787574233068183,,,0.9818162675365096,3576.0,0.027455712179432594,4941.3,0.01986959438885535,4868.5,0.020166709818969078,,,0.9818162675365096,3368.6,0.02914612205475597,4870.4,0.020158842549616248,5133.8,0.019124552330369502,,,0.9818162675365096,3118.2,0.03148663547997273,4789.5,0.020499347897202414,4941.1,0.01987039864678937,,,0.9828858388021704,5006.9,0.019630626511457597
0,76.80233,30.744275,0.6232981268275579,8987.9,0.00693485827420819,8987.9,0.00693485827420819,8987.9,0.00693485827420819,,,0.6455571746818968,9020.4,0.007156635788677851,8783.1,0.007349992311164587,6016.9,0.010729066042013277,,,0.6516961906940252,8986.1,0.0072522695128479,8084.2,0.008061356605403443,4399.6,0.014812623663379059,,,0.6852455986636792,7185.9,0.009535974598361781,5928.9,0.011557718947252936,5430.3,0.01261892710648913,,,0.6969063711562701,6857.2,0.010163133219918774,6929.4,0.010057239748842182,4517.6,0.015426473595631974,,,0.7044379186677324,6752.2,0.01043271702064116,6272.1,0.011231292847176102,5894.5,0.01195076628497298,,,0.7131412099448621,7351.3,0.009700885692936787,7933.9,0.008988532877208712,5319.4,0.013406421963846714,,,0.7331148655225997,6706.2,0.010931896834609761,7918.9,0.009257786631004303,5442.1,0.013471175934337843,,,0.7512668116560808,6211.0,0.012095746444309786,7549.4,0.009951344632104283,3409.8,0.022032577032555595,,,0.7610294290250287,5831.3,0.013050767908099887,5960.4,0.01276809323241777,3526.1,0.021582752304955297,,,0.7666703404255097,4758.7,0.016110919797959734,5607.9,0.013671255557793645,3407.4,0.02250015673021981,,,0.7666703404255097,3251.5,0.023578974025081034,5755.4,0.013320887174227853,3830.4,0.0200154119785273,,,0.779790392888371,3694.7,0.021105648439342057,4554.5,0.01712131722227184,3616.9,0.021559633744045206,,,0.7910083575577546,3244.6,0.02437922571527321,4143.6,0.0190898821690741,4435.1,0.017835186524717692,,,0.8079736676875497,3501.6,0.023074413630556023,3720.1,0.021719138401858813,4241.2,0.019050591051767183,,,0.8203080091765744,4290.5,0.019119170473757708
0,76.784379,30.732329,0.5986584841970366,9012.4,0.006642608896598427,9012.4,0.006642608896598427,9012.4,0.006642608896598427,,,0.6056565328892379,6471.0,0.00935955080960034,6473.2,0.009356369846277543,3772.9,0.016052811706889606,,,0.6056565328892379,6676.2,0.009071875211785716,5805.9,0.010431742415288551,3289.4,0.01841237103694406,,,0.6363028138173641,4884.1,0.01302804639170705,4494.1,0.014158626061221691,3709.1,0.017155180874534635,,,0.6488746356473926,4636.0,0.01399643303812322,4700.6,0.013804081088528963,3454.3,0.01878454782871761,,,0.68046098062773,5249.1,0.012963383830137166,4028.8,0.016889917112483367,3745.8,0.018165972038756206,,,0.6891123293633856,5488.6,0.012555338872633924,5619.1,0.012263749165584979,5087.1,0.013546270554213315,,,0.7076496247225919,5960.4,0.011872519037691966,5640.7,0.012545422105812965,4788.5,0.014778106394958586,,,0.7268994888190408,5501.9,0.013211790269162303,5260.0,0.0138193819167118,4568.2,0.01591216428394205,,,0.7290454715931275,5122.2,0.014233053601833735,4581.8,0.01591176986322248,5416.4,0.013459963658391692,,,0.7290454715931275,3958.4,0.018417680668783538,2408.7,0.030267176136219855,3992.6,0.018259917637457487,,,0.7317935148674367,3691.0,0.019826429554793735,4200.6,0.01742116637783737,4346.0,0.01683832293758483,,,0.7531279986756616,4413.3,0.017064962696296683,3055.7,0.0246466602963531,4535.9,0.016603716983964848,,,0.7531279986756616,2849.5,0.02643018068698584,2984.7,0.025232954691448442,4336.3,0.01736798650175637,,,0.7639756775954386,2599.1,0.029393854703375733,2903.8,0.026309514346561008,3310.4,0.023078047293240655,,,0.7848920534556437,4209.4,0.018646174121148947
